ID_Agente,ID_Caso,Agente,Atributo,Género,Calidad,Labor,Relación_crímenes,Conteo_mínimo,Tipo_Institución,Doble_Atributo,RCDA,Proceso,
IDA1613,733,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"733A, 733B",,null,,,,
IDA1614,733,Persona,Víctima,Mujer,Sin especificar,Sin especificar,733B,,null,,,,
IDA1615,733,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"733B, 733A",,null,,,,
IDA1616,733,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"733B, 733A",,null,,,,
IDA1617,733,Persona,Víctima,Mujer,Sin especificar,Sin especificar,733B,,null,,,,
IDA1618,733,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,733A,,null,,,,
IDA1619,734,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"734A, 734B",1,null,,,,
IDA1620,734,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"734A, 734B",1,null,,,,
IDA1621,734,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"734A, 734B",1,null,,,,
IDA1622,734,Institución,Víctima,null,null,null,"734A, 734B",,La autoridad,,,,
IDA1623,735,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,735A,,null,,,,
IDA1624,735,Persona,Víctima,Hombre,Sin especificar,Sin especificar,735A,,null,,,,
IDA1625,736,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,736A,,null,,,,
IDA1626,736,Persona,Víctima,Mujer,Sin especificar,Sin especificar,736A,,null,,,,
IDA1627,738,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,738A,,null,,,,
IDA1628,738,Persona,Víctima,Hombre,Sin especificar,Sin especificar,738A,,null,,,,
IDA1629,739,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,739A,,null,,,,
IDA1630,739,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,739A,1,null,,,,
IDA1631,740,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,740A,,null,,,,
IDA1632,740,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,740A,1,null,,,,
IDA1633,741,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,741A,1,null,,,,
IDA1634,741,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,"741A, 741B",1,null,,,,
IDA1635,741,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"741A, 741B",1,null,,,,
IDA1636,741,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,741B,,null,,,,
IDA1637,742,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,742A,,null,,,,
IDA1638,742,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,742A,,null,,,,
IDA1639,743,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,743A,,null,,,,
IDA1640,743,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,743A,,null,,,,
IDA1641,744,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,744A,,null,,,,
IDA1642,744,Persona,Víctima,Hombre,Sin especificar,Sin especificar,744A,,null,,,,
IDA1643,745,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,745A,,null,,,,
IDA1644,745,Persona,Víctima,Hombre,Sin especificar,Sin especificar,745A,,null,,,,
IDA1645,746,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,746A,,null,,,,
IDA1646,746,Persona,Víctima,Hombre,Sin especificar,Sin especificar,746A,,null,,,,
IDA1647,747,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,"747A, 747B",,null,,,,
IDA1648,747,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,747A,,null,,,,
IDA1649,747,Persona,Víctima,Hombre,Sin especificar,Sin especificar,747A,,null,,,,
IDA1650,747,Persona,Víctima,Hombre,Esclavo,Sin especificar,747B,,null,,,,
IDA1651,747,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,"747B, 747A",,null,,,,
IDA1652,747,Persona,Víctima,Hombre,Esclavo,Sin especificar,747B,,null,,,,
IDA1653,747,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,747A,,null,,,,
IDA1654,747,Persona,Víctima,Hombre,Sin especificar,Sin especificar,747A,,null,,,,
IDA1655,748,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,748A,,null,,,,
IDA1656,749,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,749A,1,null,,,,
IDA1657,749,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,749A,1,null,,,,
IDA1658,749,Persona,Víctima,Hombre,Sin especificar,Político del Estado,749A,,null,,,,
IDA1659,750,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,750A,,null,,,,
IDA1660,750,Persona,Víctima,Hombre,Sin especificar,Político del Estado,750A,1,null,,,,
IDA1661,750,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,750A,1,null,,,,
IDA1662,751,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,751A,,null,,,,
IDA1663,751,Persona,Víctima,Hombre,Sin especificar,Sin especificar,751A,,null,,,,
IDA1664,752,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,752A,,null,,,,
IDA1665,752,Persona,Víctima,Hombre,Sin especificar,Sin especificar,752A,,null,,,,
IDA1666,753,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"753A, 753B",,null,,,,
IDA1667,753,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"753A, 753B",,null,,,,
IDA1668,754,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,754A,,null,,,,
IDA1669,754,Persona,Víctima,Hombre,Sin especificar,Sin especificar,754A,,null,,,,
IDA1670,755,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"755A, 755B, 755C",,null,,755C,,
IDA1671,755,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"755A, 755C",,null,,755C,,
IDA1672,755,Persona,Víctima,Hombre,Esclavo,Sin especificar,755B,,null,,755C,,
IDA1673,756,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,756A,,null,,,,
IDA1674,756,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,756A,,null,,,,
IDA1675,757,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,757A,,null,,,,
IDA1676,757,Persona,Víctima,Hombre,Sin especificar,Sin especificar,757A,,null,,,,
IDA1677,757,Persona,Víctima,Hombre,Sin especificar,Sin especificar,757A,,null,,,,
IDA1678,758,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,758A,,null,,,,
IDA1679,758,Persona,Víctima,Hombre,Sin especificar,Sin especificar,758A,,null,,,,
IDA1680,758,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,758A,,null,,,,
IDA1681,759,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,759A,,null,,,,
IDA1682,760,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,760A,,null,,,,
IDA1683,760,Persona,Víctima,Hombre,Sin especificar,Político del Estado,760A,,null,,,,
IDA1684,761,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,761A,,null,,,,
IDA1685,761,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,761A,,null,,,,
IDA1686,761,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,761A,,null,,,,
IDA1687,761,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,761A,,null,,,,
IDA1688,761,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,761A,1,null,,,,
IDA1689,763,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,763A,,null,,,,
IDA1690,763,Persona,Víctima,Hombre,Sin especificar,Sin especificar,763A,,null,,,,
IDA1691,764,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,764A,,null,,,,
IDA1692,765,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"765A, 765B",,null,,,,
IDA1693,765,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,765A,,null,,,,
IDA1694,765,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,765B,,null,,,,
IDA1695,765,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,765B,,null,,,,
IDA1696,766,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"766A, 766C, 766D",,null,,766D,,
IDA1697,766,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"766A, 766C, 766D",,null,,766D,,
IDA1698,767,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"767A, 767B",,null,,,,
IDA1699,767,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,767A,1,null,,,,
IDA1700,767,Persona,Víctima,Mujer,Sin especificar,Sin especificar,767B,,null,,,,
IDA1701,768,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"768A, 768B, 768C",,null,,,,
IDA1702,768,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"768A, 768B",1,null,,,,
IDA1703,768,Institución,Víctima,null,null,null,768C,,La autoridad,,,,
IDA1704,769,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,769A,,null,,,,
IDA1705,769,Persona,Víctima,Hombre,Sin especificar,Sin especificar,769A,,null,,,,
IDA1706,770,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,770A,,null,,,,
IDA1707,770,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,770A,,null,,,,
IDA1708,771,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"771A, 771B",,null,,,,
IDA1709,771,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"771A, 771B",,null,,,,
IDA1710,772,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"772A, 772C",,null,,,,
IDA1711,772,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"772A, 772C",,null,,,,
IDA1712,772,Persona,Víctima,Mujer,Sin especificar,Sin especificar,772A,,null,,,,
IDA1713,772,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,772F,,null,,,,
IDA1714,772,Persona,Víctima,Hombre,Sin especificar,Sin especificar,772F,,null,,,,
IDA1715,772,Persona,Víctima,Hombre,Sin especificar,Sin especificar,772F,,null,,,,
IDA1716,773,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"773A, 773B",,null,,,,
IDA1717,773,Institución,Víctima,null,null,null,773B,,La autoridad,,,,
IDA1718,774,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,774A,,null,,,,
IDA1719,774,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,774A,1,null,,,,
IDA1720,775,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,775A,,null,,,,
IDA1721,775,Persona,Víctima,Mujer,Sin especificar,Sin especificar,775A,,null,,,,
IDA1722,776,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"776A, 776B",,null,,,,
IDA1723,776,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"776A, 776B",,null,,,,
IDA1724,776,Institución,Víctima,null,null,null,776A,,Sementeras,,,,
IDA1725,776,Persona,Víctima,Hombre,Sin especificar,Político del Estado,776B,,null,,,,
IDA1726,777,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,777A,,null,,,,
IDA1727,777,Persona,Víctima,Hombre,Sin especificar,Sin especificar,777A,,null,,,,
IDA1728,778,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"778A, 778B",,null,,,,
IDA1729,778,Persona,Víctima,Hombre,Sin especificar,Sin especificar,778A,,null,,,,
IDA1730,778,Persona,Víctima,Hombre,Sin especificar,Político del Estado,778B,,null,,,,
IDA1731,779,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,779A,,null,,,,
IDA1732,779,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,779A,1,null,,,,
IDA1733,780,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"780A, 780B",,null,,,,
IDA1734,780,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,780A,,null,,,,
IDA1735,780,Persona,Víctima,Hombre,Sin especificar,Sin especificar,780A,,null,,,,
IDA1736,780,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,780B,1,null,,,,
IDA1737,781,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,781A,,null,,,,
IDA1738,781,Persona,Víctima,Hombre,Sin especificar,Sin especificar,781A,,null,,,,
IDA1739,782,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,782A,,null,,,,
IDA1740,782,Persona,Víctima,Hombre,Sin especificar,Sin especificar,782A,,null,,,,
IDA1741,783,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"783A, 783B",,null,,,,
IDA1742,783,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"783A, 783B",,null,,,,
IDA1743,783,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"783A, 783B",,null,,,,
IDA1744,783,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"783A, 783B",1,null,,,,
IDA1745,783,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"783A, 783B",1,null,,,,
IDA1746,784,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,784A,,null,,,,
IDA1747,785,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,785A,,null,,,,
IDA1748,785,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,785A,,null,,,,
IDA1749,785,Persona,Víctima,Hombre,Sin especificar,Sin especificar,785A,,null,,,,
IDA1750,786,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,786A,,null,,786A,,
IDA1751,786,Persona,Víctima,Mujer,Sin especificar,Sin especificar,786A,,null,,786A,,
IDA1752,786,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,786B,,null,,786A,,
IDA1753,787,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,787A,,null,,,,
IDA1754,787,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,787A,,null,,,,
IDA1755,787,Persona,Víctima,Hombre,Sin especificar,Sin especificar,787A,,null,,,,
IDA1756,788,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,788A,,null,,,,
IDA1757,788,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,788A,1,null,,,,
IDA1758,789,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,789A,,null,,,,
IDA1759,789,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,789A,,null,,,,
IDA1760,789,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,789A,,null,,,,
IDA1761,790,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"790A, 790B",,null,,,,
IDA1762,790,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"790A, 790B",,null,,,,
IDA1763,791,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,791A,,null,,,,
IDA1764,792,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,792A,,null,,,,
IDA1765,792,Persona,Víctima,Hombre,Sin especificar,Sin especificar,792A,,null,,,,
IDA1766,793,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,793A,,null,,,,
IDA1767,793,Persona,Víctima,Mujer,Sin especificar,Sin especificar,793A,,null,,,,
IDA1768,794,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,794A,,null,,,,
IDA1769,794,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,794A,,null,,,,
IDA1770,795,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"795A, 795B",,null,,795B,,
IDA1771,795,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"795A, 795B",,null,,795B,,
IDA1772,796,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,796A,,null,,,,
IDA1773,796,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,796A,1,null,,,,
IDA1774,797,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"797A, 797B",,null,,,,
IDA1775,797,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"797A, 797B",,null,,,,
IDA1776,798,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,798A,,null,,,,
IDA1777,798,Persona,Víctima,Hombre,Sin especificar,Político del Estado,798A,,null,,,,
IDA1778,799,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,799A,,null,,,,
IDA1779,799,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,799A,,null,,,,
IDA1780,799,Persona,Víctima,Hombre,Sin especificar,Sin especificar,799A,,null,,,,
IDA1781,800,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"800A, 800B",,null,,,,
IDA1782,800,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"800A, 800B",,null,,,,
IDA1783,801,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,801A,,null,,,,
IDA1784,801,Institución,Víctima,null,null,null,801A,,Iglesia,,,,
IDA1785,802,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,802A,,null,,,,
IDA1786,802,Persona,Víctima,Hombre,Sin especificar,Eclesiástico,802A,,null,,,,
IDA1787,803,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,803A,,null,,,,
IDA1788,803,Persona,Víctima,Hombre,Sin especificar,Político del Estado,803A,,null,,,,
IDA1789,804,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,804A,,null,,,,
IDA1790,804,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,804A,1,null,,,,
IDA1791,805,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,805A,,null,,,,
IDA1792,805,Persona,Víctima,Hombre,Sin especificar,Sin especificar,805A,,null,,,,
IDA1793,805,Persona,Víctima,Hombre,Sin especificar,Sin especificar,805A,,null,,,,
IDA1794,806,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,806A,1,null,,,,
IDA1795,806,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,806A,1,null,,,,
IDA1796,806,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,806A,1,null,,,,
IDA1797,806,Persona,Víctima,Hombre,Sin especificar,Eclesiástico,806A,,null,,,,
IDA1798,807,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,807A,,null,,,,
IDA1799,807,Persona,Víctima,Hombre,Sin especificar,Político del Estado,807A,,null,,,,
IDA1800,808,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,808A,,null,,,,
IDA1801,808,Persona,Víctima,Hombre,Sin especificar,Sin especificar,808A,,null,,,,
IDA1802,809,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,809A,1,null,,,,
IDA1803,809,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,809A,1,null,,,,
IDA1804,809,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,809A,1,null,,,,
IDA1805,810,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,810A,,null,,,,
IDA1806,810,Persona,Víctima,Hombre,Sin especificar,Sin especificar,810A,,null,,,,
IDA1807,811,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,811A,,null,,,,
IDA1808,811,Persona,Víctima,Hombre,Sin especificar,Sin especificar,811A,,null,,,,
IDA1809,812,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,812A,,null,,,,
IDA1810,812,Persona,Víctima,Hombre,Sin especificar,Sin especificar,812A,,null,,,,
IDA1811,813,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,813A,1,null,,,,
IDA1812,813,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,813A,1,null,,,,
IDA1813,813,Persona,Víctima,Hombre,Sin especificar,Sin especificar,813A,,null,,,,
IDA1814,813,Persona,Víctima,Hombre,Sin especificar,Sin especificar,813A,,null,,,,
IDA1815,814,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"814A, 814B",,null,,,,
IDA1816,814,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"814A, 814B",1,null,,,,
IDA1817,814,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,814B,,null,,,,
IDA1818,815,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,815A,,null,,,,
IDA1819,815,Persona,Víctima,Hombre,Sin especificar,Sin especificar,815A,,null,,,,
IDA1820,816,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,816A,,null,,,,
IDA1821,816,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,816A,1,null,,,,
IDA1822,817,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,817A,,null,,,,
IDA1823,817,Persona,Víctima,Hombre,Sin especificar,Político del Estado,817A,,null,,,,
IDA1824,819,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,819A,,null,,,,
IDA1825,819,Persona,Perpetrador,Mujer,Esclavo,Sin especificar,819A,,null,,,,
IDA1826,819,Persona,Víctima,Mujer,Sin especificar,Sin especificar,819A,,null,,,,
IDA1827,821,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,821A,,null,,,,
IDA1828,821,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,821A,1,null,,,,
IDA1829,822,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,822A,,null,,,,
IDA1830,822,Persona,Víctima,Hombre,Sin especificar,Sin especificar,822A,1,null,,,,
IDA1831,822,Persona,Víctima,Mujer,Sin especificar,Sin especificar,822A,1,null,,,,
IDA1832,822,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,822A,1,null,,,,
IDA1833,822,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,822A,1,null,,,,
IDA1834,823,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,823A,,null,,,,
IDA1835,823,Persona,Víctima,Hombre,Sin especificar,Político del Estado,823A,,null,,,,
IDA1836,824,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,824A,1,null,,,,
IDA1837,824,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,824A,1,null,,,,
IDA1838,824,Persona,Perpetrador,Hombre,Esclavo,Sin especificar,824A,1,null,,,,
IDA1839,824,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,824A,1,null,,,,
IDA1840,824,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,824A,1,null,,,,
IDA1841,825,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"825A, 825B",,null,,,,
IDA1842,825,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"825A, 825B",,null,,,,
IDA1843,825,Persona,Víctima,Hombre,Sin especificar,Sin especificar,825B,,null,,,,
IDA1844,828,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,828A,,null,,,,
IDA1845,828,Persona,Víctima,Hombre,Sin especificar,Sin especificar,828A,,null,,,,
IDA1846,829,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"829A, 829B",,null,,,,
IDA1847,829,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"829A, 829B",,null,,,,
IDA1848,830,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,830A,,null,,830A,,
IDA1849,830,Persona,Víctima,Hombre,Sin especificar,Político del Estado,830A,,null,,830A,,
IDA1850,830,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,830B,,null,,830B,,
IDA1851,830,Persona,Víctima,Hombre,Sin especificar,Sin especificar,830B,,null,,830B,,
IDA1852,831,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,831A,,null,,,,
IDA1853,831,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,831A,,null,,,,
IDA1854,831,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,831A,,null,,,,
IDA1855,831,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,831A,1,null,,,,
IDA1856,832,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,832A,,null,,,,
IDA1857,832,Persona,Víctima,Hombre,Sin especificar,Sin especificar,832A,,null,,,,
IDA1858,833,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,833A,,null,,,,
IDA1859,833,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,833A,,null,,,,
IDA1860,833,Persona,Víctima,Hombre,Sin especificar,Sin especificar,833A,,null,,,,
IDA1861,834,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,834A,,null,,,,
IDA1862,834,Persona,Víctima,Hombre,Sin especificar,Sin especificar,834A,,null,,,,
IDA1863,834,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,834B,,null,,,,
IDA1864,835,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,835A,,null,,,,
IDA1865,835,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,835A,,null,,,,
IDA1866,835,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,835A,1,null,,,,
IDA1867,836,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,836A,,null,,,,
IDA1868,836,Persona,Víctima,Mujer,Sin especificar,Sin especificar,836A,,null,,,,
IDA1869,836,Persona,Víctima,Mujer,Sin especificar,Sin especificar,836A,,null,,,,
IDA1870,837,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"837A, 837B",,null,,,,
IDA1871,837,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"837A, 837B",,null,,,,
IDA1872,838,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"838A, 838B",,null,,838A,,
IDA1873,838,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,838A,,null,,838A,,
IDA1874,838,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"838A, 838C, 838D",,null,,838A,,
IDA1875,838,Persona,Víctima,Mujer,Sin especificar,Sin especificar,838B,,null,,838A,,
IDA1876,838,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"838C, 838D",,null,,838A,,
IDA1877,839,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,839A,,null,,,,
IDA1878,839,Persona,Víctima,Mujer,Sin especificar,Sin especificar,839A,,null,,,,
IDA1879,840,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,840A,,null,,,,
IDA1880,840,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,840A,1,null,,,,
IDA1881,840,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,840B,1,null,,,,
IDA1882,840,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,840B,1,null,,,,
IDA1883,840,Persona,Víctima,Hombre,Sin especificar,Sin especificar,840B,,null,,,,
IDA1884,840,Persona,Víctima,Hombre,Sin especificar,Sin especificar,840B,,null,,,,
IDA1885,840,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,840A,,null,,,,
IDA1886,841,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,841A,,null,,,,
IDA1887,841,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,841A,,null,,,,
IDA1888,841,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,841A,,null,,,,
IDA1889,841,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,841A,,null,,,,
IDA1890,841,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,841A,,null,,,,
IDA1891,841,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,841B,,null,,,,
IDA1892,841,Persona,Víctima,Mujer,Sin especificar,Sin especificar,841B,,null,,,,
IDA1893,841,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,841B,,null,,,,
IDA1894,841,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,841B,,null,,,,
IDA1895,841,Persona,Víctima,Hombre,Sin especificar,Sin especificar,841B,,null,,,,
IDA1896,841,Persona,Víctima,Hombre,Sin especificar,Sin especificar,841B,,null,,,,
IDA1897,841,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,841B,,null,,,,
IDA1898,841,Persona,Víctima,Mujer,Sin especificar,Sin especificar,841B,,null,,,,
