ID_Agente,ID_Caso,Agente,Atributo,Género,Calidad,Labor,Relación_crímenes,Conteo_mínimo,Tipo_Institución,Doble_Atributo,RCDA,Proceso,
IDA1,1,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"1A, 1B, 1C",,null,Víctima,1D,Contrademanda,
IDA2,1,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,"1B,1D",1,null,null,,,
IDA3,1,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,1C,,null,null,,,
IDA4,2,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2A,1,null,,,,
IDA5,2,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2A,1,null,,,,
IDA6,2,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,2A,1,null,,,,
IDA7,3,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,3A,,null,,,,
IDA8,3,Persona,Víctima,Mujer,Sin especificar,Sin especificar,3A,,null,,,,
IDA9,4,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,4A,,null,,,,
IDA10,4,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,4A,,null,,,,
IDA11,5,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,5A,,null,,,,
IDA12,5,Persona,Víctima,Hombre,Sin especificar,Político del Estado,5A,,null,,,,
IDA13,6,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,6A,,null,,,,
IDA14,6,Persona,Víctima,Hombre,Sin especificar,Sin especificar,6A,,null,,,,
IDA15,7,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"7A, 7B, 7C, 7D, 7E, 7F, 7G",,null,,,,
IDA16,7,Institución,Víctima,null,null,null,"7A, 7B",,La autoridad,,,,
IDA17,7,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,"7C, 7D, 7E",1,null,,,,
IDA18,8,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,8A,,null,,,,
IDA19,8,Persona,Víctima,Hombre,Sin especificar,Sin especificar,8A,,null,,,,
IDA20,9,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,9A,,null,,,,
IDA21,9,Persona,Víctima,Mujer,Sin especificar,Sin especificar,9A,,null,,,,
IDA22,10,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"10A, 10C",,null,,,,
IDA23,10,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,10B,,null,null,10B,,
IDA24,10,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,10B,,null,Víctima,10B,,
IDA25,10,Persona,Víctima,Hombre,Sin especificar,Político del Estado,10C,,null,,,,
IDA26,11,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,11A,,null,,,,
IDA27,11,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,11A,,null,,,,
IDA28,11,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,11A,,null,,,,
IDA29,11,Persona,Víctima,Hombre,Sin especificar,Sin especificar,11A,,null,,,,
IDA30,12,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,12A,1,null,,,,
IDA31,12,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,12A,1,null,,,,
IDA32,12,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,12A,1,null,,,,
IDA33,13,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"13A, 13B",,null,,,,
IDA34,13,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"13A, 13B",,null,,,,
IDA35,13,Persona,Víctima,Hombre,Indígenas,Sin especificar,13A,1,null,,,,
IDA36,13,Persona,Víctima,Hombre,Indígenas,Sin especificar,13B,1,null,,,,
IDA37,14,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,14A,1,null,,,,
IDA38,14,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,14A,1,null,,,,
IDA39,14,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,14A,1,null,,,,
IDA40,15,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,15A,,null,,,,
IDA41,16,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,16A,,null,,,,
IDA42,16,Persona,Víctima,Hombre,Sin especificar,Eclesiástico,16A,,null,,,,
IDA43,17,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,17A,,null,,,,
IDA44,17,Persona,Víctima,Hombre,Sin especificar,Sin especificar,17A,,null,,,,
IDA45,18,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,18A,,null,,,,
IDA46,18,Institución,Víctima,null,null,null,18A,,La autoridad,,,,
IDA47,19,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,19A,,null,,,,
IDA48,19,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,19A,,null,,,,
IDA49,19,Persona,Víctima,Hombre,Sin especificar,Sin especificar,19A,,null,,,,
IDA50,19,Persona,Víctima,Hombre,Sin especificar,Sin especificar,19A,,null,,,,
IDA51,20,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,20A,,null,,,,
IDA52,20,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,20A,,null,,,,
IDA53,20,Persona,Víctima,Hombre,Sin especificar,Sin especificar,20A,,null,,,,
IDA54,21,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,21A,,null,,,,
IDA55,21,Persona,Víctima,Hombre,Indígenas,Sin especificar,21A,,null,,,,
IDA56,22,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,22A,,null,,,,
IDA57,22,Persona,Perpetrador,Mujer,Indígenas,Sin especificar,22A,,null,,,,
IDA58,24,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"24A, 24B",,null,,,,
IDA59,24,Persona,Víctima,Mujer,Sin especificar,Sin especificar,24A,,null,,,,
IDA60,24,Persona,Víctima,Mujer,Sin especificar,Sin especificar,24B,,null,,,,
IDA61,27,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,27A,,null,,,,
IDA62,27,Persona,Víctima,Hombre,Sin especificar,Sin especificar,27A,,null,,,,
IDA63,28,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,28A,,null,,,,
IDA64,28,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,28A,,null,,,,
IDA65,29,Persona,Perpetrador,Mujer,Mestizo,Sin especificar,29A,,null,,,,
IDA66,29,Persona,Víctima,Mujer,Sin especificar,Sin especificar,29A,,null,,,,
IDA67,30,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,30A,,null,,,,
IDA68,31,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,31A,,null,,,,
IDA69,31,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,31A,,null,,,,
IDA70,32,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,32A,1,null,,,,
IDA71,32,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,32A,1,null,,,,
IDA72,33,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,33A,,null,,,,
IDA73,33,Persona,Víctima,Hombre,Sin especificar,Político del Estado,33A,,null,,,,
IDA74,35,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,35A,,null,,,,
IDA75,35,Persona,Víctima,Mujer,Sin especificar,Sin especificar,35A,,null,,,,
IDA76,37,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,37A,,null,,,,
IDA77,37,Persona,Víctima,Hombre,Sin especificar,Sin especificar,37A,,null,,,,
IDA78,37,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,37A,,null,,,,
IDA79,37,Persona,Víctima,Hombre,Sin especificar,Sin especificar,37A,,null,,,,
IDA80,38,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,38A,,null,,,,
IDA81,38,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,38A,1,null,,,,
IDA82,39,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,39A,,null,,,,
IDA83,39,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,39A,,null,,,,
IDA84,39,Persona,Víctima,Hombre,Sin especificar,Sin especificar,39A,,null,,,,
IDA85,40,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"40A, 40B",,null,,,,
IDA86,40,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"40A, 40B",,null,,,,
IDA87,40,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"40A, 40B",,null,,,,
IDA88,41,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"41A, 41B, 41C",,null,,,,
IDA89,41,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"41A, 41C",,null,,,,
IDA90,41,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"41B, 41C",,null,,,,
IDA91,42,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,42A,1,null,,,,
IDA92,42,Persona,Víctima,Hombre,Sin especificar,Sin especificar,42A,,null,,,,
IDA93,43,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,43A,,null,,,,
IDA94,43,Persona,Víctima,Hombre,Sin especificar,Sin especificar,43A,,null,,,,
IDA95,43,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,43A,,null,,,,
IDA96,43,Persona,Víctima,Hombre,Sin especificar,Sin especificar,43A,,null,,,,
IDA97,44,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,44A,,null,,,,
IDA98,44,Persona,Víctima,Mujer,Sin especificar,Sin especificar,44A,,null,,,,
IDA99,45,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,45A,,null,,,,
IDA100,45,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,45A,1,null,,,,
IDA101,45,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,45A,,null,,,,
IDA102,46,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,46A,,null,,,,
IDA103,46,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,46A,1,null,,,,
IDA104,47,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,47A,,null,,,,
IDA105,47,Persona,Víctima,Mujer,Sin especificar,Sin especificar,47A,,null,,,,
IDA106,48,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,48A,,null,,,,
IDA107,48,Persona,Víctima,Mujer,Sin especificar,Sin especificar,48A,,null,,,,
IDA108,49,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,49A,,null,,,,
IDA109,49,Persona,Víctima,Hombre,Sin especificar,Sin especificar,49A,,null,,,,
IDA110,50,Persona,Cómplice,Mujer,Sin especificar,Sin especificar,50A,,null,,,,
IDA111,50,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,50A,,null,,,,
IDA112,50,Persona,Víctima,Hombre,Sin especificar,Sin especificar,50A,,null,,,,
IDA113,52,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,52A,,null,,,,
IDA114,52,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,52A,1,null,,,,
IDA115,53,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,53A,,null,,,,
IDA116,54,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,54A,,null,,,,
IDA117,55,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"55A, 55B",,null,,,,
IDA118,55,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,55B,,null,,,,
IDA119,56,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,56A,,null,,,,
IDA120,56,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,56A,,null,,,,
IDA121,57,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"57A, 57B",,null,,,,
IDA122,57,Persona,Víctima,Mujer,Sin especificar,Sin especificar,57A,,null,,,,
IDA123,57,Persona,Víctima,Mujer,Sin especificar,Sin especificar,57B,,null,,,,
IDA124,58,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,58A,,null,,,,
IDA125,58,Persona,Víctima,Hombre,Sin especificar,Sin especificar,58A,,null,,,,
IDA126,58,Persona,Víctima,Mujer,Sin especificar,Sin especificar,58A,,null,,,,
IDA127,60,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,60A,,null,,,,
IDA128,60,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,60A,1,null,,,,
IDA129,61,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,61A,,null,,,,
IDA130,61,Persona,Víctima,Hombre,Sin especificar,Político del Estado,61A,,null,,,,
IDA131,61,Persona,Víctima,Hombre,Sin especificar,Sin especificar,61A,,null,,,,
IDA132,62,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,62A,,null,,,,
IDA133,62,Persona,Víctima,Mujer,Sin especificar,Sin especificar,62A,,null,,,,
IDA134,63,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,63A,,null,,,,
IDA135,63,Persona,Víctima,Hombre,Sin especificar,Sin especificar,63A,,null,,,,
IDA136,64,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,64A,,null,,,,
IDA137,64,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,64A,,null,,,,
IDA138,65,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,65A,,null,,,,
IDA139,65,Persona,Víctima,Hombre,Sin especificar,Sin especificar,65A,,null,,,,
IDA140,67,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,67A,,null,,,,
IDA141,67,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,67A,1,null,,,,
IDA142,68,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,68A,,null,,,,
IDA143,68,Persona,Víctima,Hombre,Sin especificar,Sin especificar,68A,,null,,,,
IDA144,68,Persona,Víctima,Mujer,Sin especificar,Sin especificar,68A,,null,,,,
IDA145,69,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,69A,,null,,,,
IDA146,69,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,69A,,null,,,,
IDA147,69,Persona,Víctima,Hombre,Sin especificar,Sin especificar,69A,,null,,,,
IDA148,70,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"70A, 70B",,null,,,,
IDA149,70,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"70A, 70B",,null,,,,
IDA150,70,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"70A, 70B",,null,,,,
IDA151,70,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"70A, 70B",,null,,,,
IDA152,70,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,70A,1,null,,,,
IDA153,70,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,70B,1,null,,,,
IDA154,71,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"71A, 71B, 71C, 71D",,null,Víctima,71C,,
IDA155,71,Persona,Víctima,Hombre,Sin especificar,Político del Estado,"71A, 71B, 71C, 71D",,null,Perpetrador,71C,,
IDA156,71,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,71B,,null,Víctima,71C,,
IDA157,71,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"71C, 71D",,null,Víctima,,,
IDA158,71,Institución,Víctima,null,Sin especificar,Político del Estado,71B,,La autoridad,null,,,
IDA159,72,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,72A,,null,,,,
IDA160,72,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,72A,1,null,,,,
IDA161,73,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,73A,,null,,,,
IDA162,73,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"73A, 73B",,null,Perpetrador,73B,,
IDA163,73,Persona,Víctima,Mujer,Sin especificar,Sin especificar,73B,,null,null,73B,,
IDA164,74,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"74A, 74B",,null,,,,
IDA165,74,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"74A, 74B",,null,,,,
IDA166,74,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"74A, 74B",,null,,,,
IDA167,74,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"74A, 74B",,null,,,,
IDA168,75,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,75A,,null,,,,
IDA169,75,Persona,Víctima,Hombre,Sin especificar,Político del Estado,75A,,null,,,,
IDA170,76,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,76A,,null,,,,
IDA171,76,Persona,Víctima,Hombre,Sin especificar,Sin especificar,76A,,null,,,,
IDA172,77,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,"77A, 77B",,null,,,,
IDA173,77,Persona,Víctima,Hombre,Sin especificar,Sin especificar,77A,,null,,,,
IDA174,78,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,78A,1,null,,,,
IDA175,78,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,78A,1,null,,,,
IDA176,78,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,78A,1,null,,,,
IDA177,78,Persona,Víctima,Hombre,Sin especificar,Sin especificar,78A,,null,,,,
IDA178,79,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"79A, 79B",,null,,,,
IDA179,79,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"79A, 79B",,null,,,,
IDA180,79,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"79A, 79B",,null,,,,
IDA181,80,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,80A,,null,,,,
IDA182,80,Persona,Víctima,Mujer,Sin especificar,Sin especificar,80A,,null,,,,
IDA183,81,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,81A,,null,,,,
IDA184,81,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,81A,,null,,,,
IDA185,81,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,81A,1,null,,,,
IDA186,82,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,82A,,null,,,,
IDA187,82,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,82A,1,null,,,,
IDA188,83,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,83A,,null,,,,
IDA189,83,Persona,Víctima,Hombre,Sin especificar,Sin especificar,83A,,null,,,,
IDA190,84,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,84A,,null,,,,
IDA191,84,Persona,Víctima,Mujer,Sin especificar,Sin especificar,84A,,null,,,,
IDA192,85,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,85A,,null,,,,
IDA193,85,Persona,Víctima,Mujer,Sin especificar,Sin especificar,85A,,null,,,,
IDA194,86,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,86A,1,null,,,,
IDA195,86,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,86A,1,null,,,,
IDA196,86,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,86A,1,null,,,,
IDA197,86,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,86A,,null,,,,
IDA198,87,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,87A,,null,,,,
IDA199,87,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,87A,,null,,,,
IDA200,87,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,87A,,null,,,,
IDA201,88,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"88A, 88B",,null,,,,
IDA202,88,Institución,Víctima,null,null,null,88A,,Real Audiencia ,,,,
IDA203,88,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,88B,,null,,,,
IDA204,88,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,88B,,null,,,,
IDA205,89,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,89A,,null,,,,
IDA206,89,Persona,Víctima,Hombre,Sin especificar,Político del Estado,89A,,null,,,,
IDA207,90,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,90A,,null,,,,
IDA208,90,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,90A,,null,,,,
IDA209,90,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,90A,,null,,,,
IDA210,90,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,90A,,null,,,,
IDA211,91,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,91A,,null,,,,
IDA212,91,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,91A,,null,,,,
IDA213,92,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,92A,,null,,,,
IDA214,92,Persona,Víctima,Hombre,Sin especificar,Sin especificar,92A,,null,,,,
IDA215,94,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,94A,,null,,,,
IDA216,94,Persona,Víctima,Hombre,Sin especificar,Sin especificar,94A,,null,,,,
IDA217,95,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,95A,,null,,,,
IDA218,95,Persona,Víctima,Mujer,Sin especificar,Sin especificar,95A,,null,,,,
IDA219,95,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,95A,,null,,,,
IDA220,98,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,98A,,null,,,,
IDA221,98,Persona,Víctima,Hombre,Sin especificar,Sin especificar,98A,,null,,,,
IDA222,99,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,99A,,null,,,,
IDA223,99,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,99A,,null,,,,
IDA224,99,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"99A, 99B",,null,,,,
IDA225,99,Persona,Perpetrador,Hombre,Negro libre/mulato,Sin especificar,99B,,null,,,,
IDA226,100,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,100A,,null,,,,
IDA227,100,Persona,Víctima,Mujer,Sin especificar,Sin especificar,100A,,null,,,,
IDA228,101,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,101A,1,null,,,,
IDA229,101,Persona,Cómplice,Indeterminado,Indeterminado,Indeterminado,101A,1,null,,,,
IDA230,101,Persona,Cómplice,Indeterminado,Indeterminado,Indeterminado,101A,1,null,,,,
IDA231,101,Persona,Víctima,Hombre,Sin especificar,Sin especificar,101A,,null,,,,
IDA232,102,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,102A,,null,,,,
IDA233,103,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,103A,,null,,,,
IDA234,103,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,103A,1,null,,,,
IDA235,104,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,104A,,null,,,,
IDA236,104,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,104A,,null,,,,
IDA237,105,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,105A,,null,,,,
IDA238,105,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,105A,,null,,,,
IDA239,105,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,105A,,null,,,,
IDA240,105,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,105A,,null,,,,
IDA241,105,Persona,Víctima,Hombre,Sin especificar,Sin especificar,105A,,null,,,,
IDA242,106,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,106A,,null,,,,
IDA243,106,Persona,Víctima,Mujer,Sin especificar,Sin especificar,106A,,null,,,,
IDA244,108,Persona,Perpetrador,Hombre,Sin especificar,Político del Estado,108A,,null,,,,
IDA245,108,Persona,Víctima,Hombre,Sin especificar,Sin especificar,108A,,null,,,,
IDA246,109,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,109A,,null,,,,
IDA247,109,Institución,Víctima,null,null,null,109A,,Iglesia,,,,
IDA248,110,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,110A,,null,,,,
IDA249,110,Persona,Víctima,Hombre,Sin especificar,Sin especificar,110A,,null,,,,
IDA250,111,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,111A,,null,,,,
IDA251,111,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,111A,,null,,,,
IDA252,112,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,112A,,null,,,,
IDA253,112,Persona,Víctima,Hombre,Sin especificar,Fuerza armada,112A,,null,,,,
IDA254,113,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,113A,1,null,,,,
IDA255,113,Persona,Cómplice,Indeterminado,Indeterminado,Indeterminado,113A,1,null,,,,
IDA256,113,Persona,Cómplice,Indeterminado,Indeterminado,Indeterminado,113A,1,null,,,,
IDA257,113,Persona,Víctima,Hombre,Sin especificar,Sin especificar,113A,,null,,,,
IDA258,114,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,114A,1,null,,,,
IDA259,114,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,114A,1,null,,,,
IDA260,114,Persona,Víctima,Hombre,Sin especificar,Sin especificar,114A,,null,,,,
IDA261,115,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,"115A, 115B, 115C, 115H",,null,,,,
IDA262,115,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"115A, 115B, 115C, 115H",,null,,,,
IDA263,115,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"115A, 115B, 115C, 115D, 115H",,null,,,,
IDA264,116,Persona,Perpetrador,Hombre,Sin especificar,Eclesiástico,116A,,null,,,,
IDA265,116,Persona,Víctima,Hombre,Sin especificar,Sin especificar,"116A, 116B",,null,,,,
IDA266,116,Población Completa,Perpetrador,null,null,null,116B,,null,,,,
IDA267,117,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,117A,,null,,,,
IDA268,117,Persona,Perpetrador,Mujer,Sin especificar,Sin especificar,117A,,null,,,,
IDA269,117,Persona,Víctima,Mujer,Sin especificar,Sin especificar,117A,,null,,,,
IDA270,118,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,118A,,null,,,,
IDA271,118,Persona,Víctima,Hombre,Sin especificar,Sin especificar,118A,,null,,,,
IDA272,118,Persona,Víctima,Mujer,Sin especificar,Sin especificar,118A,,null,,,,
IDA273,119,Persona,Perpetrador,Hombre,Sin especificar,Fuerza armada,119A,,null,,,,
IDA274,119,Persona,Víctima,Hombre,Sin especificar,Sin especificar,119A,,null,,,,
IDA275,120,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,120A,,null,,,,
IDA276,120,Persona,Víctima,Mujer,Sin especificar,Sin especificar,120A,,null,,,,
IDA277,121,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"121A, 121B",,null,,,,
IDA278,121,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,121A,1,null,,,,
IDA279,121,Institución,Víctima,null,null,null,121B,,La autoridad,,,,
IDA280,122,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,"122A, 122B",,null,,,,
IDA281,122,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,"122A, 122B",1,null,,,,
IDA282,122,Persona,Víctima,Mujer,Sin especificar,Sin especificar,"122A, 122B",,null,,,,
IDA283,123,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,123A,1,null,,,,
IDA284,123,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,123A,1,null,,,,
IDA285,123,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,123A,1,null,,,,
IDA286,123,Persona,Víctima,Indeterminado,Indeterminado,Indeterminado,123A,1,null,,,,
IDA287,125,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,125A,,null,,,,
IDA288,125,Persona,Víctima,Hombre,Sin especificar,Sin especificar,125A,,null,,,,
IDA289,126,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,126A,,null,,,,
IDA290,126,Institución,Víctima,null,null,null,126A,,Iglesia,,,,
IDA291,127,Persona,Perpetrador,Hombre,Sin especificar,Sin especificar,127A,,null,,,,
IDA292,128,Persona,Perpetrador,Indeterminado,Indeterminado,Indeterminado,128A,1,null,,,,
