"ID_Agente","ID_Caso","Agente","Atributo","Género","Calidad","Labor","ID_Documento","Código","Nombre_Codigo","Sub_Código","Nombre_Sub_Codigo","Año","Lugar","Source"
"ACJ5660","2801","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2801A","1","Homicidio","1.1","Homicidio","1755","Maracaibo","AGNSC.1913033380-3822801A"
"ACJ5661","2808","Persona","Víctima","Hombre","Sin especificar","Político del Estado","2808A","16","Injuria","16.1","Injuria","1775","Maracaibo","AGNSC.1913040404-4162808A"
"ACJ5662","2808","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2808A","16","Injuria","16.1","Injuria","1775","Maracaibo","AGNSC.1913040404-4162808A"
"ACJ5663","2809","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2809A","18","Financiero","18.3","Evación fiscal","1604","Mérida","AGNSC.1913041417-4742809A"
"ACJ5663","2809","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2809B","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1604","Mérida","AGNSC.1913041417-4742809B"
"ACJ5664","2810","Institución","Víctima","null","null","null","2810A","16","Injuria","16.1","Injuria","1804","Ibagué","AGNSC.1913042475-4772810A"
"ACJ5665","2810","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2810A","16","Injuria","16.1","Injuria","1804","Ibagué","AGNSC.1913042475-4772810A"
"ACJ5666","2811","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2811A","5","Violencia conyugal","5.1","Violencia conyugal","1771","Purificación","AGNSC.1913043478-4882811A"
"ACJ5667","2811","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2811A","5","Violencia conyugal","5.1","Violencia conyugal","1771","Purificación","AGNSC.1913043478-4882811A"
"ACJ5668","2812","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2812A","20","Robo","20.1","Robo","1760","Ibagué","AGNSC.1913044489-5012812A"
"ACJ5669","2812","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2812A","20","Robo","20.1","Robo","1760","Ibagué","AGNSC.1913044489-5012812A"
"ACJ567","276","Persona","Víctima","Sin información","Sin especificar","Sin especificar","276A","20","Robo","20.1","Robo","1808","Choachí","AGNSC.191023536-568276A"
"ACJ5670","2813","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2813A","1","Homicidio","1.1","Homicidio","1776","Purificación","AGNSC.1913045502-5782813A"
"ACJ5671","2813","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2813A","1","Homicidio","1.1","Homicidio","1776","Purificación","AGNSC.1913045502-5782813A"
"ACJ5672","2814","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2814A","12","Prostitución",,"Delitos","1778","Guayaquil","AGNSC.1913046579-6242814A"
"ACJ5672","2814","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2814B","22","Vagancia","22.3","Escándalo","1778","Guayaquil","AGNSC.1913046579-6242814B"
"ACJ5673","2815","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2815A","16","Injuria","16.1","Injuria","1776","Guayaquil","AGNSC.19130476252815A"
"ACJ5674","2815","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2815A","16","Injuria","16.1","Injuria","1776","Guayaquil","AGNSC.19130476252815A"
"ACJ5675","2815","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2815A","16","Injuria","16.1","Injuria","1776","Guayaquil","AGNSC.19130476252815A"
"ACJ5676","2816","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2816A","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1782","Quito","AGNSC.1913048634-6702816A"
"ACJ5677","2816","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","2816A","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1782","Quito","AGNSC.1913048634-6702816A"
"ACJ5678","2816","Persona","Perpetrador","Hombre","Sin especificar","Fuerza armada","2816A","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1782","Quito","AGNSC.1913048634-6702816A"
"ACJ5679","2817","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2817A","16","Injuria","16.1","Injuria","1763","Guayaquil","AGNSC.1913049671-7112817A"
"ACJ568","276","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","276B","9","Estupro","9.3","Incesto","1808","Choachí","AGNSC.191023536-568276B"
"ACJ5680","2817","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2817A","16","Injuria","16.1","Injuria","1763","Guayaquil","AGNSC.1913049671-7112817A"
"ACJ5681","2818","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2818A","16","Injuria","16.1","Injuria","1796","Ambato","AGNSC.1913050712-7682818A"
"ACJ5682","2818","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2818A","16","Injuria","16.1","Injuria","1796","Ambato","AGNSC.1913050712-7682818A"
"ACJ5683","2828","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2828A","1","Homicidio","1.1","Homicidio","1804","Miraflores","AGNSC.1913063956-9622828A"
"ACJ5684","2828","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2828A","1","Homicidio","1.1","Homicidio","1804","Miraflores","AGNSC.1913063956-9622828A"
"ACJ5685","2829","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2829A","25","Sublevación","25.2","Agitación","1807","Supía","AGNSC.1913064963-9672829A"
"ACJ5685","2829","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2829B","24","Mala praxis de abogados","24.2","Malapraxis de abogados ","1805","Supía","AGNSC.191353232-2482829B"
"ACJ5685","2829","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2829C","22","Vagancia","22.8","Caviloso","1805","Supía","AGNSC.191353232-2482829C"
"ACJ5686","2830","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2830A","16","Injuria","16.1","Injuria","1797","null","AGNSC.1913065963-9672830A"
"ACJ5687","2830","Persona","Perpetrador","Sin información","Sin especificar","Sin especificar","2830A","16","Injuria","16.1","Injuria","1797","null","AGNSC.1913065963-9672830A"
"ACJ5688","2832","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2832A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.1","Fuga o intento de fuga (de cárcel, de exilio, etc)","1581","Cartago","AGNSC.191313527-6132832A"
"ACJ5689","2832","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2832A","21","Fuga (e intento) (incluye carcel, exilio o juicio) ","21.1","Fuga o intento de fuga (de cárcel, de exilio, etc)","1581","Cartago","AGNSC.191313527-6132832A"
"ACJ569","276","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","276A","20","Robo","20.1","Robo","1808","Choachí","AGNSC.191023536-568276A"
"ACJ569","276","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","276B","9","Estupro","9.3","Incesto","1808","Choachí","AGNSC.191023536-568276B"
"ACJ5690","2833","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2833A","1","Homicidio","1.1","Homicidio","1554","Anserma","AGNSC.191314614-6952833A"
"ACJ5691","2833","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2833A","1","Homicidio","1.1","Homicidio","1554","Anserma","AGNSC.191314614-6952833A"
"ACJ5692","2834","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2834A","16","Injuria","16.1","Injuria","1802","Supía","AGNSC.191315696-7382834A"
"ACJ5693","2834","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2834A","16","Injuria","16.1","Injuria","1802","Supía","AGNSC.191315696-7382834A"
"ACJ5694","2836","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2836A","16","Injuria","16.1","Injuria","1790","Anserma","AGNSC.191317746-7512836A"
"ACJ5695","2836","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","2836A","16","Injuria","16.1","Injuria","1790","Anserma","AGNSC.191317746-7512836A"
"ACJ5696","2838","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2838A","20","Robo","20.1","Robo","1600","Toro","AGNSC.191319755-7702838A"
"ACJ5697","2838","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2838A","20","Robo","20.1","Robo","1600","Toro","AGNSC.191319755-7702838A"
"ACJ5698","2839","Persona","Perpetrador","Mujer","Indígenas","Sin especificar","2839A","10","Concubinato","10.1","Concubinato","1573","Anserma","AGNSC.1913110771-8312839A"
"ACJ5699","2839","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2839A","10","Concubinato","10.1","Concubinato","1573","Anserma","AGNSC.1913110771-8312839A"
"ACJ57","29","Persona","Víctima","Mujer","Sin especificar","Sin especificar","29A","20","Robo","20.1","Robo","1627","Santafé (Bogotá)","AGNSC.19218815-82029A"
"ACJ570","277","Persona","Víctima","Hombre","Sin especificar","Sin especificar","277A","1","Homicidio","1.1","Homicidio","1760","Serrezuela","AGNSC.191024569-633277A"
"ACJ5700","2840","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2840A","1","Homicidio","1.1","Homicidio","1736","Tunja","AGNSC.1913111832-9182840A"
"ACJ5701","2840","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2840A","1","Homicidio","1.1","Homicidio","1736","Tunja","AGNSC.1913111832-9182840A"
"ACJ5702","2841","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2841A","20","Robo","20.1","Robo","1808","Santiago","AGNSC.1913112919-9602841A"
"ACJ5703","2841","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2841A","20","Robo","20.1","Robo","1808","Santiago","AGNSC.1913112919-9602841A"
"ACJ5704","2842","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2842A","20","Robo","20.1","Robo","1770","Valle del Patía","AGNSC.1913113961-9862842A"
"ACJ5705","2842","Población Completa","Perpetrador","null","null","null","2842A","20","Robo","20.1","Robo","1770","Valle del Patía","AGNSC.1913113961-9862842A"
"ACJ5705","2842","Población Completa","Perpetrador","null","null","null","2842B","10","Concubinato","10.1","Concubinato","1770","Valle del Patía","AGNSC.1913113961-9862842B"
"ACJ5705","2842","Población Completa","Perpetrador","null","null","null","2842C","22","Vagancia","22.6","Embriaguez","1770","Valle del Patía","AGNSC.1913113961-9862842C"
"ACJ5706","2843","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2843A","23","Crimen eclesiástico",,"Delitos","1575","null","AGNSC.1913115999-10072843A"
"ACJ5707","2844","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2844A","10","Concubinato","10.2","Adulterio","1778","Almaguer","AGNSC.191322189-1962844A"
"ACJ5708","2844","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","2844A","10","Concubinato","10.2","Adulterio","1778","Almaguer","AGNSC.191322189-1962844A"
"ACJ5709","2846","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2846A","18","Financiero","18.1",NULL,"1791","Caloto","AGNSC.191324413-4382846A"
"ACJ5709","2846","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2846B","15","Juicio de residencia","15.2","Abuso de autoridad (en general)","1791","Caloto","AGNSC.191324413-4382846B"
"ACJ5709","2846","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2846C","18","Financiero","18.4","Negocios y juegos ilegales","1791","Caloto","AGNSC.191324413-4382846C"
"ACJ571","277","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","277A","1","Homicidio","1.1","Homicidio","1760","Serrezuela","AGNSC.191024569-633277A"
"ACJ5710","2847","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","2847A","10","Concubinato","10.1","Concubinato","1789","Antioquia (Departamento)","AGNSC.191325439-5142847A"
"ACJ5711","2847","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2847A","10","Concubinato","10.1","Concubinato","1789","Antioquia (Departamento)","AGNSC.191325439-5142847A"
"ACJ5712","2848","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2848A","10","Concubinato","10.2","Adulterio","1809","Medellín","AGNSC.191326515-5672848A"
"ACJ5713","2848","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2848A","10","Concubinato","10.2","Adulterio","1809","Medellín","AGNSC.191326515-5672848A"
"ACJ5714","2848","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","2848A","10","Concubinato","10.2","Adulterio","1809","Medellín","AGNSC.191326515-5672848A"
"ACJ5715","2848","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2848A","10","Concubinato","10.2","Adulterio","1809","Medellín","AGNSC.191326515-5672848A"
"ACJ5716","2849","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2849A","20","Robo","20.1","Robo","1804","Ibagué","AGNSC.191327568-6042849A"
"ACJ5717","2849","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2849A","20","Robo","20.1","Robo","1804","Ibagué","AGNSC.191327568-6042849A"
"ACJ5718","2850","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2850A","5","Violencia conyugal","5.1","Violencia conyugal","1737","Tadó","AGNSC.191328605-6082850A"
"ACJ5719","2850","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","2850A","5","Violencia conyugal","5.1","Violencia conyugal","1737","Tadó","AGNSC.191328605-6082850A"
"ACJ572","278","Persona","Víctima","Hombre","Sin especificar","Sin especificar","278A","4","Violencia","4.1","Heridas","1806","Santafé (Bogotá)","AGNSC.191025634-656278A"
"ACJ5720","2852","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2852A","5","Violencia conyugal","5.1","Violencia conyugal","1801","Nunchía","AGNSC.1913210626-6942852A"
"ACJ5721","2852","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2852A","5","Violencia conyugal","5.1","Violencia conyugal","1801","Nunchía","AGNSC.1913210626-6942852A"
"ACJ5722","2853","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2853A","16","Injuria","16.2","Agravios","1791","Cartago","AGNSC.1913211695-7652853A"
"ACJ5723","2853","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2853A","16","Injuria","16.2","Agravios","1791","Cartago","AGNSC.1913211695-7652853A"
"ACJ5724","2854","Persona","Víctima","Hombre","Sin especificar","Político del Estado","2854A","16","Injuria","16.1","Injuria","1778","Anserma","AGNSC.1913213771-7772854A"
"ACJ5725","2854","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2854A","16","Injuria","16.1","Injuria","1778","Anserma","AGNSC.1913213771-7772854A"
"ACJ5726","2855","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2855A","1","Homicidio","1.1","Homicidio","1803","Yolombó","AGNSC.1913214778-8412855A"
"ACJ5727","2855","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2855A","1","Homicidio","1.1","Homicidio","1803","Yolombó","AGNSC.1913214778-8412855A"
"ACJ5728","2856","Persona","Víctima","Hombre","Sin especificar","Político del Estado","2856A","16","Injuria","16.1","Injuria","1802","Vega de Supía","AGNSC.1913215842-9272856A"
"ACJ5729","2856","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2856A","16","Injuria","16.1","Injuria","1802","Vega de Supía","AGNSC.1913215842-9272856A"
"ACJ5729","2856","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2856B","25","Sublevación","25.1","Sublevación","1802","Vega de Supía","AGNSC.1913215842-9272856B"
"ACJ573","278","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","278A","4","Violencia","4.1","Heridas","1806","Santafé (Bogotá)","AGNSC.191025634-656278A"
"ACJ5730","2859","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2859A","4","Violencia","4.3","Sevicia","1735","Cartago","AGNSC.1913311—742859A"
"ACJ5730","2859","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2859B","1","Homicidio","1.1","Homicidio","1735","Cartago","AGNSC.1913311—742859B"
"ACJ5731","2859","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2859A","4","Violencia","4.3","Sevicia","1735","Cartago","AGNSC.1913311—742859A"
"ACJ5731","2859","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2859B","1","Homicidio","1.1","Homicidio","1735","Cartago","AGNSC.1913311—742859B"
"ACJ5732","2860","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2860A","1","Homicidio","1.1","Homicidio","1791","Yolombó","AGNSC.19133275-922860A"
"ACJ5733","2860","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2860A","1","Homicidio","1.1","Homicidio","1791","Yolombó","AGNSC.19133275-922860A"
"ACJ5734","2861","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2861A","16","Injuria","16.1","Injuria","1794","Cartago","AGNSC.19133393-1002861A"
"ACJ5735","2861","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2861A","16","Injuria","16.1","Injuria","1794","Cartago","AGNSC.19133393-1002861A"
"ACJ5736","2862","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2862A","3","Intento de homicidio",,"Delitos","1603","Anserma","AGNSC.191334101-1402862A"
"ACJ5737","2862","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2862A","3","Intento de homicidio",,"Delitos","1603","Anserma","AGNSC.191334101-1402862A"
"ACJ5738","2862","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2862A","3","Intento de homicidio",,"Delitos","1603","Anserma","AGNSC.191334101-1402862A"
"ACJ5739","2863","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2863A","4","Violencia","4.1","Heridas","1586","Anserma","AGNSC.191335141-1572863A"
"ACJ574","279","Persona","Víctima","Hombre","Sin especificar","Sin especificar","279A","1","Homicidio","1.1","Homicidio","1749","Santafé (Bogotá)","AGNSC.191026657-733279A"
"ACJ5740","2863","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2863A","4","Violencia","4.1","Heridas","1586","Anserma","AGNSC.191335141-1572863A"
"ACJ5741","2863","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2863A","4","Violencia","4.1","Heridas","1586","Anserma","AGNSC.191335141-1572863A"
"ACJ5742","2864","Persona","Víctima","Hombre","Sin especificar","Político del Estado","2864A","19","Desacato",,"Delitos","1807","Tumaco","AGNSC.191336158-1722864A"
"ACJ5743","2864","Persona","Perpetrador","Hombre","Sin especificar","Político del Estado","2864A","19","Desacato",,"Delitos","1807","Tumaco","AGNSC.191336158-1722864A"
"ACJ5744","2865","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2865A","6","Amenazas",,"Delitos","1737","Cartago","AGNSC.191337173-2252865A"
"ACJ5745","2865","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2865A","6","Amenazas",,"Delitos","1737","Cartago","AGNSC.191337173-2252865A"
"ACJ5746","2866","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2866A","16","Injuria","16.1","Injuria","1759","Cartago","AGNSC.191338226-2452866A"
"ACJ5747","2866","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2866A","16","Injuria","16.1","Injuria","1759","Cartago","AGNSC.191338226-2452866A"
"ACJ5748","2867","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2867A","5","Violencia conyugal","5.2","Abandono","1805","Nóvita","AGNSC.191339246-2522867A"
"ACJ5749","2867","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2867A","5","Violencia conyugal","5.2","Abandono","1805","Nóvita","AGNSC.191339246-2522867A"
"ACJ575","279","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","279A","1","Homicidio","1.1","Homicidio","1749","Santafé (Bogotá)","AGNSC.191026657-733279A"
"ACJ5750","2868","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2868A","4","Violencia","4.1","Heridas","1762","Anserma","AGNSC.1913310253-4032868A"
"ACJ5750","2868","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2868B","20","Robo","20.1","Robo","1762","Anserma","AGNSC.1913310253-4032868B"
"ACJ5751","2868","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2868A","4","Violencia","4.1","Heridas","1762","Anserma","AGNSC.1913310253-4032868A"
"ACJ5751","2868","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2868B","20","Robo","20.1","Robo","1762","Anserma","AGNSC.1913310253-4032868B"
"ACJ5752","2869","Persona","Víctima","Hombre","Sin especificar","Eclesiástico","2869A","16","Injuria","16.1","Injuria","1783","Quibdó","AGNSC.1913311404-5422869A"
"ACJ5753","2869","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2869A","16","Injuria","16.1","Injuria","1783","Quibdó","AGNSC.1913311404-5422869A"
"ACJ5754","2870","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2870A","20","Robo","20.1","Robo","1777","Tuluá","AGNSC.1913312543-6092870A"
"ACJ5755","2870","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2870A","20","Robo","20.1","Robo","1777","Tuluá","AGNSC.1913312543-6092870A"
"ACJ5756","2871","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2871A","20","Robo","20.1","Robo","1806","Toro","AGNSC.1913313610-6512871A"
"ACJ5757","2871","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2871A","20","Robo","20.1","Robo","1806","Toro","AGNSC.1913313610-6512871A"
"ACJ5758","2872","Institución","Víctima","null","null","null","2872A","20","Robo","20.1","Robo","1807","Popayán","AGNSC.1913314652-6742872A"
"ACJ5759","2872","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2872A","20","Robo","20.1","Robo","1807","Popayán","AGNSC.1913314652-6742872A"
"ACJ576","281","Persona","Víctima","Hombre","Sin especificar","Político del Estado","281A","19","Desacato",,"Delitos","1786","Usme","AGNSC.191028788-814281A"
"ACJ5760","2873","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2873A","16","Injuria","16.2","Agravios","1759","Nóvita","AGNSC.1913315675-6852873A"
"ACJ5761","2873","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2873A","16","Injuria","16.2","Agravios","1759","Nóvita","AGNSC.1913315675-6852873A"
"ACJ5762","2873","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2873A","16","Injuria","16.2","Agravios","1759","Nóvita","AGNSC.1913315675-6852873A"
"ACJ5763","2874","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2874A","1","Homicidio","1.1","Homicidio","1806","Tadó","AGNSC.1913316686-7672874A"
"ACJ5764","2874","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2874A","1","Homicidio","1.1","Homicidio","1806","Tadó","AGNSC.1913316686-7672874A"
"ACJ5765","2875","Institución","Víctima","null","null","null","2875A","19","Desacato",,"Delitos","1796","Quibdó","AGNSC.1913317768-8402875A"
"ACJ5766","2875","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2875A","19","Desacato",,"Delitos","1796","Quibdó","AGNSC.1913317768-8402875A"
"ACJ5766","2875","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2875B","4","Violencia","4.2","Riña","1796","Quibdó","AGNSC.1913317768-8402875B"
"ACJ5767","2876","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2876A","4","Violencia","4.1","Heridas","1754","Tunja","AGNSC.1913318841-8582876A"
"ACJ5768","2876","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2876A","4","Violencia","4.1","Heridas","1754","Tunja","AGNSC.1913318841-8582876A"
"ACJ5769","2879","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2879C","22","Vagancia","22.3","Escándalo","1806","Tunja","AGNSC.1913321873-9112879C"
"ACJ577","281","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","281A","19","Desacato",,"Delitos","1786","Usme","AGNSC.191028788-814281A"
"ACJ5770","2879","Persona","Perpetrador","Sin información","Sin especificar","Sin especificar","2879A","4","Violencia","4.2","Riña","1806","Tunja","AGNSC.1913321873-9112879A"
"ACJ5770","2879","Persona","Perpetrador","Sin información","Sin especificar","Sin especificar","2879B","4","Violencia","4.2","Riña","1806","Tunja","AGNSC.1913321873-9112879B"
"ACJ5771","2880","Persona","Víctima","Sin información","Indígenas","Sin especificar","2880A","1","Homicidio","1.1","Homicidio","1802","Buchadó","AGNSC.191342196-2502880A"
"ACJ5772","2880","Persona","Víctima","Sin información","Esclavo","Sin especificar","2880A","1","Homicidio","1.1","Homicidio","1802","Buchadó","AGNSC.191342196-2502880A"
"ACJ5773","2880","Persona","Perpetrador","Hombre","Esclavo","Sin especificar","2880A","1","Homicidio","1.1","Homicidio","1802","Buchadó","AGNSC.191342196-2502880A"
"ACJ5774","2880","Persona","Perpetrador","Hombre","Esclavo","Sin especificar","2880A","1","Homicidio","1.1","Homicidio","1802","Buchadó","AGNSC.191342196-2502880A"
"ACJ5775","2880","Persona","Víctima","Hombre","Indígenas","Sin especificar","2880A","1","Homicidio","1.1","Homicidio","1802","Buchadó","AGNSC.191342196-2502880A"
"ACJ5776","2880","Persona","Víctima","Hombre","Indígenas","Sin especificar","2880A","1","Homicidio","1.1","Homicidio","1802","Buchadó","AGNSC.191342196-2502880A"
"ACJ5777","2881","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2881A","20","Robo","20.1","Robo","1808","Pore","AGNSC.191344254-2902881A"
"ACJ5778","2881","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2881A","20","Robo","20.1","Robo","1808","Pore","AGNSC.191344254-2902881A"
"ACJ5779","2882","Persona","Víctima","Sin información","Sin especificar","Sin especificar","2882A","20","Robo","20.1","Robo","1804","Tunja","AGNSC.191345291-3502882A"
"ACJ578","282","Persona","Víctima","Sin información","Sin especificar","Sin especificar","282A","1","Homicidio","1.1","Homicidio","1789","Santafé (Bogotá)","AGNSC.191029815-827282A"
"ACJ5780","2882","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2882A","20","Robo","20.1","Robo","1804","Tunja","AGNSC.191345291-3502882A"
"ACJ5781","2883","Persona","Perpetrador","Mujer","Sin especificar","Sin especificar","2883A","10","Concubinato","10.1","Concubinato","1575","Anserma","AGNSC.191346351-3642883A"
"ACJ5782","2883","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2883A","10","Concubinato","10.1","Concubinato","1575","Anserma","AGNSC.191346351-3642883A"
"ACJ5783","2884","Persona","Víctima","Mujer","Sin especificar","Sin especificar","2884A","5","Violencia conyugal","5.2","Abandono","1579","España (País)","AGNSC.191347365-3702884A"
"ACJ5784","2884","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2884A","5","Violencia conyugal","5.2","Abandono","1579","España (País)","AGNSC.191347365-3702884A"
"ACJ5785","2885","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2885A","16","Injuria","16.1","Injuria","1759","Cartago","AGNSC.191349408-4272885A"
"ACJ5786","2885","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2885A","16","Injuria","16.1","Injuria","1759","Cartago","AGNSC.191349408-4272885A"
"ACJ5787","2886","Persona","Víctima","Hombre","Sin especificar","Sin especificar","2886A","4","Violencia","4.1","Heridas","1649","Anserma","AGNSC.1913410428-4562886A"
"ACJ5788","2886","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2886A","4","Violencia","4.1","Heridas","1649","Anserma","AGNSC.1913410428-4562886A"
"ACJ5789","2886","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2886A","4","Violencia","4.1","Heridas","1649","Anserma","AGNSC.1913410428-4562886A"
"ACJ579","282","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","282A","1","Homicidio","1.1","Homicidio","1789","Santafé (Bogotá)","AGNSC.191029815-827282A"
"ACJ5790","2887","Persona","Perpetrador","Hombre","Sin especificar","Sin especificar","2887A","18","Financiero","18.4","Negocios y juegos ilegales","1561","Pasto","AGNSC.1913411457-5112887A"
