ID_Caso,ID_Documento,Archivo,Código_Referencia,Sección,Fondo,Legajo,Documento,Folios,Número_Folios,Source
1381,1381A,AGN,SC.19,Colonia,Criminales (Juicios),69,25,940-971,30+,AGNSC.196925940-9711381A
1381,1381B,AGN,SC.19,Colonia,Criminales (Juicios),69,25,940-971,30+,AGNSC.196925940-9711381B
1381,1381C,AGN,SC.19,Colonia,Criminales (Juicios),69,25,940-971,30+,AGNSC.196925940-9711381C
1381,1381D,AGN,SC.19,Colonia,Criminales (Juicios),69,25,940-971,30+,AGNSC.196925940-9711381D
1382,1382A,AGN,SC.19,Colonia,Criminales (Juicios),69,27,977-980,1-3,AGNSC.196927977-9801382A
1383,1383A,AGN,SC.19,Colonia,Criminales (Juicios),69,28,981-1005,4-30,AGNSC.196928981-10051383A
1384,1384A,AGN,SC.19,Colonia,Criminales (Juicios),70,1,1-229,30+,AGNSC.197011-2291384A
1385,1385A,AGN,SC.19,Colonia,Criminales (Juicios),70,2,230-372,30+,AGNSC.19702230-3721385A
1385,1385B,AGN,SC.19,Colonia,Criminales (Juicios),70,2,230-372,30+,AGNSC.19702230-3721385B
1386,1386A,AGN,SC.19,Colonia,Criminales (Juicios),70,3,373-518,30+,AGNSC.19703373-5181386A
1387,1387A,AGN,SC.19,Colonia,Criminales (Juicios),70,4,668-755,30+,AGNSC.19704668-7551387A
1387,1387B,AGN,SC.19,Colonia,Criminales (Juicios),70,5,668-755,30+,AGNSC.19705668-7551387B
1388,1388A,AGN,SC.19,Colonia,Criminales (Juicios),70,7,857-859,1-3,AGNSC.19707857-8591388A
1388,1388B,AGN,SC.19,Colonia,Criminales (Juicios),70,7,857-859,1-3,AGNSC.19707857-8591388B
1389,1389A,AGN,SC.19,Colonia,Criminales (Juicios),70,8,860-862,1-3,AGNSC.19708860-8621389A
1389,1389B,AGN,SC.19,Colonia,Criminales (Juicios),70,8,860-862,1-3,AGNSC.19708860-8621389B
1390,1390A,AGN,SC.19,Colonia,Criminales (Juicios),70,9,863-865,1-3,AGNSC.19709863-8651390A
1390,1390B,AGN,SC.19,Colonia,Criminales (Juicios),70,9,863-865,1-3,AGNSC.19709863-8651390B
1391,1391A,AGN,SC.19,Colonia,Criminales (Juicios),70,10,866-868,1-3,AGNSC.197010866-8681391A
1391,1391B,AGN,SC.19,Colonia,Criminales (Juicios),70,10,866-868,1-3,AGNSC.197010866-8681391B
1392,1392A,AGN,SC.19,Colonia,Criminales (Juicios),70,11,869-926,30+,AGNSC.197011869-9261392A
1392,1392B,AGN,SC.19,Colonia,Criminales (Juicios),70,11,869-926,30+,AGNSC.197011869-9261392B
1392,1392C,AGN,SC.19,Colonia,Criminales (Juicios),99,19,814-863,30+,AGNSC.199919814-8631392C
1393,1393A,AGN,SC.19,Colonia,Criminales (Juicios),99,19,814-863,30+,AGNSC.199919814-8631393A
1393,1393B,AGN,SC.19,Colonia,Criminales (Juicios),99,19,814-863,30+,AGNSC.199919814-8631393B
1394,1394A,AGN,SC.19,Colonia,Criminales (Juicios),70,12,927-960,30+,AGNSC.197012927-9601394A
1395,1395A,AGN,SC.19,Colonia,Criminales (Juicios),71,1,1-157,30+,AGNSC.197111-1571395A
1395,1395B,AGN,SC.19,Colonia,Criminales (Juicios),71,1,1-157,30+,AGNSC.197111-1571395B
1395,1395C,AGN,SC.19,Colonia,Criminales (Juicios),71,1,1-157,30+,AGNSC.197111-1571395C
1395,1395D,AGN,SC.19,Colonia,Criminales (Juicios),71,1,1-157,30+,AGNSC.197111-1571395D
1396,1396A,AGN,SC.19,Colonia,Criminales (Juicios),71,2,158-196,30+,AGNSC.19712158-1961396A
1397,1397A,AGN,SC.19,Colonia,Criminales (Juicios),71,3,197-261,30+,AGNSC.19713197-2611397A
1398,1398A,AGN,SC.19,Colonia,Criminales (Juicios),71,4,262-263,1-3,AGNSC.19714262-2631398A
1399,1399A,AGN,SC.19,Colonia,Criminales (Juicios),71,6,266-469,30+,AGNSC.19716266-4691399A
1399,1399B,AGN,SC.19,Colonia,Criminales (Juicios),71,6,266-469,30+,AGNSC.19716266-4691399B
1400,1400A,AGN,SC.19,Colonia,Criminales (Juicios),71,7,470-555,30+,AGNSC.19717470-5551400A
1401,1401A,AGN,SC.19,Colonia,Criminales (Juicios),71,8,556-635,30+,AGNSC.19718556-6351401A
1402,1402A,AGN,SC.19,Colonia,Criminales (Juicios),71,8,556-635,30+,AGNSC.19718556-6351402A
1403,1403A,AGN,SC.19,Colonia,Criminales (Juicios),71,9,636-753,30+,AGNSC.19719636-7531403A
1404,1404A,AGN,SC.19,Colonia,Criminales (Juicios),71,10,754-807,30+,AGNSC.197110754-8071404A
1405,1405A,AGN,SC.19,Colonia,Criminales (Juicios),71,11,808-832,4-30,AGNSC.197111808-8321405A
1406,1406A,AGN,SC.19,Colonia,Criminales (Juicios),71,12,833-871,30+,AGNSC.197112833-8711406A
1407,1407A,AGN,SC.19,Colonia,Criminales (Juicios),71,13,872-905,30+,AGNSC.197113872-9051407A
1408,1408A,AGN,SC.19,Colonia,Criminales (Juicios),71,14,906-909,1-3,AGNSC.197114906-9091408A
1408,1408B,AGN,SC.19,Colonia,Criminales (Juicios),71,14,906-909,1-3,AGNSC.197114906-9091408B
1409,1409A,AGN,SC.19,Colonia,Criminales (Juicios),72,1,1-193,30+,AGNSC.197211-1931409A
1409,1409B,AGN,SC.19,Colonia,Criminales (Juicios),72,1,1-193,30+,AGNSC.197211-1931409B
1409,1409C,AGN,SC.19,Colonia,Criminales (Juicios),72,1,1-193,30+,AGNSC.197211-1931409C
1409,1409D,AGN,SC.19,Colonia,Criminales (Juicios),66,14,783-853,30+,AGNSC.196614783-8531409D
1410,1410A,AGN,SC.19,Colonia,Criminales (Juicios),72,2,194-215,4-30,AGNSC.19722194-2151410A
1411,1411A,AGN,SC.19,Colonia,Criminales (Juicios),72,3,216-221,4-30,AGNSC.19723216-2211411A
1412,1412A,AGN,SC.19,Colonia,Criminales (Juicios),72,4,222-258,4-30,AGNSC.19724222-2581412A
1413,1413A,AGN,SC.19,Colonia,Criminales (Juicios),72,5,259-350,30+,AGNSC.19725259-3501413A
1414,1414A,AGN,SC.19,Colonia,Criminales (Juicios),72,6,351-355,1-3,AGNSC.19726351-3551414A
1415,1415A,AGN,SC.19,Colonia,Criminales (Juicios),72,7,356-357,1-3,AGNSC.19727356-3571415A
1416,1416A,AGN,SC.19,Colonia,Criminales (Juicios),72,8, 358-396,30+,AGNSC.19728 358-3961416A
1417,1417A,AGN,SC.19,Colonia,Criminales (Juicios),72,9,397-400,1-3,AGNSC.19729397-4001417A
1417,1417B,AGN,SC.19,Colonia,Criminales (Juicios),72,9,397-400,1-3,AGNSC.19729397-4001417B
1417,1417C,AGN,SC.19,Colonia,Criminales (Juicios),72,9,397-400,1-3,AGNSC.19729397-4001417C
1418,1418A,AGN,SC.19,Colonia,Criminales (Juicios),72,10,401-402,1-3,AGNSC.197210401-4021418A
1418,1418B,AGN,SC.19,Colonia,Criminales (Juicios),72,10,401-402,1-3,AGNSC.197210401-4021418B
1419,1419A,AGN,SC.19,Colonia,Criminales (Juicios),72,11,403-404,1-3,AGNSC.197211403-4041419A
1419,1419B,AGN,SC.19,Colonia,Criminales (Juicios),72,11,403-404,1-3,AGNSC.197211403-4041419B
1419,1419C,AGN,SC.19,Colonia,Criminales (Juicios),72,11,403-404,1-3,AGNSC.197211403-4041419C
1419,1419D,AGN,SC.19,Colonia,Criminales (Juicios),72,11,403-404,1-3,AGNSC.197211403-4041419D
1420,1420A,AGN,SC.19,Colonia,Criminales (Juicios),72,12,405-406,1-3,AGNSC.197212405-4061420A
1421,1421A,AGN,SC.19,Colonia,Criminales (Juicios),72,13,407-408,1-3,AGNSC.197213407-4081421A
1421,1421B,AGN,SC.19,Colonia,Criminales (Juicios),72,13,407-408,1-3,AGNSC.197213407-4081421B
1422,1422A,AGN,SC.19,Colonia,Criminales (Juicios),72,14,409-411,1-3,AGNSC.197214409-4111422A
1422,1422B,AGN,SC.19,Colonia,Criminales (Juicios),72,14,409-411,1-3,AGNSC.197214409-4111422B
1422,1422C,AGN,SC.19,Colonia,Criminales (Juicios),72,14,409-411,1-3,AGNSC.197214409-4111422C
1423,1423A,AGN,SC.19,Colonia,Criminales (Juicios),72,15,412-414,1-3,AGNSC.197215412-4141423A
1423,1423B,AGN,SC.19,Colonia,Criminales (Juicios),72,15,412-414,1-3,AGNSC.197215412-4141423B
1424,1424A,AGN,SC.19,Colonia,Criminales (Juicios),72,16,415-418,1-3,AGNSC.197216415-4181424A
1425,1425A,AGN,SC.19,Colonia,Criminales (Juicios),72,17,419-421,1-3,AGNSC.197217419-4211425A
1425,1425B,AGN,SC.19,Colonia,Criminales (Juicios),72,17,419-421,1-3,AGNSC.197217419-4211425B
1425,1425C,AGN,SC.19,Colonia,Criminales (Juicios),72,17,419-421,1-3,AGNSC.197217419-4211425C
1426,1426A,AGN,SC.19,Colonia,Criminales (Juicios),72,18,422-424,1-3,AGNSC.197218422-4241426A
1426,1426B,AGN,SC.19,Colonia,Criminales (Juicios),72,18,422-424,1-3,AGNSC.197218422-4241426B
1427,1427A,AGN,SC.19,Colonia,Criminales (Juicios),72,19,425-427,1-3,AGNSC.197219425-4271427A
1427,1427B,AGN,SC.19,Colonia,Criminales (Juicios),72,19,425-427,1-3,AGNSC.197219425-4271427B
1428,1428A,AGN,SC.19,Colonia,Criminales (Juicios),72,20,428-429,1-3,AGNSC.197220428-4291428A
1429,1429A,AGN,SC.19,Colonia,Criminales (Juicios),72,21,430-431,1-3,AGNSC.197221430-4311429A
1429,1429B,AGN,SC.19,Colonia,Criminales (Juicios),72,21,430-431,1-3,AGNSC.197221430-4311429B
1430,1430A,AGN,SC.19,Colonia,Criminales (Juicios),72,22,432-433,1-3,AGNSC.197222432-4331430A
1431,1431A,AGN,SC.19,Colonia,Criminales (Juicios),72,23,434-436,1-3,AGNSC.197223434-4361431A
1431,1431B,AGN,SC.19,Colonia,Criminales (Juicios),72,23,434-436,1-3,AGNSC.197223434-4361431B
1431,1431C,AGN,SC.19,Colonia,Criminales (Juicios),72,23,434-436,1-3,AGNSC.197223434-4361431C
1432,1432A,AGN,SC.19,Colonia,Criminales (Juicios),72,24,437-438,1-3,AGNSC.197224437-4381432A
1432,1432B,AGN,SC.19,Colonia,Criminales (Juicios),72,24,437-438,1-3,AGNSC.197224437-4381432B
1432,1432C,AGN,SC.19,Colonia,Criminales (Juicios),72,24,437-438,1-3,AGNSC.197224437-4381432C
1433,1433A,AGN,SC.19,Colonia,Criminales (Juicios),72,25,439-442,1-3,AGNSC.197225439-4421433A
1433,1433B,AGN,SC.19,Colonia,Criminales (Juicios),72,25,439-442,1-3,AGNSC.197225439-4421433B
1434,1434A,AGN,SC.19,Colonia,Criminales (Juicios),72,26,443-448,4-30,AGNSC.197226443-4481434A
1434,1434B,AGN,SC.19,Colonia,Criminales (Juicios),72,26,443-448,4-30,AGNSC.197226443-4481434B
1435,1435A,AGN,SC.19,Colonia,Criminales (Juicios),72,27,449-452,1-3,AGNSC.197227449-4521435A
1435,1435B,AGN,SC.19,Colonia,Criminales (Juicios),72,27,449-452,1-3,AGNSC.197227449-4521435B
1436,1436A,AGN,SC.19,Colonia,Criminales (Juicios),72,28,453-457,4-30,AGNSC.197228453-4571436A
1436,1436B,AGN,SC.19,Colonia,Criminales (Juicios),72,28,453-457,4-30,AGNSC.197228453-4571436B
1437,1437A,AGN,SC.19,Colonia,Criminales (Juicios),72,29,458-470,30+,AGNSC.197229458-4701437A
1437,1437B,AGN,SC.19,Colonia,Criminales (Juicios),72,29,458-470,30+,AGNSC.197229458-4701437B
1438,1438A,AGN,SC.19,Colonia,Criminales (Juicios),72,30,471,1-3,AGNSC.1972304711438A
1439,1439A,AGN,SC.19,Colonia,Criminales (Juicios),72,31,472-502,30+,AGNSC.197231472-5021439A
1440,1440A,AGN,SC.19,Colonia,Criminales (Juicios),72,32,503-547,30+,AGNSC.197232503-5471440A
1441,1441A,AGN,SC.19,Colonia,Criminales (Juicios),72,33,548-549,1-3,AGNSC.197233548-5491441A
1441,1441B,AGN,SC.19,Colonia,Criminales (Juicios),72,33,548-549,1-3,AGNSC.197233548-5491441B
1442,1442A,AGN,SC.19,Colonia,Criminales (Juicios),72,34,550-553,1-3,AGNSC.197234550-5531442A
1443,1443A,AGN,SC.19,Colonia,Criminales (Juicios),72,35,554-618,30+,AGNSC.197235554-6181443A
1444,1444A,AGN,SC.19,Colonia,Criminales (Juicios),72,36,619-672,30+,AGNSC.197236619-6721444A
1444,1444B,AGN,SC.19,Colonia,Criminales (Juicios),72,36,619-672,30+,AGNSC.197236619-6721444B
1445,1445A,AGN,SC.19,Colonia,Criminales (Juicios),72,37,623-723,30+,AGNSC.197237623-7231445A
1446,1446A,AGN,SC.19,Colonia,Criminales (Juicios),72,38,724-737,4-30,AGNSC.197238724-7371446A
1447,1447A,AGN,SC.19,Colonia,Criminales (Juicios),72,39,738-748,4-30,AGNSC.197239738-7481447A
1447,1447B,AGN,SC.19,Colonia,Criminales (Juicios),72,39,738-748,4-30,AGNSC.197239738-7481447B
1448,1448A,AGN,SC.19,Colonia,Criminales (Juicios),183,79,522-525,4-30,AGNSC.1918379522-5251448A
1448,1448B,AGN,SC.19,Colonia,Criminales (Juicios),72,40,749-751,4-30,AGNSC.197240749-7511448B
1448,1448C,AGN,SC.19,Colonia,Criminales (Juicios),72,40,749-751,4-30,AGNSC.197240749-7511448C
1449,1449A,AGN,SC.19,Colonia,Criminales (Juicios),72,41,752-754,4-30,AGNSC.197241752-7541449A
1449,1449B,AGN,SC.19,Colonia,Criminales (Juicios),72,43,757-759,4-30,AGNSC.197243757-7591449B
1450,1450A,AGN,SC.19,Colonia,Criminales (Juicios),72,42,755-756,1-3,AGNSC.197242755-7561450A
1450,1450B,AGN,SC.19,Colonia,Criminales (Juicios),72,42,755-756,1-3,AGNSC.197242755-7561450B
1451,1451A,AGN,SC.19,Colonia,Criminales (Juicios),72,44,760-761,1-3,AGNSC.197244760-7611451A
1451,1451B,AGN,SC.19,Colonia,Criminales (Juicios),72,44,760-761,1-3,AGNSC.197244760-7611451B
1452,1452A,AGN,SC.19,Colonia,Criminales (Juicios),72,45,762-763,1-3,AGNSC.197245762-7631452A
1452,1452B,AGN,SC.19,Colonia,Criminales (Juicios),72,45,762-763,1-3,AGNSC.197245762-7631452B
1452,1452C,AGN,SC.19,Colonia,Criminales (Juicios),72,45,762-763,1-3,AGNSC.197245762-7631452C
1453,1453A,AGN,SC.19,Colonia,Criminales (Juicios),72,46,764-771,4-30,AGNSC.197246764-7711453A
1453,1453B,AGN,SC.19,Colonia,Criminales (Juicios),183,20,154-158,4-30,AGNSC.1918320154-1581453B
1453,1453C,AGN,SC.19,Colonia,Criminales (Juicios),183,20,154-158,4-30,AGNSC.1918320154-1581453C
1454,1454A,AGN,SC.19,Colonia,Criminales (Juicios),72,47,772-876,30+,AGNSC.197247772-8761454A
1455,1455A,AGN,SC.19,Colonia,Criminales (Juicios),72,48,877-879,1-3,AGNSC.197248877-8791455A
1455,1455B,AGN,SC.19,Colonia,Criminales (Juicios),72,48,877-879,1-3,AGNSC.197248877-8791455B
1455,1455C,AGN,SC.19,Colonia,Criminales (Juicios),72,48,877-879,1-3,AGNSC.197248877-8791455C
1456,1456A,AGN,SC.19,Colonia,Criminales (Juicios),72,49,880-988,30+,AGNSC.197249880-9881456A
1457,1457A,AGN,SC.19,Colonia,Criminales (Juicios),72,50,989-1022,30+,AGNSC.197250989-10221457A
1458,1458A,AGN,SC.19,Colonia,Criminales (Juicios),73,1,1-326,30+,AGNSC.197311-3261458A
1458,1458B,AGN,SC.19,Colonia,Criminales (Juicios),73,1,1-326,30+,AGNSC.197311-3261458B
1458,1458C,AGN,SC.19,Colonia,Criminales (Juicios),79,16,339-364,30+,AGNSC.197916339-3641458C
1459,1459A,AGN,SC.19,Colonia,Criminales (Juicios),73,2,327-579,30+,AGNSC.19732327-5791459A
1460,1460A,AGN,SC.19,Colonia,Criminales (Juicios),73,3,580-609,4-30,AGNSC.19733580-6091460A
1460,1460B,AGN,SC.19,Colonia,Criminales (Juicios),73,3,580-609,4-30,AGNSC.19733580-6091460B
1461,1461A,AGN,SC.19,Colonia,Criminales (Juicios),73,4,610-637,4-30,AGNSC.19734610-6371461A
1461,1461B,AGN,SC.19,Colonia,Criminales (Juicios),73,4,610-637,4-30,AGNSC.19734610-6371461B
1462,1462A,AGN,SC.19,Colonia,Criminales (Juicios),73,5,638-676,30+,AGNSC.19735638-6761462A
1463,1463A,AGN,SC.19,Colonia,Criminales (Juicios),73,6,677-741,30+,AGNSC.19736677-7411463A
1464,1464A,AGN,SC.19,Colonia,Criminales (Juicios),73,7,742-782,30+,AGNSC.19737742-7821464A
1464,1464B,AGN,SC.19,Colonia,Criminales (Juicios),73,7,742-782,30+,AGNSC.19737742-7821464B
1465,1465A,AGN,SC.19,Colonia,Criminales (Juicios),73,8,783-902,4-30,AGNSC.19738783-9021465A
1465,1465C,AGN,SC.19,Colonia,Criminales (Juicios),73,8,783-902,4-30,AGNSC.19738783-9021465C
1466,1466A,AGN,SC.19,Colonia,Criminales (Juicios),73,9,903-935,4-30,AGNSC.19739903-9351466A
1467,1467A,AGN,SC.19,Colonia,Criminales (Juicios),73,10,936-1101,30+,AGNSC.197310936-11011467A
1468,1468A,AGN,SC.19,Colonia,Criminales (Juicios),73,11,1102-1126,4-30,AGNSC.1973111102-11261468A
1469,1469A,AGN,SC.19,Colonia,Criminales (Juicios),73,12,1127-1134,4-30,AGNSC.1973121127-11341469A
1469,1469C,AGN,SC.19,Colonia,Criminales (Juicios),73,12,1127-1134,4-30,AGNSC.1973121127-11341469C
1469,1469D,AGN,SC.19,Colonia,Criminales (Juicios),73,12,1127-1134,4-30,AGNSC.1973121127-11341469D
1470,1470A,AGN,SC.19,Colonia,Criminales (Juicios),79,4,227-240,30+,AGNSC.19794227-2401470A
1470,1470B,AGN,SC.19,Colonia,Criminales (Juicios),74,1,1-273,30+,AGNSC.197411-2731470B
1471,1471A,AGN,SC.19,Colonia,Criminales (Juicios),74,2,274-459,30+,AGNSC.19742274-4591471A
1472,1472A,AGN,SC.19,Colonia,Criminales (Juicios),74,3,460-637,30+,AGNSC.19743460-6371472A
1472,1472B,AGN,SC.19,Colonia,Criminales (Juicios),74,3,460-637,30+,AGNSC.19743460-6371472B
1473,1473A,AGN,SC.19,Colonia,Criminales (Juicios),74,4,638-737,30+,AGNSC.19744638-7371473A
1474,1474A,AGN,SC.19,Colonia,Criminales (Juicios),74,6,908-969,30+,AGNSC.19746908-9691474A
1474,1474B,AGN,SC.19,Colonia,Criminales (Juicios),74,6,908-969,30+,AGNSC.19746908-9691474B
1474,1474C,AGN,SC.19,Colonia,Criminales (Juicios),74,6,908-969,30+,AGNSC.19746908-9691474C
1475,1475A,AGN,SC.19,Colonia,Criminales (Juicios),74,7,970-1012,30+,AGNSC.19747970-10121475A
1475,1475B,AGN,SC.19,Colonia,Criminales (Juicios),79,7,259-260,30+,AGNSC.19797259-2601475B
1476,1476A,AGN,SC.19,Colonia,Criminales (Juicios),75,1,1-165,30+,AGNSC.197511-1651476A
1476,1476B,AGN,SC.19,Colonia,Criminales (Juicios),75,1,1-165,30+,AGNSC.197511-1651476B
1477,1477A,AGN,SC.19,Colonia,Criminales (Juicios),75,2,166-401,30+,AGNSC.19752166-4011477A
1478,1478A,AGN,SC.19,Colonia,Criminales (Juicios),75,3,402-410,30+,AGNSC.19753402-4101478A
1478,1478B,AGN,SC.19,Colonia,Criminales (Juicios),74,5,738-907,30+,AGNSC.19745738-9071478B
1479,1479A,AGN,SC.19,Colonia,Criminales (Juicios),75,5,417-432,4-30,AGNSC.19755417-4321479A
1480,1480A,AGN,SC.19,Colonia,Criminales (Juicios),75,6,433-544,30+,AGNSC.19756433-5441480A
1481,1481A,AGN,SC.19,Colonia,Criminales (Juicios),75,7,545-557,4-30,AGNSC.19757545-5571481A
1482,1482A,AGN,SC.19,Colonia,Criminales (Juicios),75,8,558-577,4-30,AGNSC.19758558-5771482A
1483,1483A,AGN,SC.19,Colonia,Criminales (Juicios),75,9,578-603,4-30,AGNSC.19759578-6031483A
1484,1484A,AGN,SC.19,Colonia,Criminales (Juicios),75,10,604-671,30+,AGNSC.197510604-6711484A
1485,1485A,AGN,SC.19,Colonia,Criminales (Juicios),75,12,678-680,4-30,AGNSC.197512678-6801485A
1485,1485B,AGN,SC.19,Colonia,Criminales (Juicios),75,12,678-680,4-30,AGNSC.197512678-6801485B
1486,1486A,AGN,SC.19,Colonia,Criminales (Juicios),75,13,681-778,30+,AGNSC.197513681-7781486A
1487,1487A,AGN,SC.19,Colonia,Criminales (Juicios),75,14,779-789,4-30,AGNSC.197514779-7891487A
1488,1488A,AGN,SC.19,Colonia,Criminales (Juicios),75,15,790-819,4-30,AGNSC.197515790-8191488A
1489,1489A,AGN,SC.19,Colonia,Criminales (Juicios),75,16,820-911,30+,AGNSC.197516820-9111489A
1489,1489B,AGN,SC.19,Colonia,Criminales (Juicios),75,16,820-911,30+,AGNSC.197516820-9111489B
1490,1490A,AGN,SC.19,Colonia,Criminales (Juicios),75,17,912-1016,30+,AGNSC.197517912-10161490A
1490,1490B,AGN,SC.19,Colonia,Criminales (Juicios),75,17,912-1016,30+,AGNSC.197517912-10161490B
1491,1491A,AGN,SC.19,Colonia,Criminales (Juicios),76,1,1-240,30+,AGNSC.197611-2401491A
1491,1491B,AGN,SC.19,Colonia,Criminales (Juicios),76,1,1-240,30+,AGNSC.197611-2401491B
1492,1492A,AGN,SC.19,Colonia,Criminales (Juicios),76,2,241-353,30+,AGNSC.19762241-3531492A
1493,1493A,AGN,SC.19,Colonia,Criminales (Juicios),76,3,354-356,1-3,AGNSC.19763354-3561493A
1494,1494A,AGN,SC.19,Colonia,Criminales (Juicios),76,4,357-436,30+,AGNSC.19764357-4361494A
1494,1494B,AGN,SC.19,Colonia,Criminales (Juicios),76,4,357-436,30+,AGNSC.19764357-4361494B
1495,1495A,AGN,SC.19,Colonia,Criminales (Juicios),76,5,437-443,4-30,AGNSC.19765437-4431495A
1495,1495B,AGN,SC.19,Colonia,Criminales (Juicios),76,5,437-443,4-30,AGNSC.19765437-4431495B
1495,1495C,AGN,SC.19,Colonia,Criminales (Juicios),76,5,437-443,4-30,AGNSC.19765437-4431495C
1496,1496A,AGN,SC.19,Colonia,Criminales (Juicios),76,6,444-489,30+,AGNSC.19766444-4891496A
1497,1497A,AGN,SC.19,Colonia,Criminales (Juicios),76,7,490-502,4-30,AGNSC.19767490-5021497A
1497,1497B,AGN,SC.19,Colonia,Criminales (Juicios),76,7,490-502,4-30,AGNSC.19767490-5021497B
1498,1498A,AGN,SC.19,Colonia,Criminales (Juicios),76,8,503-514,4-30,AGNSC.19768503-5141498A
1499,1499A,AGN,SC.19,Colonia,Criminales (Juicios),76,9,515-561,30+,AGNSC.19769515-5611499A
1499,1499B,AGN,SC.19,Colonia,Criminales (Juicios),76,9,515-561,30+,AGNSC.19769515-5611499B
1500,1500A,AGN,SC.19,Colonia,Criminales (Juicios),76,10,562-582,4-30,AGNSC.197610562-5821500A
1500,1500B,AGN,SC.19,Colonia,Criminales (Juicios),76,10,562-582,4-30,AGNSC.197610562-5821500B
1501,1501A,AGN,SC.19,Colonia,Criminales (Juicios),76,11,583-587,4-30,AGNSC.197611583-5871501A
1501,1501B,AGN,SC.19,Colonia,Criminales (Juicios),76,11,583-587,4-30,AGNSC.197611583-5871501B
1502,1502A,AGN,SC.19,Colonia,Criminales (Juicios),76,12,588-592,4-30,AGNSC.197612588-5921502A
1503,1503A,AGN,SC.19,Colonia,Criminales (Juicios),76,13,593-596,1-3,AGNSC.197613593-5961503A
1504,1504A,AGN,SC.19,Colonia,Criminales (Juicios),76,14,597-598,1-3,AGNSC.197614597-5981504A
1504,1504B,AGN,SC.19,Colonia,Criminales (Juicios),76,14,597-598,1-3,AGNSC.197614597-5981504B
1504,1504C,AGN,SC.19,Colonia,Criminales (Juicios),76,14,597-598,1-3,AGNSC.197614597-5981504C
1505,1505A,AGN,SC.19,Colonia,Criminales (Juicios),76,15,599-600,1-3,AGNSC.197615599-6001505A
1505,1505B,AGN,SC.19,Colonia,Criminales (Juicios),76,15,599-600,1-3,AGNSC.197615599-6001505B
1505,1505C,AGN,SC.19,Colonia,Criminales (Juicios),76,15,599-600,1-3,AGNSC.197615599-6001505C
1505,1505D,AGN,SC.19,Colonia,Criminales (Juicios),76,15,599-600,1-3,AGNSC.197615599-6001505D
1506,1506A,AGN,SC.19,Colonia,Criminales (Juicios),76,16,601-602,1-3,AGNSC.197616601-6021506A
1506,1506B,AGN,SC.19,Colonia,Criminales (Juicios),76,16,601-602,1-3,AGNSC.197616601-6021506B
1506,1506C,AGN,SC.19,Colonia,Criminales (Juicios),76,16,601-602,1-3,AGNSC.197616601-6021506C
1507,1507A,AGN,SC.19,Colonia,Criminales (Juicios),76,17,603-605,1-3,AGNSC.197617603-6051507A
1507,1507B,AGN,SC.19,Colonia,Criminales (Juicios),76,17,603-605,1-3,AGNSC.197617603-6051507B
1508,1508A,AGN,SC.19,Colonia,Criminales (Juicios),76,18,606-609,4-30,AGNSC.197618606-6091508A
1508,1508B,AGN,SC.19,Colonia,Criminales (Juicios),76,18,606-609,4-30,AGNSC.197618606-6091508B
1509,1509A,AGN,SC.19,Colonia,Criminales (Juicios),76,19,610-612,1-3,AGNSC.197619610-6121509A
1510,1510A,AGN,SC.19,Colonia,Criminales (Juicios),76,20,613-619,4-30,AGNSC.197620613-6191510A
1511,1511A,AGN,SC.19,Colonia,Criminales (Juicios),76,21, 694,30+,AGNSC.197621 6941511A
1511,1511B,AGN,SC.19,Colonia,Criminales (Juicios),76,21, 695,30+,AGNSC.197621 6951511B
1512,1512A,AGN,SC.19,Colonia,Criminales (Juicios),76,22,695-765,30+,AGNSC.197622695-7651512A
1513,1513A,AGN,SC.19,Colonia,Criminales (Juicios),76,23,766-818,30+,AGNSC.197623766-8181513A
1513,1513B,AGN,SC.19,Colonia,Criminales (Juicios),76,23,766-818,30+,AGNSC.197623766-8181513B
1514,1514A,AGN,SC.19,Colonia,Criminales (Juicios),76,24,819-853,4-30,AGNSC.197624819-8531514A
1515,1515A,AGN,SC.19,Colonia,Criminales (Juicios),76,25,854-859,4-30,AGNSC.197625854-8591515A
1516,1516A,AGN,SC.19,Colonia,Criminales (Juicios),76,26,860-861,1-3,AGNSC.197626860-8611516A
1516,1516B,AGN,SC.19,Colonia,Criminales (Juicios),76,26,860-861,1-3,AGNSC.197626860-8611516B
1516,1516C,AGN,SC.19,Colonia,Criminales (Juicios),76,26,860-861,1-3,AGNSC.197626860-8611516C
1517,1517A,AGN,SC.19,Colonia,Criminales (Juicios),76,27,862-863,1-3,AGNSC.197627862-8631517A
1517,1517B,AGN,SC.19,Colonia,Criminales (Juicios),76,27,862-863,1-3,AGNSC.197627862-8631517B
1518,1518A,AGN,SC.19,Colonia,Criminales (Juicios),76,28,864-867,4-30,AGNSC.197628864-8671518A
1518,1518B,AGN,SC.19,Colonia,Criminales (Juicios),76,28,864-867,4-30,AGNSC.197628864-8671518B
1518,1518C,AGN,SC.19,Colonia,Criminales (Juicios),76,28,864-867,4-30,AGNSC.197628864-8671518C
1518,1518D,AGN,SC.19,Colonia,Criminales (Juicios),76,28,864-867,4-30,AGNSC.197628864-8671518D
1519,1519A,AGN,SC.19,Colonia,Criminales (Juicios),76,29,868-869,1-3,AGNSC.197629868-8691519A
1520,1520A,AGN,SC.19,Colonia,Criminales (Juicios),76,30,870-884,4-30,AGNSC.197630870-8841520A
