ID_Caso,ID_Documento,Archivo,Código_Referencia,Sección,Fondo,Legajo,Documento,Folios,Número_Folios,Source
1,1A,AGN,SC.19,Colonia,Criminales (Juicios),115,9,789-894,30+,AGNSC.191159789-8941A
1,1B,AGN,SC.19,Colonia,Criminales (Juicios),1,1,1-12,30+,AGNSC.19111-121B
1,1C,AGN,SC.19,Colonia,Criminales (Juicios),117,8,605-691,30+,AGNSC.191178605-6911C
1,1D,AGN,SC.19,Colonia,Criminales (Juicios),117,9,692-780,30+,AGNSC.191179692-7801D
1,1E,AGN,SC.19,Colonia,Criminales (Juicios),1,1,1-12,30+,AGNSC.19111-121E
1,1F,AGN,SC.19,Colonia,Criminales (Juicios),90,24,706-756,30+,AGNSC.199024706-7561F
2,2A,AGN,SC.19,Colonia,Criminales (Juicios),1,2,13-121,30+,AGNSC.191213-1212A
3,3A,AGN,SC.19,Colonia,Criminales (Juicios),1,4,154-304,30+,AGNSC.1914154-3043A
3,3B,AGN,SC.19,Colonia,Criminales (Juicios),216,15,579-772,30+,AGNSC.1921615579-7723B
4,4A,AGN,SC.19,Colonia,Criminales (Juicios),1,5,305-336,30+,AGNSC.1915305-3364A
5,5A,AGN,SC.19,Colonia,Criminales (Juicios),1,6,337-342,4-30,AGNSC.1916337-3425A
6,6A,AGN,SC.19,Colonia,Criminales (Juicios),1,7,343-347,30+,AGNSC.1917343-3476A
6,6B,AGN,SC.19,Colonia,Criminales (Juicios),88,8,175-177,30+,AGNSC.19888175-1776B
6,6C,AGN,SC.19,Colonia,Criminales (Juicios),120,20,664-717,30+,AGNSC.1912020664-7176C
6,6D,AGN,SC.19,Colonia,Criminales (Juicios),121,5,849-911,30+,AGNSC.191215849-9116D
6,6E,AGN,SC.19,Colonia,Criminales (Juicios),216,10,407-419,4-30,AGNSC.1921610407-4196E
6,6F,AGN,SC.19,Colonia,Criminales (Juicios),216,16,773-848,30+,AGNSC.1921616773-8486F
7,7A,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487A
7,7B,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487B
7,7C,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487C
7,7D,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487D
7,7E,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487E
7,7F,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487F
7,7G,AGN,SC.19,Colonia,Criminales (Juicios),1,9,382-548,30+,AGNSC.1919382-5487G
8,8A,AGN,SC.19,Colonia,Criminales (Juicios),1,10,549-637,30+,AGNSC.19110549-6378A
9,9A,AGN,SC.19,Colonia,Criminales (Juicios),1,11,638-642,4-30,AGNSC.19111638-6429A
10,10A,AGN,SC.19,Colonia,Criminales (Juicios),1,12,643-805,30+,AGNSC.19112643-80510A
10,10B,AGN,SC.19,Colonia,Criminales (Juicios),1,12,643-805,30+,AGNSC.19112643-80510B
10,10C,AGN,SC.19,Colonia,Criminales (Juicios),128,5,676-716,30+,AGNSC.191285676-71610C
10,10D,AGN,SC.19,Colonia,Criminales (Juicios),1,12,643-805,30+,AGNSC.19112643-80510D
11,11A,AGN,SC.19,Colonia,Criminales (Juicios),1,13,806-845,4-30,AGNSC.19113806-84511A
12,12A,AGN,SC.19,Colonia,Criminales (Juicios),1,14,846-1147,30+,AGNSC.19114846-114712A
13,13A,AGN,SC.19,Colonia,Criminales (Juicios),2,1,1-339,30+,AGNSC.19211-33913A
13,13B,AGN,SC.19,Colonia,Criminales (Juicios),2,1,1-339,30+,AGNSC.19211-33913B
14,14A,AGN,SC.19,Colonia,Criminales (Juicios),2,2,340-538,30+,AGNSC.1922340-53814A
15,15A,AGN,SC.19,Colonia,Criminales (Juicios),2,3,539-615,30+,AGNSC.1923539-61515A
16,16A,AGN,SC.19,Colonia,Criminales (Juicios),2,4,616-662,4-30,AGNSC.1924616-66216A
17,17A,AGN,SC.19,Colonia,Criminales (Juicios),2,5,663,1-3,AGNSC.192566317A
18,18A,AGN,SC.19,Colonia,Criminales (Juicios),2,6,664-684,4-30,AGNSC.1926664-68418A
18,18B,AGN,SC.19,Colonia,Criminales (Juicios),2,6,664-684,4-30,AGNSC.1926664-68418B
19,19A,AGN,SC.19,Colonia,Criminales (Juicios),2,7,685-710,4-30,AGNSC.1927685-71019A
20,20A,AGN,SC.19,Colonia,Criminales (Juicios),2,8,711-714,1-3,AGNSC.1928711-71420A
20,20B,AGN,SC.19,Colonia,Criminales (Juicios),2,8,711-714,1-3,AGNSC.1928711-71420B
20,20C,AGN,SC.19,Colonia,Criminales (Juicios),2,8,711-714,1-3,AGNSC.1928711-71420C
21,21A,AGN,SC.19,Colonia,Criminales (Juicios),2,9,715-734,4-30,AGNSC.1929715-73421A
22,22A,AGN,SC.19,Colonia,Criminales (Juicios),2,10,735-741,4-30,AGNSC.19210735-74122A
23,23A,AGN,SC.19,Colonia,Criminales (Juicios),2,11,742-746,4-30,AGNSC.19211742-74623A
24,24A,AGN,SC.19,Colonia,Criminales (Juicios),2,12,747-753,4-30,AGNSC.19212747-75324A
24,24B,AGN,SC.19,Colonia,Criminales (Juicios),2,12,747-753,4-30,AGNSC.19212747-75324B
24,24C,AGN,SC.19,Colonia,Criminales (Juicios),2,12,747-753,4-30,AGNSC.19212747-75324C
25,25A,AGN,SC.19,Colonia,Criminales (Juicios),2,13,754-757,1-3,AGNSC.19213754-75725A
25,25B,AGN,SC.19,Colonia,Criminales (Juicios),2,13,754-757,1-3,AGNSC.19213754-75725B
26,26A,AGN,SC.19,Colonia,Criminales (Juicios),2,14,758-766,4-30,AGNSC.19214758-76626A
26,26B,AGN,SC.19,Colonia,Criminales (Juicios),2,14,758-766,4-30,AGNSC.19214758-76626B
27,27A,AGN,SC.19,Colonia,Criminales (Juicios),2,15,767-769 ,1-3,AGNSC.19215767-769 27A
27,27B,AGN,SC.19,Colonia,Criminales (Juicios),2,15,767-769 ,1-3,AGNSC.19215767-769 27B
28,28A,AGN,SC.19,Colonia,Criminales (Juicios),2,16,770-784,4-30,AGNSC.19216770-78428A
29,29A,AGN,SC.19,Colonia,Criminales (Juicios),2,18,815-820,4-30,AGNSC.19218815-82029A
30,30A,AGN,SC.19,Colonia,Criminales (Juicios),2,19,821-831,4-30,AGNSC.19219821-83130A
31,31A,AGN,SC.19,Colonia,Criminales (Juicios),2,20,832-842,4-30,AGNSC.19220832-84231A
32,32A,AGN,SC.19,Colonia,Criminales (Juicios),2,21,843-882,30+,AGNSC.19221843-88232A
33,33A,AGN,SC.19,Colonia,Criminales (Juicios),2,22,883-903,4-30,AGNSC.19222883-90333A
34,34A,AGN,SC.19,Colonia,Criminales (Juicios),2,23,904-929,4-30,AGNSC.19223904-92934A
34,34B,AGN,SC.19,Colonia,Criminales (Juicios),2,23,904-929,4-30,AGNSC.19223904-92934B
35,35A,AGN,SC.19,Colonia,Criminales (Juicios),3,1,1-25,4-30,AGNSC.19311-2535A
36,36A,AGN,SC.19,Colonia,Criminales (Juicios),3,2,26-47,4-30,AGNSC.193226-4736A
36,36B,AGN,SC.19,Colonia,Criminales (Juicios),3,2,26-47,4-30,AGNSC.193226-4736B
36,36C,AGN,SC.19,Colonia,Criminales (Juicios),3,2,26-47,4-30,AGNSC.193226-4736C
37,37A,AGN,SC.19,Colonia,Criminales (Juicios),3,3,48-101,30+,AGNSC.193348-10137A
37,37B,AGN,SC.19,Colonia,Criminales (Juicios),3,3,48-101,30+,AGNSC.193348-10137B
37,37C,AGN,SC.19,Colonia,Criminales (Juicios),3,3,48-101,30+,AGNSC.193348-10137C
38,38A,AGN,SC.19,Colonia,Criminales (Juicios),3,4,102-104,30+,AGNSC.1934102-10438A
38,38B,AGN,SC.19,Colonia,Criminales (Juicios),41,17,805-826,4-30,AGNSC.194117805-82638B
39,39A,AGN,SC.19,Colonia,Criminales (Juicios),3,5,105-116,4-30,AGNSC.1935105-11639A
40,40A,AGN,SC.19,Colonia,Criminales (Juicios),3,6,117-177,30+,AGNSC.1936117-17740A
40,40B,AGN,SC.19,Colonia,Criminales (Juicios),3,6,117-177,30+,AGNSC.1936117-17740B
41,41A,AGN,SC.19,Colonia,Criminales (Juicios),3,7,178-198,4-30,AGNSC.1937178-19841A
41,41B,AGN,SC.19,Colonia,Criminales (Juicios),3,7,178-198,4-30,AGNSC.1937178-19841B
41,41C,AGN,SC.19,Colonia,Criminales (Juicios),3,7,178-198,4-30,AGNSC.1937178-19841C
42,42A,AGN,SC.19,Colonia,Criminales (Juicios),3,8,199-203,4-30,AGNSC.1938199-20342A
43,43A,AGN,SC.19,Colonia,Criminales (Juicios),3,9,204-231,4-30,AGNSC.1939204-23143A
43,43B,AGN,SC.19,Colonia,Criminales (Juicios),3,9,204-231,4-30,AGNSC.1939204-23143B
44,44A,AGN,SC.19,Colonia,Criminales (Juicios),3,10,232-343,4-30,AGNSC.19310232-34344A
45,45A,AGN,SC.19,Colonia,Criminales (Juicios),3,10,232-343,4-30,AGNSC.19310232-34345A
46,46A,AGN,SC.19,Colonia,Criminales (Juicios),3,11,344-347,4-30,AGNSC.19311344-34746A
47,47A,AGN,SC.19,Colonia,Criminales (Juicios),3,12,348-354,4-30,AGNSC.19312348-35447A
48,48A,AGN,SC.19,Colonia,Criminales (Juicios),3,13,355-366,4-30,AGNSC.19313355-36648A
49,49A,AGN,SC.19,Colonia,Criminales (Juicios),3,14,367-377,4-30,AGNSC.19314367-37749A
50,50A,AGN,SC.19,Colonia,Criminales (Juicios),3,16,381-418,30+,AGNSC.19316381-41850A
51,51A,AGN,SC.19,Colonia,Criminales (Juicios),3,17,419-536,30+,AGNSC.19317419-53651A
52,52A,AGN,SC.19,Colonia,Criminales (Juicios),3,18,537-577,30+,AGNSC.19318537-57752A
53,53A,AGN,SC.19,Colonia,Criminales (Juicios),3,19,578-632,30+,AGNSC.19319578-63253A
54,54A,AGN,SC.19,Colonia,Criminales (Juicios),3,20,633-673,30+,AGNSC.19320633-67354A
55,55A,AGN,SC.19,Colonia,Criminales (Juicios),3,20,633-673,30+,AGNSC.19320633-67355A
55,55B,AGN,SC.19,Colonia,Criminales (Juicios),3,20,633-673,30+,AGNSC.19320633-67355B
56,56A,AGN,SC.19,Colonia,Criminales (Juicios),3,21,674-677,4-30,AGNSC.19321674-67756A
57,57A,AGN,SC.19,Colonia,Criminales (Juicios),3,23,679-688,4-30,AGNSC.19323679-68857A
57,57B,AGN,SC.19,Colonia,Criminales (Juicios),3,23,679-688,4-30,AGNSC.19323679-68857B
58,58A,AGN,SC.19,Colonia,Criminales (Juicios),3,24,689-734,30+,AGNSC.19324689-73458A
59,59A,AGN,SC.19,Colonia,Criminales (Juicios),3,25,735-742,4-30,AGNSC.19325735-74259A
59,59B,AGN,SC.19,Colonia,Criminales (Juicios),3,25,735-742,4-30,AGNSC.19325735-74259B
60,60A,AGN,SC.19,Colonia,Criminales (Juicios),3,26,743-792,30+,AGNSC.19326743-79260A
61,61A,AGN,SC.19,Colonia,Criminales (Juicios),3,27,793-870,30+,AGNSC.19327793-87061A
62,62A,AGN,SC.19,Colonia,Criminales (Juicios),3,28,871-889,4-30,AGNSC.19328871-88962A
63,63A,AGN,SC.19,Colonia,Criminales (Juicios),3,29,890-897,4-30,AGNSC.19329890-89763A
64,64A,AGN,SC.19,Colonia,Criminales (Juicios),3,30,898-906,4-30,AGNSC.19330898-90664A
65,65A,AGN,SC.19,Colonia,Criminales (Juicios),3,31,907-919,4-30,AGNSC.19331907-91965A
66,66A,AGN,SC.19,Colonia,Criminales (Juicios),3,32,920-936,4-30,AGNSC.19332920-93666A
66,66B,AGN,SC.19,Colonia,Criminales (Juicios),3,32,920-936,4-30,AGNSC.19332920-93666B
67,67A,AGN,SC.19,Colonia,Criminales (Juicios),3,33,937-949,4-30,AGNSC.19333937-94967A
67,67B,AGN,SC.19,Colonia,Criminales (Juicios),3,33,937-949,4-30,AGNSC.19333937-94967B
68,68A,AGN,SC.19,Colonia,Criminales (Juicios),3,34,945-980,30+,AGNSC.19334945-98068A
69,69A,AGN,SC.19,Colonia,Criminales (Juicios),3,35,981-997,4-30,AGNSC.19335981-99769A
70,70A,AGN,SC.19,Colonia,Criminales (Juicios),3,36,998-1019,4-30,AGNSC.19336998-101970A
70,70B,AGN,SC.19,Colonia,Criminales (Juicios),3,36,998-1019,4-30,AGNSC.19336998-101970B
71,71A,AGN,SC.19,Colonia,Criminales (Juicios),4,1,1-66,30+,AGNSC.19411-6671A
71,71B,AGN,SC.19,Colonia,Criminales (Juicios),83,13,477-588,30+,AGNSC.198313477-58871B
71,71C,AGN,SC.19,Colonia,Criminales (Juicios),95,19,810-827,30+,AGNSC.199519810-82771C
71,71D,AGN,SC.19,Colonia,Criminales (Juicios),95,19,810-827,30+,AGNSC.199519810-82771D
72,72A,AGN,SC.19,Colonia,Criminales (Juicios),4,2,67-78,4-30,AGNSC.194267-7872A
73,73A,AGN,SC.19,Colonia,Criminales (Juicios),4,3,79-105,4-30,AGNSC.194379-10573A
73,73B,AGN,SC.19,Colonia,Criminales (Juicios),4,3,79-105,4-30,AGNSC.194379-10573B
74,74A,AGN,SC.19,Colonia,Criminales (Juicios),4,5,110-176,30+,AGNSC.1945110-17674A
74,74B,AGN,SC.19,Colonia,Criminales (Juicios),4,5,110-176,30+,AGNSC.1945110-17674B
75,75A,AGN,SC.19,Colonia,Criminales (Juicios),4,6,177-257,30+,AGNSC.1946177-25775A
76,76A,AGN,SC.19,Colonia,Criminales (Juicios),4,7,258-287,30+,AGNSC.1947258-28776A
76,76B,AGN,SC.19,Colonia,Criminales (Juicios),4,7,258-287,30+,AGNSC.1947258-28776B
76,76C,AGN,SC.19,Colonia,Criminales (Juicios),77,22,698-703,30+,AGNSC.197722698-70376C
77,77A,AGN,SC.19,Colonia,Criminales (Juicios),4,8, 288,30+,AGNSC.1948 28877A
77,77B,AGN,SC.19,Colonia,Criminales (Juicios),4,8, 288,30+,AGNSC.1948 28877B
78,78A,AGN,SC.19,Colonia,Criminales (Juicios),4,9,378-512,30+,AGNSC.1949378-51278A
79,79A,AGN,SC.19,Colonia,Criminales (Juicios),4,10,513-542,4-30,AGNSC.19410513-54279A
79,79B,AGN,SC.19,Colonia,Criminales (Juicios),4,10,513-542,4-30,AGNSC.19410513-54279B
80,80A,AGN,SC.19,Colonia,Criminales (Juicios),4,11,543-579,30+,AGNSC.19411543-57980A
81,81A,AGN,SC.19,Colonia,Criminales (Juicios),4,12,580-626,30+,AGNSC.19412580-62681A
82,82A,AGN,SC.19,Colonia,Criminales (Juicios),4,13,627-659,4-30,AGNSC.19413627-65982A
83,83A,AGN,SC.19,Colonia,Criminales (Juicios),4,14,660-663,1-3,AGNSC.19414660-66383A
84,84A,AGN,SC.19,Colonia,Criminales (Juicios),4,15,664-697,30+,AGNSC.19415664-69784A
85,85A,AGN,SC.19,Colonia,Criminales (Juicios),4,17,700-712,4-30,AGNSC.19417700-71285A
86,86A,AGN,SC.19,Colonia,Criminales (Juicios),4,18,713-758,30+,AGNSC.19418713-75886A
87,87A,AGN,SC.19,Colonia,Criminales (Juicios),4,19,759-776,4-30,AGNSC.19419759-77687A
88,88A,AGN,SC.19,Colonia,Criminales (Juicios),4,20,777-802,4-30,AGNSC.19420777-80288A
88,88B,AGN,SC.19,Colonia,Criminales (Juicios),4,20,777-802,4-30,AGNSC.19420777-80288B
89,89A,AGN,SC.19,Colonia,Criminales (Juicios),4,21,803-840,30+,AGNSC.19421803-84089A
90,90A,AGN,SC.19,Colonia,Criminales (Juicios),4,22,841-859,4-30,AGNSC.19422841-85990A
91,91A,AGN,SC.19,Colonia,Criminales (Juicios),4,23,860-878,4-30,AGNSC.19423860-87891A
92,92A,AGN,SC.19,Colonia,Criminales (Juicios),4,24,879-895,4-30,AGNSC.19424879-89592A
93,93A,AGN,SC.19,Colonia,Criminales (Juicios),,26,900-902,1-3,AGNSC.1926900-90293A
94,94A,AGN,SC.19,Colonia,Criminales (Juicios),4,27,903-929,4-30,AGNSC.19427903-92994A
95,95A,AGN,SC.19,Colonia,Criminales (Juicios),4,28,930-936,4-30,AGNSC.19428930-93695A
96,96A,AGN,SC.19,Colonia,Criminales (Juicios),4,29,937-947,4-30,AGNSC.19429937-94796A
97,97A,AGN,SC.19,Colonia,Criminales (Juicios),4,30,948-1012,30+,AGNSC.19430948-101297A
98,98A,AGN,SC.19,Colonia,Criminales (Juicios),5,1,1-9,4-30,AGNSC.19511-998A
99,99A,AGN,SC.19,Colonia,Criminales (Juicios),5,2,10-84,30+,AGNSC.195210-8499A
99,99B,AGN,SC.19,Colonia,Criminales (Juicios),5,2,10-84,30+,AGNSC.195210-8499B
100,100A,AGN,SC.19,Colonia,Criminales (Juicios),5,3,85-95,4-30,AGNSC.195385-95100A
101,101A,AGN,SC.19,Colonia,Criminales (Juicios),5,4,96-145,30+,AGNSC.195496-145101A
102,102A,AGN,SC.19,Colonia,Criminales (Juicios),5,5,146-237,30+,AGNSC.1955146-237102A
103,103A,AGN,SC.19,Colonia,Criminales (Juicios),5,6,238-299,30+,AGNSC.1956238-299103A
104,104A,AGN,SC.19,Colonia,Criminales (Juicios),5,7,300-318,4-30,AGNSC.1957300-318104A
105,105A,AGN,SC.19,Colonia,Criminales (Juicios),5,8,319-327,4-30,AGNSC.1958319-327105A
106,106A,AGN,SC.19,Colonia,Criminales (Juicios),5,9,328-336,4-30,AGNSC.1959328-336106A
106,106B,AGN,SC.19,Colonia,Criminales (Juicios),5,11,338-426,30+,AGNSC.19511338-426106B
107,107A,AGN,SC.19,Colonia,Criminales (Juicios),5,10,337,1-3,AGNSC.19510337107A
108,108A,AGN,SC.19,Colonia,Criminales (Juicios),5,12,427-453,4-30,AGNSC.19512427-453108A
109,109A,AGN,SC.19,Colonia,Criminales (Juicios),5,13,454-481,30+,AGNSC.19513454-481109A
110,110A,AGN,SC.19,Colonia,Criminales (Juicios),5,14,482-484,1-3,AGNSC.19514482-484110A
111,111A,AGN,SC.19,Colonia,Criminales (Juicios),5,15,488-518,30+,AGNSC.19515488-518111A
112,112A,AGN,SC.19,Colonia,Criminales (Juicios),5,16,519-531,4-30,AGNSC.19516519-531112A
113,113A,AGN,SC.19,Colonia,Criminales (Juicios),5,17,532-669,30+,AGNSC.19517532-669113A
114,114A,AGN,SC.19,Colonia,Criminales (Juicios),5,18,670-694,4-30,AGNSC.19518670-694114A
115,115A,AGN,SC.19,Colonia,Criminales (Juicios),5,19,695-702,30+,AGNSC.19519695-702115A
115,115B,AGN,SC.19,Colonia,Criminales (Juicios),58,20,951-957,30+,AGNSC.195820951-957115B
115,115C,AGN,SC.19,Colonia,Criminales (Juicios),89,18,866-867,30+,AGNSC.198918866-867115C
115,115D,AGN,SC.19,Colonia,Criminales (Juicios),89,18,866-867,30+,AGNSC.198918866-867115D
115,115E,AGN,SC.19,Colonia,Criminales (Juicios),89,20,930-941,30+,AGNSC.198920930-941115E
115,115F,AGN,SC.19,Colonia,Criminales (Juicios),90,19,653-664,4-30,AGNSC.199019653-664115F
115,115G,AGN,SC.19,Colonia,Criminales (Juicios),98,26,739-883,30+,AGNSC.199826739-883115G
115,115H,AGN,SC.19,Colonia,Criminales (Juicios),102,30,812-841,4-30,AGNSC.1910230812-841115H
115,115I,AGN,SC.19,Colonia,Criminales (Juicios),104,37,977-990,4-30,AGNSC.1910437977-990115I
116,116A,AGN,SC.19,Colonia,Criminales (Juicios),5,20,703-737,30+,AGNSC.19520703-737116A
116,116B,AGN,SC.19,Colonia,Criminales (Juicios),5,20,703-737,30+,AGNSC.19520703-737116B
117,117A,AGN,SC.19,Colonia,Criminales (Juicios),5,21,738-823,30+,AGNSC.19521738-823117A
118,118A,AGN,SC.19,Colonia,Criminales (Juicios),5,22,824-832,4-30,AGNSC.19522824-832118A
119,119A,AGN,SC.19,Colonia,Criminales (Juicios),5,23,833-896,30+,AGNSC.19523833-896119A
120,120A,AGN,SC.19,Colonia,Criminales (Juicios),5,24,897-942,30+,AGNSC.19524897-942120A
121,121A,AGN,SC.19,Colonia,Criminales (Juicios),5,25,943-996,30+,AGNSC.19525943-996121A
121,121B,AGN,SC.19,Colonia,Criminales (Juicios),5,25,943-996,30+,AGNSC.19525943-996121B
122,122A,AGN,SC.19,Colonia,Criminales (Juicios),5,27,999-1000,1-3,AGNSC.19527999-1000122A
122,122B,AGN,SC.19,Colonia,Criminales (Juicios),5,27,999-1000,1-3,AGNSC.19527999-1000122B
123,123A,AGN,SC.19,Colonia,Criminales (Juicios),5,28,1001-1010,4-30,AGNSC.195281001-1010123A
124,124A,AGN,SC.19,Colonia,Criminales (Juicios),5,29,1011-1015,1-3,AGNSC.195291011-1015124A
124,124B,AGN,SC.19,Colonia,Criminales (Juicios),5,29,1011-1015,1-3,AGNSC.195291011-1015124B
125,125A,AGN,SC.19,Colonia,Criminales (Juicios),6,1,1-7,4-30,AGNSC.19611-7125A
126,126A,AGN,SC.19,Colonia,Criminales (Juicios),6,2,8-32,4-30,AGNSC.19628-32126A
127,127A,AGN,SC.19,Colonia,Criminales (Juicios),6,3,33-39,4-30,AGNSC.196333-39127A
128,128A,AGN,SC.19,Colonia,Criminales (Juicios),6,6,46-47,1-3,AGNSC.196646-47128A
129,129A,AGN,SC.19,Colonia,Criminales (Juicios),6,7,48-51,1-3,AGNSC.196748-51129A
130,130A,AGN,SC.19,Colonia,Criminales (Juicios),6,8,52-115,30+,AGNSC.196852-115130A
131,131A,AGN,SC.19,Colonia,Criminales (Juicios),6,9,116-132,4-30,AGNSC.1969116-132131A
132,132A,AGN,SC.19,Colonia,Criminales (Juicios),6,10,133-151,4-30,AGNSC.19610133-151132A
133,133A,AGN,SC.19,Colonia,Criminales (Juicios),6,11,152-252,30+,AGNSC.19611152-252133A
134,134A,AGN,SC.19,Colonia,Criminales (Juicios),6,12,253-258,4-30,AGNSC.19612253-258134A
135,135A,AGN,SC.19,Colonia,Criminales (Juicios),6,13,259-280,4-30,AGNSC.19613259-280135A
135,135B,AGN,SC.19,Colonia,Criminales (Juicios),6,13,259-280,4-30,AGNSC.19613259-280135B
135,135C,AGN,SC.19,Colonia,Criminales (Juicios),6,13,259-280,4-30,AGNSC.19613259-280135C
136,136A,AGN,SC.19,Colonia,Criminales (Juicios),6,14,281-286,4-30,AGNSC.19614281-286136A
137,137A,AGN,SC.19,Colonia,Criminales (Juicios),6,15,287-291,4-30,AGNSC.19615287-291137A
138,138A,AGN,SC.19,Colonia,Criminales (Juicios),6,16,292-334,30+,AGNSC.19616292-334138A
139,139A,AGN,SC.19,Colonia,Criminales (Juicios),6,17,335-337,4-30,AGNSC.19617335-337139A
140,140A,AGN,SC.19,Colonia,Criminales (Juicios),6,18,338-347,4-30,AGNSC.19618338-347140A
141,141A,AGN,SC.19,Colonia,Criminales (Juicios),6,19,348-396,30+,AGNSC.19619348-396141A
142,142A,AGN,SC.19,Colonia,Criminales (Juicios),6,20,397-402,4-30,AGNSC.19620397-402142A
143,143A,AGN,SC.19,Colonia,Criminales (Juicios),6,21,403-410,4-30,AGNSC.19621403-410143A
144,144A,AGN,SC.19,Colonia,Criminales (Juicios),6,22,411-418,4-30,AGNSC.19622411-418144A
144,144B,AGN,SC.19,Colonia,Criminales (Juicios),6,22,411-418,4-30,AGNSC.19622411-418144B
145,145A,AGN,SC.19,Colonia,Criminales (Juicios),6,23,419-424,4-30,AGNSC.19623419-424145A
146,146A,AGN,SC.19,Colonia,Criminales (Juicios),6,24,424-435,4-30,AGNSC.19624424-435146A
147,147A,AGN,SC.19,Colonia,Criminales (Juicios),6,25,436-446,30+,AGNSC.19625436-446147A
147,147B,AGN,SC.19,Colonia,Criminales (Juicios),6,25,436-446,30+,AGNSC.19625436-446147B
148,148A,AGN,SC.19,Colonia,Criminales (Juicios),6,26,447-485,30+,AGNSC.19626447-485148A
149,149A,AGN,SC.19,Colonia,Criminales (Juicios),6,27,486-524,30+,AGNSC.19627486-524149A
149,149B,AGN,SC.19,Colonia,Criminales (Juicios),6,29,533-544,30+,AGNSC.19629533-544149B
150,150A,AGN,SC.19,Colonia,Criminales (Juicios),6,28,525-532,4-30,AGNSC.19628525-532150A
151,151A,AGN,SC.19,Colonia,Criminales (Juicios),6,30,545-632,30+,AGNSC.19630545-632151A
151,151B,AGN,SC.19,Colonia,Criminales (Juicios),6,30,545-632,30+,AGNSC.19630545-632151B
152,152A,AGN,SC.19,Colonia,Criminales (Juicios),6,31,633-679,30+,AGNSC.19631633-679152A
153,153A,AGN,SC.19,Colonia,Criminales (Juicios),6,32,680-694,4-30,AGNSC.19632680-694153A
154,154A,AGN,SC.19,Colonia,Criminales (Juicios),6,33,695-733,30+,AGNSC.19633695-733154A
155,155A,AGN,SC.19,Colonia,Criminales (Juicios),6,34,695-733,30+,AGNSC.19634695-733155A
155,155B,AGN,SC.19,Colonia,Criminales (Juicios),6,34,695-733,30+,AGNSC.19634695-733155B
156,156A,AGN,SC.19,Colonia,Criminales (Juicios),6,35,768-822,30+,AGNSC.19635768-822156A
156,156B,AGN,SC.19,Colonia,Criminales (Juicios),6,35,768-822,30+,AGNSC.19635768-822156B
156,156C,AGN,SC.19,Colonia,Criminales (Juicios),6,35,768-822,30+,AGNSC.19635768-822156C
156,156D,AGN,SC.19,Colonia,Criminales (Juicios),6,35,768-822,30+,AGNSC.19635768-822156D
157,157A,AGN,SC.19,Colonia,Criminales (Juicios),6,36,823-831,4-30,AGNSC.19636823-831157A
158,158A,AGN,SC.19,Colonia,Criminales (Juicios),6,37,832-1005,30+,AGNSC.19637832-1005158A
158,158B,AGN,SC.19,Colonia,Criminales (Juicios),6,37,832-1005,30+,AGNSC.19637832-1005158B
158,158C,AGN,SC.19,Colonia,Criminales (Juicios),6,37,832-1005,30+,AGNSC.19637832-1005158C
158,158D,AGN,SC.19,Colonia,Criminales (Juicios),6,37,832-1005,30+,AGNSC.19637832-1005158D
158,158E,AGN,SC.19,Colonia,Criminales (Juicios),6,37,832-1005,30+,AGNSC.19637832-1005158E
159,159A,AGN,SC.19,Colonia,Criminales (Juicios),6,38,1006-1012,4-30,AGNSC.196381006-1012159A
160,160A,AGN,SC.19,Colonia,Criminales (Juicios),6,39,1013-1049,30+,AGNSC.196391013-1049160A
161,161A,AGN,SC.19,Colonia,Criminales (Juicios),7,1,1-17,4-30,AGNSC.19711-17161A
162,162A,AGN,SC.19,Colonia,Criminales (Juicios),7,2,18-41,4-30,AGNSC.197218-41162A
163,163A,AGN,SC.19,Colonia,Criminales (Juicios),7,3,42-331,30+,AGNSC.197342-331163A
164,164A,AGN,SC.19,Colonia,Criminales (Juicios),7,4,332-349,4-30,AGNSC.1974332-349164A
165,165A,AGN,SC.19,Colonia,Criminales (Juicios),7,5,350-362,4-30,AGNSC.1975350-362165A
166,166A,AGN,SC.19,Colonia,Criminales (Juicios),7,6,363-373,4-30,AGNSC.1976363-373166A
167,167A,AGN,SC.19,Colonia,Criminales (Juicios),7,7,374-378,4-30,AGNSC.1977374-378167A
167,167B,AGN,SC.19,Colonia,Criminales (Juicios),7,7,374-378,4-30,AGNSC.1977374-378167B
168,168A,AGN,SC.19,Colonia,Criminales (Juicios),7,8,379-421,30+,AGNSC.1978379-421168A
168,168B,AGN,SC.19,Colonia,Criminales (Juicios),7,8,379-421,30+,AGNSC.1978379-421168B
169,169A,AGN,SC.19,Colonia,Criminales (Juicios),7,9,422-452,30+,AGNSC.1979422-452169A
170,170A,AGN,SC.19,Colonia,Criminales (Juicios),7,10,453-455,1-3,AGNSC.19710453-455170A
