ID_Caso,TipoProceso,MujeresMencionadas,FechaInicial,Fecha_Final
1086,Proceso judicial criminal identificable,,1760,1760
1087,Proceso judicial criminal identificable,,1809,1809
1088,Proceso judicial criminal identificable,1,1809,1809
1089,Proceso judicial criminal identificable,,1799,1801
1090,Proceso judicial criminal identificable,,1806,1806
1091,Proceso judicial criminal identificable,,1760,1760
1092,Proceso judicial criminal identificable,,1754,1754
1093,Proceso judicial criminal identificable,1,1801,1801
1094,Proceso judicial criminal identificable,,1792,1792
1095,Proceso judicial criminal identificable,,1806,1806
1096,Proceso judicial criminal identificable,1,1790,1790
1097,Proceso judicial criminal identificable,,1707,1707
1098,Proceso judicial criminal identificable,1,1804,1804
1099,Proceso judicial criminal identificable,,1785,1785
1100,Proceso judicial criminal identificable,,1787,1787
1101,Proceso judicial criminal identificable,,1808,1808
1102,Proceso judicial criminal identificable,,1805,1805
1103,Proceso judicial criminal identificable,,1797,1797
1104,Proceso judicial criminal identificable,1,1612,1612
1105,Proceso judicial criminal identificable,,1744,1744
1106,Proceso judicial criminal identificable,,1800,1803
1107,Proceso judicial criminal identificable,1,1762,1762
1108,Proceso judicial criminal identificable,,1755,1756
1109,Proceso judicial criminal identificable,,1807,1807
1110,Proceso judicial criminal identificable,,1766,1766
1111,Proceso judicial criminal identificable,,1795,1795
1112,Proceso judicial criminal identificable,1,1804,1804
1113,Proceso judicial criminal identificable,,1586,1586
1114,Proceso judicial criminal identificable,,1639,1639
1115,Proceso judicial criminal identificable,,1640,1640
1116,Proceso judicial criminal identificable,1,1797,1797
1117,No es un proceso penal con delito identificable,,1810,1810
1118,Proceso judicial criminal identificable,,1809,1809
1119,Proceso judicial criminal identificable,,1806,1806
1120,Proceso judicial criminal identificable,1,1806,1806
1121,Proceso judicial criminal identificable,,1800,1800
1122,Proceso judicial criminal identificable,1,1804,1804
1123,Proceso judicial criminal identificable,1,1799,1803
1124,Proceso judicial criminal identificable,,1802,1802
1125,Proceso judicial criminal identificable,,1810,1810
1126,Proceso judicial criminal identificable,,1810,1810
1127,Proceso judicial criminal identificable,1,1772,1772
1128,Proceso judicial criminal identificable,,1797,1797
1129,Proceso judicial criminal identificable,,1805,1805
1130,Proceso judicial criminal identificable,,1772,1772
1131,Proceso judicial criminal identificable,,1774,1774
1132,Proceso judicial criminal identificable,,1595,1595
1133,Proceso judicial criminal identificable,,1809,1809
1134,Proceso judicial criminal identificable,,1796,1796
1135,Proceso judicial criminal identificable,,1638,1638
1136,No es un proceso penal con delito identificable,,1777,1778
1137,Proceso judicial criminal identificable,,1801,1801
1138,Proceso judicial criminal identificable,1,1810,1810
1139,Proceso judicial criminal identificable,1,1591,1591
1140,Proceso judicial criminal identificable,,1754,1754
1141,Proceso judicial criminal identificable,,1760,1760
1142,Proceso judicial criminal identificable,1,1800,1800
1143,Proceso judicial criminal identificable,1,1798,1798
1144,Proceso judicial criminal identificable,,1803,1803
1145,Proceso judicial criminal identificable,,1621,1621
1146,Proceso judicial criminal identificable,,1804,1804
1147,Proceso judicial criminal identificable,,1797,1797
1148,Proceso judicial criminal identificable,,1803,1803
1149,Proceso judicial criminal identificable,,1587,1587
1150,Proceso judicial criminal identificable,,1572,1572
1151,Proceso judicial criminal identificable,,1801,1801
1152,Proceso judicial criminal identificable,,1751,1751
1153,Proceso judicial criminal identificable,,1794,1794
1154,Proceso judicial criminal identificable,,1756,1756
1155,Proceso judicial criminal identificable,,1808,1808
1156,Proceso judicial criminal identificable,1,1789,1789
1157,Proceso judicial criminal identificable,,1798,1798
1158,Proceso judicial criminal identificable,1,1806,1806
1159,Proceso judicial criminal identificable,,1795,1795
1160,Proceso judicial criminal identificable,,1805,1805
1161,Proceso judicial criminal identificable,1,1777,1777
1162,Proceso judicial criminal identificable,,1793,1796
1163,Proceso judicial criminal identificable,,1718,1718
1164,Proceso judicial criminal identificable,,1809,1809
1165,Proceso judicial criminal identificable,,1809,1809
1166,Proceso judicial criminal identificable,,1807,1807
1167,Proceso judicial criminal identificable,,1804,1804
1168,Proceso judicial criminal identificable,,1635,1635
1169,Proceso judicial criminal identificable,,1806,1806
1170,Proceso judicial criminal identificable,,1790,1791
1171,Proceso judicial criminal identificable,,1809,1809
1172,Proceso judicial criminal identificable,1,1809,1809
1173,Proceso judicial criminal identificable,,1799,1799
1174,Proceso judicial criminal identificable,,1796,1796
1175,Proceso judicial criminal identificable,,1803,1803
1176,Proceso judicial criminal identificable,,1792,1792
1177,Proceso judicial criminal identificable,,1761,1761
1178,Proceso judicial criminal identificable,,1657,1657
1179,Proceso judicial criminal identificable,,1779,1779
1180,Proceso judicial criminal identificable,1,1800,1800
1181,Proceso judicial criminal identificable,,1808,1808
1182,Proceso judicial criminal identificable,,1592,1592
1183,Proceso judicial criminal identificable,,1612,1612
1184,Proceso judicial criminal identificable,,1800,1800
1185,Proceso judicial criminal identificable,1,1800,1800
1186,Proceso judicial criminal identificable,,1807,1807
1187,Proceso judicial criminal identificable,,1764,1764
1188,No es un proceso penal con delito identificable,,1800,1800
1189,Proceso judicial criminal identificable,1,1803,1803
1190,Proceso judicial criminal identificable,,1808,1808
1191,No es un proceso penal con delito identificable,,1803,1803
1192,No es un proceso penal con delito identificable,,1802,1802
1193,No es un proceso penal con delito identificable,,1803,1803
1194,No es un proceso penal con delito identificable,,1803,1803
1195,No es un proceso penal con delito identificable,,1803,1803
1196,Proceso judicial criminal identificable,,1810,1810
1197,Proceso judicial criminal identificable,,1800,1800
1198,Proceso judicial criminal identificable,1,1773,1773
1199,Proceso judicial criminal identificable,,1806,1806
1200,Proceso judicial criminal identificable,,1759,1759
1201,Proceso judicial criminal identificable,,1799,1799
1202,Proceso judicial criminal identificable,,1804,1804
1203,Proceso judicial criminal identificable,,1803,1803
1204,Proceso judicial criminal identificable,1,1757,1758
1205,Proceso judicial criminal identificable,,1791,1791
1206,No es un proceso penal con delito identificable,,1800,1800
1207,No es un proceso penal con delito identificable,,1802,1802
1208,Proceso judicial criminal identificable,1,1804,1804
1209,Proceso judicial criminal identificable,,1781,1781
1210,Proceso judicial criminal identificable,1,1809,1809
1211,Proceso judicial criminal identificable,,1808,1809
1212,Proceso judicial criminal identificable,,1776,1776
1213,Proceso judicial criminal identificable,,1768,1768
1214,Proceso judicial criminal identificable,,1804,1804
1215,Proceso judicial criminal identificable,,1801,1801
1216,Proceso judicial criminal identificable,,1807,1807
1217,Proceso judicial criminal identificable,,1801,1801
1218,Proceso judicial criminal identificable,,1787,1787
1219,Proceso judicial criminal identificable,,1801,1801
1220,Proceso judicial criminal identificable,,1805,1805
1221,Proceso judicial criminal identificable,1,1805,1805
1222,Proceso judicial criminal identificable,,1755,1755
1223,Proceso judicial criminal identificable,1,1806,1806
1224,Proceso judicial criminal identificable,,1775,1775
1225,Proceso judicial criminal identificable,,1805,1805
1226,Proceso judicial criminal identificable,,1807,1807
1227,Proceso judicial criminal identificable,,1769,1771
1228,Proceso judicial criminal identificable,,1776,1776
1229,Proceso judicial criminal identificable,,1767,1767
1230,Proceso judicial criminal identificable,,1765,1765
1231,Proceso judicial criminal identificable,,1777,1784
1232,No es un proceso penal con delito identificable,,1728,1728
1233,Proceso judicial criminal identificable,,1742,1742
1234,Proceso judicial criminal identificable,,1765,1765
1235,Proceso judicial criminal identificable,,1793,1793
1236,Proceso judicial criminal identificable,,1743,1743
1237,Proceso judicial criminal identificable,,1716,1716
1238,Proceso judicial criminal identificable,,1803,1803
1239,Proceso judicial criminal identificable,1,1801,1801
1240,Proceso judicial criminal identificable,,1767,1767
1241,Proceso judicial criminal identificable,,1809,1809
1242,Proceso judicial criminal identificable,,1766,1766
1243,Proceso judicial criminal identificable,,1801,1801
1244,Proceso judicial criminal identificable,,1705,1705
1245,Proceso judicial criminal identificable,,1766,1766
1246,Proceso judicial criminal identificable,,1804,1804
1247,Proceso judicial criminal identificable,,1791,1791
1248,Proceso judicial criminal identificable,1,1553,1553
1249,Proceso judicial criminal identificable,,1748,1748
1250,No es un proceso penal con delito identificable,,1573,1573
1251,No es un proceso penal con delito identificable,,1806,1806
1252,Proceso judicial criminal identificable,,1789,1789
1253,Proceso judicial criminal identificable,1,1795,1795
1254,Proceso judicial criminal identificable,,1788,1788
1255,Proceso judicial criminal identificable,,1801,1801
1256,Proceso judicial criminal identificable,1,1795,1795
1257,Proceso judicial criminal identificable,,1809,1809
1258,Proceso judicial criminal identificable,,1782,1782
1259,Proceso judicial criminal identificable,1,1787,1787
1260,No es un proceso penal con delito identificable,,1755,1755
1261,No es un proceso penal con delito identificable,,1774,1774
1262,Proceso judicial criminal identificable,,1775,1775
1263,Proceso judicial criminal identificable,,1762,1762
1264,No es un proceso penal con delito identificable,,1745,1745
1265,No es un proceso penal con delito identificable,,1764,1764
1266,No es un proceso penal con delito identificable,,1778,1778
1267,No es un proceso penal con delito identificable,,1788,1788
1268,Proceso judicial criminal identificable,,1745,1745
1269,Proceso judicial criminal identificable,,1803,1803
1270,Proceso judicial criminal identificable,,1808,1808
1271,Proceso judicial criminal identificable,,1806,1806
1272,Proceso judicial criminal identificable,,1800,1800
1273,Proceso judicial criminal identificable,,1705,1705
1274,Proceso judicial criminal identificable,1,1801,1801
1275,Proceso judicial criminal identificable,1,1797,1797
1276,Proceso judicial criminal identificable,,1735,1735
1277,Proceso judicial criminal identificable,,1783,1783
1278,Proceso judicial criminal identificable,1,1720,1720
1279,Proceso judicial criminal identificable,,1791,1791
1280,Proceso judicial criminal identificable,,1806,1806
1281,Proceso judicial criminal identificable,1,1724,1724
1282,Proceso judicial criminal identificable,,1588,1588
1283,Proceso judicial criminal identificable,,1793,1793
1284,Proceso judicial criminal identificable,,1800,1800
1285,Proceso judicial criminal identificable,1,1794,1794
1286,Proceso judicial criminal identificable,,1790,1790
1287,Proceso judicial criminal identificable,1,1800,1800
1288,Proceso judicial criminal identificable,,1752,1752
1289,Proceso judicial criminal identificable,,1804,1804
1290,Proceso judicial criminal identificable,1,1786,1786
1291,Proceso judicial criminal identificable,,1772,1772
1292,Proceso judicial criminal identificable,1,1797,1802
1293,Proceso judicial criminal identificable,,1768,1768
1294,Proceso judicial criminal identificable,1,1805,1805
1295,Proceso judicial criminal identificable,1,1807,1808
1296,Proceso judicial criminal identificable,1,1809,1809
1297,Proceso judicial criminal identificable,,1800,1800
1298,Proceso judicial criminal identificable,,1807,1807
1299,Proceso judicial criminal identificable,1,1806,1806
1300,Proceso judicial criminal identificable,,1801,1801
1301,Proceso judicial criminal identificable,,1760,1775
1302,Proceso judicial criminal identificable,1,1778,1778
1303,Proceso judicial criminal identificable,,1714,1714
1304,Proceso judicial criminal identificable,,1758,1758
1305,Proceso judicial criminal identificable,,1795,1795
1306,Proceso judicial criminal identificable,1,1797,1798
1307,Proceso judicial criminal identificable,,1805,1805
1308,Proceso judicial criminal identificable,,1805,1805
1309,Proceso judicial criminal identificable,,1801,1801
1310,Proceso judicial criminal identificable,,1795,1795
1311,Proceso judicial criminal identificable,,1761,1761
1312,Proceso judicial criminal identificable,,1782,1782
1313,Proceso judicial criminal identificable,,1799,1802
1314,Proceso judicial criminal identificable,,1803,1803
1315,Proceso judicial criminal identificable,,1804,1804
1316,Proceso judicial criminal identificable,,1805,1805
1317,No es un proceso penal con delito identificable,,1803,1803
1318,Proceso judicial criminal identificable,,1808,1808
1319,No es un proceso penal con delito identificable,,1804,1804
1320,Proceso judicial criminal identificable,,1803,1803
1321,Proceso judicial criminal identificable,,1768,1768
1322,Proceso judicial criminal identificable,,1805,1805
1323,Proceso judicial criminal identificable,,1792,1792
1324,Proceso judicial criminal identificable,,1777,1777
1325,Proceso judicial criminal identificable,,1796,1796
1326,Proceso judicial criminal identificable,1,1791,1791
1327,Proceso judicial criminal identificable,,1790,1790
1328,Proceso judicial criminal identificable,,1796,1796
1329,No es un proceso penal con delito identificable,,1793,1793
1330,No es un proceso penal con delito identificable,,1793,1793
1331,No es un proceso penal con delito identificable,,1806,1806
1332,Proceso judicial criminal identificable,,1803,1803
1333,No es un proceso penal con delito identificable,,1794,1794
1334,Proceso judicial criminal identificable,,1638,1638
1335,Proceso judicial criminal identificable,1,1805,1805
1336,Proceso judicial criminal identificable,,1800,1800
1337,Proceso judicial criminal identificable,,1803,1803
1338,Proceso judicial criminal identificable,1,1806,1806
1339,Proceso judicial criminal identificable,,1762,1762
1340,Proceso judicial criminal identificable,,1804,1804
1341,Proceso judicial criminal identificable,1,1721,1721
1342,Proceso judicial criminal identificable,,1788,1788
1343,Proceso judicial criminal identificable,1,1804,1804
1344,Proceso judicial criminal identificable,1,1724,1724
1345,Proceso judicial criminal identificable,,1798,1798
1346,Proceso judicial criminal identificable,,1800,1800
1347,Proceso judicial criminal identificable,,1794,1794
1348,Proceso judicial criminal identificable,1,1804,1804
1349,Proceso judicial criminal identificable,,1801,1801
1350,Proceso judicial criminal identificable,1,1803,1803
1351,Proceso judicial criminal identificable,1,1799,1799
1352,Proceso judicial criminal identificable,1,1762,1762
1353,Proceso judicial criminal identificable,1,1801,1801
1354,Proceso judicial criminal identificable,,1752,1752
1355,Proceso judicial criminal identificable,1,1801,1803
1356,No es un proceso penal con delito identificable,,1552,1552
1357,Proceso judicial criminal identificable,,1794,1795
1358,Proceso judicial criminal identificable,,1746,1746
1359,Proceso judicial criminal identificable,,1772,1772
1360,Proceso judicial criminal identificable,,1805,1805
1361,Proceso judicial criminal identificable,,1807,1807
1362,Proceso judicial criminal identificable,,1606,1606
1363,Proceso judicial criminal identificable,,1807,1807
1364,Proceso judicial criminal identificable,,1808,1808
1365,Proceso judicial criminal identificable,1,1808,1808
1366,Proceso judicial criminal identificable,,1788,1788
1367,Proceso judicial criminal identificable,,1774,1774
1368,Proceso judicial criminal identificable,,1802,1802
1369,Proceso judicial criminal identificable,,1806,1806
1370,Proceso judicial criminal identificable,,1759,1759
1371,Proceso judicial criminal identificable,,1800,1800
1372,Proceso judicial criminal identificable,,1719,1719
1373,Proceso judicial criminal identificable,1,1808,1808
1374,Proceso judicial criminal identificable,,1807,1807
1375,Proceso judicial criminal identificable,,1795,1795
1376,Proceso judicial criminal identificable,,1807,1807
1377,Proceso judicial criminal identificable,,1790,1790
1378,Proceso judicial criminal identificable,,1760,1760
1379,Proceso judicial criminal identificable,,1790,1790
1380,Proceso judicial criminal identificable,,1797,1797
1381,Proceso judicial criminal identificable,1,1780,1780
1382,No es un proceso penal con delito identificable,,1792,1792
1383,Proceso judicial criminal identificable,,1799,1799
1384,Proceso judicial criminal identificable,,1774,1774
1385,Proceso judicial criminal identificable,,1807,1807
1386,Proceso judicial criminal identificable,,1801,1801
1387,Proceso judicial criminal identificable,,1801,1801
1388,Proceso judicial criminal identificable,1,1809,1809
1389,Proceso judicial criminal identificable,,1809,1809
1390,No es un proceso penal con delito identificable,,1809,1809
1391,Proceso judicial criminal identificable,,1809,1809
1392,Proceso judicial criminal identificable,,1805,1805
1393,Proceso judicial criminal identificable,,1805,1805
1394,Proceso judicial criminal identificable,,1802,1802
1395,Proceso judicial criminal identificable,1,1621,1621
1396,Proceso judicial criminal identificable,,1790,1790
1397,Proceso judicial criminal identificable,1,1742,1742
1398,Proceso judicial criminal identificable,,1807,1807
1399,Proceso judicial criminal identificable,1,1798,1798
1400,Proceso judicial criminal identificable,,1803,1803
1401,Proceso judicial criminal identificable,,1803,1803
1402,Proceso judicial criminal identificable,,1803,1803
1403,Proceso judicial criminal identificable,,1788,1788
1404,Proceso judicial criminal identificable,,1794,1794
1405,Proceso judicial criminal identificable,1,1775,1775
1406,Proceso judicial criminal identificable,1,1809,1809
1407,Proceso judicial criminal identificable,,1798,1798
1408,Proceso judicial criminal identificable,1,1802,1802
1409,Proceso judicial criminal identificable,,1801,1802
1410,Proceso judicial criminal identificable,,1804,1804
1411,Proceso judicial criminal identificable,,1681,1681
1412,Proceso judicial criminal identificable,,1807,1807
1413,Proceso judicial criminal identificable,1,1797,1797
1414,Proceso judicial criminal identificable,1,1627,1627
1415,Proceso judicial criminal identificable,,1755,1755
1416,No es un proceso penal con delito identificable,,1779,1779
1417,No es un proceso penal con delito identificable,,1777,1777
1418,No es un proceso penal con delito identificable,,1772,1772
1419,No es un proceso penal con delito identificable,,1777,1777
1420,No es un proceso penal con delito identificable,,1798,1798
1421,No es un proceso penal con delito identificable,,1784,1784
1422,No es un proceso penal con delito identificable,,1777,1777
1423,No es un proceso penal con delito identificable,,null,null
1424,No es un proceso penal con delito identificable,,1798,1798
1425,No es un proceso penal con delito identificable,,1777,1777
1426,No es un proceso penal con delito identificable,,1790,1790
1427,No es un proceso penal con delito identificable,,1770,1770
1428,No es un proceso penal con delito identificable,,1773,1773
1429,No es un proceso penal con delito identificable,,1759,1759
1430,No es un proceso penal con delito identificable,,1780,1780
1431,Proceso judicial criminal identificable,,1782,1782
1432,No es un proceso penal con delito identificable,,1767,1767
1433,No es un proceso penal con delito identificable,,1724,1724
1434,No es un proceso penal con delito identificable,,1772,1772
1435,No es un proceso penal con delito identificable,,1754,1754
1436,No es un proceso penal con delito identificable,,1776,1776
1437,No es un proceso penal con delito identificable,,1775,1775
1438,No es un proceso penal con delito identificable,,1748,1748
1439,No es un proceso penal con delito identificable,,1749,1749
1440,No es un proceso penal con delito identificable,,1744,1744
1441,No es un proceso penal con delito identificable,,1798,1798
1442,Proceso judicial criminal identificable,1,1787,1787
1443,Proceso judicial criminal identificable,,1803,1803
1444,No es un proceso penal con delito identificable,,1747,1747
1445,Proceso judicial criminal identificable,,1801,1801
1446,No es un proceso penal con delito identificable,,1596,1596
1447,No es un proceso penal con delito identificable,,1740,1740
1448,Proceso judicial criminal identificable,,1776,1777
1449,Proceso judicial criminal identificable,,1741,1776
1450,No es un proceso penal con delito identificable,,1764,1764
1451,No es un proceso penal con delito identificable,,1776,1776
1452,No es un proceso penal con delito identificable,,1776,1776
1453,No es un proceso penal con delito identificable,,1783,1783
1454,Proceso judicial criminal identificable,,1807,1807
1455,Proceso judicial criminal identificable,,1756,1756
1456,Proceso judicial criminal identificable,,1808,1808
1457,Proceso judicial criminal identificable,,1787,1787
1458,Proceso judicial criminal identificable,,1802,1804
1459,Proceso judicial criminal identificable,,1808,1808
1460,Proceso judicial criminal identificable,,1655,1655
1461,Proceso judicial criminal identificable,,1807,1807
1462,Proceso judicial criminal identificable,1,1800,1800
1463,Proceso judicial criminal identificable,1,1808,1808
1464,Proceso judicial criminal identificable,,1804,1804
1465,Proceso judicial criminal identificable,,1786,1786
1466,Proceso judicial criminal identificable,,1724,1724
1467,Proceso judicial criminal identificable,,1662,1662
1468,Proceso judicial criminal identificable,,1790,1790
1469,Proceso judicial criminal identificable,,1772,1772
1470,Proceso judicial criminal identificable,,1681,1681
1471,Proceso judicial criminal identificable,,1759,1759
1472,Proceso judicial criminal identificable,,1807,1807
1473,Proceso judicial criminal identificable,,1783,1783
1474,Proceso judicial criminal identificable,,1801,1801
1475,Proceso judicial criminal identificable,1,1802,1804
1476,Proceso judicial criminal identificable,,1807,1807
1477,Proceso judicial criminal identificable,,1606,1606
1478,Proceso judicial criminal identificable,,1797,1799
1479,Proceso judicial criminal identificable,,1803,1803
1480,Proceso judicial criminal identificable,,1795,1795
1481,Proceso judicial criminal identificable,,1756,1756
1482,Proceso judicial criminal identificable,,1794,1794
1483,Proceso judicial criminal identificable,,1808,1808
1484,Proceso judicial criminal identificable,,1808,1808
1485,No es un proceso penal con delito identificable,,1807,1807
1486,Proceso judicial criminal identificable,,1791,1791
1487,Proceso judicial criminal identificable,,1770,1770
1488,Proceso judicial criminal identificable,,1614,1614
1489,Proceso judicial criminal identificable,,1591,1591
1490,Proceso judicial criminal identificable,,1777,1777
1491,Proceso judicial criminal identificable,,1759,1759
1492,Proceso judicial criminal identificable,,1797,1797
1493,Proceso judicial criminal identificable,1,1632,1632
1494,Proceso judicial criminal identificable,,1765,1765
1495,Proceso judicial criminal identificable,,1798,1798
1496,Proceso judicial criminal identificable,,1807,1807
1497,Proceso judicial criminal identificable,,1800,1800
1498,Proceso judicial criminal identificable,,1758,1758
1499,Proceso judicial criminal identificable,1,1553,1553
1500,Proceso judicial criminal identificable,,1590,1590
1501,Proceso judicial criminal identificable,,1781,1781
1502,No es un proceso penal con delito identificable,,1805,1805
1503,No es un proceso penal con delito identificable,,1707,1707
1504,No es un proceso penal con delito identificable,,1764,1764
1505,No es un proceso penal con delito identificable,,1777,1777
1506,No es un proceso penal con delito identificable,,1764,1764
1507,No es un proceso penal con delito identificable,,1748,1748
1508,No es un proceso penal con delito identificable,,1788,1788
1509,No es un proceso penal con delito identificable,,1783,1783
1510,Proceso judicial criminal identificable,,1759,1759
1511,Proceso judicial criminal identificable,1,1760,1760
1512,Proceso judicial criminal identificable,1,1604,1604
1513,Proceso judicial criminal identificable,,1808,1808
1514,Proceso judicial criminal identificable,,1809,1809
1515,Proceso judicial criminal identificable,1,1805,1805
1516,Proceso judicial criminal identificable,,1808,1808
1517,No es un proceso penal con delito identificable,,1723,1723
1518,No es un proceso penal con delito identificable,,1768,1768
1519,No es un proceso penal con delito identificable,,1762,1762
1520,Proceso judicial criminal identificable,,1799,1799
1521,Proceso judicial criminal identificable,,1803,1803
1522,Proceso judicial criminal identificable,,1727,1727
1523,Proceso judicial criminal identificable,1,1727,1727
1524,Proceso judicial criminal identificable,1,1741,1741
1525,Proceso judicial criminal identificable,,1795,1795
1526,Proceso judicial criminal identificable,1,1781,1781
1527,Proceso judicial criminal identificable,1,1595,1595
1528,No es un proceso penal con delito identificable,,1769,1769
1529,Proceso judicial criminal identificable,1,1634,1634
1530,Proceso judicial criminal identificable,,1796,1796
1531,Proceso judicial criminal identificable,1,1804,1804
1532,Proceso judicial criminal identificable,,1605,1605
1533,Proceso judicial criminal identificable,1,1796,1796
1534,No es un proceso penal con delito identificable,,1807,1807
1535,Proceso judicial criminal identificable,,1603,1603
1536,Proceso judicial criminal identificable,,1568,1568
1537,No es un proceso penal con delito identificable,,1809,1809
1538,Proceso judicial criminal identificable,1,1789,1789
1539,Proceso judicial criminal identificable,,1797,1797
1540,Proceso judicial criminal identificable,,1768,1768
1541,Proceso judicial criminal identificable,,1762,1762
1542,Proceso judicial criminal identificable,,1648,1648
1543,Proceso judicial criminal identificable,,1798,1798
1544,Proceso judicial criminal identificable,1,1722,1722
1545,Proceso judicial criminal identificable,,1801,1801
1546,Proceso judicial criminal identificable,1,1757,1757
1547,Proceso judicial criminal identificable,1,1800,1800
1548,Proceso judicial criminal identificable,,1805,1805
1549,Proceso judicial criminal identificable,,1574,1574
1550,Proceso judicial criminal identificable,,1797,1797
1551,Proceso judicial criminal identificable,,1732,1732
1552,No es un proceso penal con delito identificable,,1675,1675
1553,Proceso judicial criminal identificable,1,1795,1795
1554,No es un proceso penal con delito identificable,,1771,1771
1555,No es un proceso penal con delito identificable,,1756,1756
1556,Proceso judicial criminal identificable,1,1754,1754
1557,Proceso judicial criminal identificable,,1560,1560
1558,Proceso judicial criminal identificable,,1630,1630
1559,Proceso judicial criminal identificable,,1805,1805
1560,Proceso judicial criminal identificable,,1809,1809
1561,Proceso judicial criminal identificable,,1768,1768
1562,Proceso judicial criminal identificable,,1788,1803
1563,No es un proceso penal con delito identificable,,1750,1750
1564,Proceso judicial criminal identificable,,1807,1807
1565,Proceso judicial criminal identificable,,1764,1764
1566,Proceso judicial criminal identificable,,1754,1755
1567,Proceso judicial criminal identificable,,1799,1799
1568,Proceso judicial criminal identificable,,1631,1631
1569,Proceso judicial criminal identificable,,1790,1790
1570,Proceso judicial criminal identificable,,1758,1758
1571,No es un proceso penal con delito identificable,,1798,1798
1572,Proceso judicial criminal identificable,1,1803,1803
1573,Proceso judicial criminal identificable,1,1772,1772
1574,Proceso judicial criminal identificable,1,1792,1792
1575,Proceso judicial criminal identificable,1,1807,1807
1576,Proceso judicial criminal identificable,,1696,1696
1577,Proceso judicial criminal identificable,,1610,1610
1578,No es un proceso penal con delito identificable,,1791,1791
1579,Proceso judicial criminal identificable,,1679,1679
1580,Proceso judicial criminal identificable,,1756,1756
1581,Proceso judicial criminal identificable,,1753,1753
1582,Proceso judicial criminal identificable,,1624,1624
1583,Proceso judicial criminal identificable,,1806,1806
1584,Proceso judicial criminal identificable,1,1776,1776
1585,No es un proceso penal con delito identificable,,1754,1754
1586,No es un proceso penal con delito identificable,,1773,1773
1587,No es un proceso penal con delito identificable,,1802,1802
1588,Proceso judicial criminal identificable,,1807,1807
1589,Proceso judicial criminal identificable,,1757,1757
1590,No es un proceso penal con delito identificable,,1802,1802
1591,Proceso judicial criminal identificable,,1798,1798
1592,Proceso judicial criminal identificable,,1580,1580
1593,Proceso judicial criminal identificable,,1573,1573
1594,Proceso judicial criminal identificable,1,1802,1802
1595,Proceso judicial criminal identificable,,1748,1748
1596,Proceso judicial criminal identificable,,1797,1798
1597,No es un proceso penal con delito identificable,,1777,1777
1598,Proceso judicial criminal identificable,,1809,1809
1599,Proceso judicial criminal identificable,,1762,1762
1600,Proceso judicial criminal identificable,,1809,1809
1601,Proceso judicial criminal identificable,,1727,1727
1602,No es un proceso penal con delito identificable,,1752,1754
1603,Proceso judicial criminal identificable,,1746,1747
1604,Proceso judicial criminal identificable,,1788,1797
1605,Proceso judicial criminal identificable,,1631,1631
1606,Proceso judicial criminal identificable,,1784,1784
1607,Proceso judicial criminal identificable,1,1678,1678
1608,Proceso judicial criminal identificable,1,1698,1698
1609,Proceso judicial criminal identificable,,1798,1798
1610,Proceso judicial criminal identificable,1,1779,1779
1611,Proceso judicial criminal identificable,,1612,1612
1612,No es un proceso penal con delito identificable,,1693,1693
1613,Proceso judicial criminal identificable,,1784,1784
1614,Proceso judicial criminal identificable,,1650,1650
1615,Proceso judicial criminal identificable,,1692,1692
1616,Proceso judicial criminal identificable,1,1803,1803
1617,Proceso judicial criminal identificable,,1611,1611
1618,Proceso judicial criminal identificable,,1564,1564
1619,Proceso judicial criminal identificable,,1807,1807
1620,Proceso judicial criminal identificable,1,1654,1654
1621,Proceso judicial criminal identificable,,1788,1788
1622,Proceso judicial criminal identificable,,1786,1786
1623,Proceso judicial criminal identificable,1,1708,1708
1624,Proceso judicial criminal identificable,1,1803,1803
1625,Proceso judicial criminal identificable,1,1648,1648
1626,No es un proceso penal con delito identificable,,1791,1791
1627,Proceso judicial criminal identificable,1,1805,1805
1628,Proceso judicial criminal identificable,,1757,1757
1629,Proceso judicial criminal identificable,,1631,1631
1630,Proceso judicial criminal identificable,,1795,1795
1631,Proceso judicial criminal identificable,1,1783,1783
1632,Proceso judicial criminal identificable,,1617,1617
1633,Proceso judicial criminal identificable,1,1686,1686
1634,Proceso judicial criminal identificable,,1615,1615
1635,Proceso judicial criminal identificable,,1635,1635
1636,Proceso judicial criminal identificable,,1806,1806
1637,Proceso judicial criminal identificable,,1782,1782
1638,Proceso judicial criminal identificable,,1614,1614
1639,Proceso judicial criminal identificable,1,1772,1772
1640,Proceso judicial criminal identificable,,1777,1777
1641,Proceso judicial criminal identificable,,1806,1806
1642,No es un proceso penal con delito identificable,,1803,1803
1643,Proceso judicial criminal identificable,,1648,1648
1644,Proceso judicial criminal identificable,,1746,1746
1645,Proceso judicial criminal identificable,,1613,1613
1646,Proceso judicial criminal identificable,1,1725,1727
1647,Proceso judicial criminal identificable,,1785,1785
1648,Proceso judicial criminal identificable,,1645,1645
1649,Proceso judicial criminal identificable,1,1630,1630
1650,Proceso judicial criminal identificable,,1804,1804
1651,Proceso judicial criminal identificable,,1809,1809
1652,Proceso judicial criminal identificable,,1758,1758
1653,Proceso judicial criminal identificable,,1740,1740
1654,Proceso judicial criminal identificable,,1593,1593
1655,No es un proceso penal con delito identificable,,1574,1574
1656,Proceso judicial criminal identificable,1,1809,1809
1657,No es un proceso penal con delito identificable,,1598,1598
1658,Proceso judicial criminal identificable,1,1809,1809
