ID_Lugar,Lugar,Latitud,Longitud,Clasificación,País_Contemporáneo,Notas
LID217,Manta,5.008663,-73.541230,Municipio,Colombia,null
LID218,Maracaibo,10.642492,-71.614876,Municipio,Venezuela,null
LID219,Margarita (isla),10.992195126495892,-63.912163744751886,Isla,Venezuela,null
LID220,Marinilla,6.173620,-75.334702,Municipio,Colombia,null
LID221,Mariquita,5.199912,-74.897676,Municipio,Colombia,null
LID222,Matanza,7.323163,-73.015416,Municipio,Colombia,null
LID223,Medellín,6.245782,-75.567900,Municipio,Colombia,null
LID224,Melgar,4.204095,-74.642671,Municipio,Colombia,null
LID225,Mercadillo,5.87720116845638,-73.6802094193624,Sitio espesifíco,Colombia,Posiblemente sitio ubicado en Puente Nacional
LID226,Mérida,8.570124,-71.180513,Municipio,Venezuela,null
LID227,Miraflores,5.195546,-73.144090,Municipio,Colombia,null
LID228,Mogotes,6.476940,-72.970600,Municipio,Colombia,null
LID229,Molagavita,6.673833,-72.809058,Municipio,Colombia,null
LID230,Mompós,9.240817,-74.424162,Municipio,Colombia,null
LID231,Mongua,5.754396,-72.798117,Municipio,Colombia,null
LID232,Monguí,5.722309,-72.849526,Municipio,Colombia,null
LID233,Moniquirá,5.876248,-73.573291,Municipio,Colombia,null
LID234,Morcote,5.622058537981569,-72.30095698026007,Municipio,Colombia,null
LID235,Moscachí,8.749259411366276,-70.92048717435267,Cambio histórico,Venezuela,Posiblemente los indígenas de Mucuchíes que habitaron la zona Andina
LID236,Motavita,5.576458,-73.367474,Municipio,Colombia,null
LID237,Muzo,5.532393,-74.105293,Municipio,Colombia,null
LID238,Nare,6.188139615894971,-74.58161291102266,Sitio espesifíco,Colombia,null
LID239,Natagaima,3.622137,-75.095542,Municipio,Colombia,null
LID240,Nechí,8.090820,-74.779880,Municipio,Colombia,null
LID241,Neiva,2.925559,-75.290866,Municipio,Colombia,null
LID242,Nemocón,5.066490,-73.876928,Municipio,Colombia,null
LID243,Nieves,4.603090543350813,-74.06940291034967,Sitio espesifíco,Colombia,Posiblemente el barrio en Bogotá
LID244,Nimaima,5.126165,-74.385569,Municipio,Colombia,null
LID245,Nocaima,5.069671,-74.377571,Municipio,Colombia,null
LID246,Nóvita,4.955087,-76.607290,Municipio,Colombia,null
LID247,Nunchía,5.638012,-72.194572,Municipio,Colombia,null
LID248,Ocamonte,6.340636,-73.122062,Municipio,Colombia,null
LID249,Ocaña,8.247118,-73.360031,Municipio,Colombia,null
LID250,Oiba,6.264116,-73.298789,Municipio,Colombia,null
LID251,Oicatá,5.595657,-73.308355,Municipio,Colombia,null
LID252,Onzaga,6.344407,-72.817042,Municipio,Colombia,null
LID253,Otavalo,0.225788,-78.263903,Municipio,Ecuador,null
LID254,Pachavita,5.139188,-73.396488,Municipio,Colombia,null
LID255,Pacho,5.130198,-74.158375,Municipio,Colombia,null
LID256,Paipa,5.781276,-73.117517,Municipio,Colombia,null
LID257,Palencia,42.009520,-4.534385,Municipio,España,null
LID258,Pamplona,7.376416,-72.648142,Municipio,Colombia,null
LID259,Panamá (Ciudad de Panamá),9.008368,-79.486620,Municipio,Panamá,null
LID260,Páramo,6.416412,-73.169374,Municipio,Colombia,null
LID261,Pasto,1.210334,-77.281436,Municipio,Colombia,null
LID262,Patía,2.0714933178592774,-77.0517539567651,Municipio,Colombia,null
LID263,Pauna,5.657592122223264,-73.97889420796625,Municipio,Colombia,null
LID264,Pedregal,4.558974866768127,-74.52818879229537,Sitio espesifíco,Colombia,Posiblemente cerca a Anapoima 
LID265,Peladeros,4.863562805320244,-74.90779187724495,Cambio histórico,Colombia,"Hoy Lérida, tolima"
LID266,Penonomé,8.51102372486563,-80.35149332482582,Municipio,Panamá,null
LID267,Perijá ,10.001014120791593,-72.99993562677835,Región,Venezuela,Hoy Sierra de Perijá
LID268,Perú,-10.457437597145368,-75.79149399737418,País,Perú,null
LID269,Pesca,5.559075710260793,-73.0514790283845,Municipio,Colombia,null
LID270,Piedecuesta,6.985610,-73.050796,Municipio,Colombia,null
LID271,Piedras,4.542596,-74.877476,Municipio,Colombia,null
LID272,Pinchote,6.533053546869633,-73.17312285282428,Municipio,Colombia,null
LID273,Pital,2.266127,-75.805358,Municipio,Colombia,null
LID274,Plato,9.793623,-74.782590,Municipio,Colombia,null
LID275,Popayán,2.442042,-76.606332,Municipio,Colombia,null
LID276,Pore,5.726670,-71.993571,Municipio,Colombia,null
LID277,Portachuelo,7.33454424769853,-73.16559498469874,Municipio,Colombia,null
LID278,Portillo de Carora,10.180625389322087,-70.08530159271925,Cambio histórico,Venezuela,Hoy Carora Venezuela
LID279,Portobelo,9.553878357588204,-79.65564513408737,Municipio,Panamá,null
LID280,Pozonegro,6.009566403479922,-73.67162548338776,Sitio espesifíco,Colombia,Posiblemente sitio en Velez
LID281,Puebloviejo,10.993574661034579,-74.28385610899923,Municipio,Colombia,null
LID282,Puente Real,5.877179828835786,-73.67873956885228,Sitio espesifíco,Colombia,Hoy posiblemente Puente Nacional en Santander.
LID283,Puerto España,10.669690408218711,-61.51313182062263,Municipio,Trinidad y Tobago,null
LID284,Purificación,3.85993817526364,-74.92726901258405,Municipio,Colombia,null
LID285,Purno,5.209193446079777,-74.73597768987298,Sitio espesifíco,Colombia,Posiblemente cerca a Honda
LID286,Quebradanegra,5.117460,-74.479344,Municipio,Colombia,null
LID287,Quibdó,5.690596471723812,-76.66153229005337,Municipio,Colombia,null
LID288,Quiebralomo,5.444402917368353,-75.68999601748062,Sitio espesifíco,Colombia,"Posiblemente en Riosucio, Caldas"
LID289,Quito,-0.2200251920696862,-78.51208003634746,Municipio,Ecuador,null
LID290,Ramiriquí,5.401349615166551,-73.33536735541847,Municipio,Colombia,null
LID291,Ráquira,5.538122865711724,-73.63306254833228,Municipio,Colombia,null
LID292,Remedios,7.028447986084863,-74.69379057169138,Municipio,Colombia,null
LID293,Remolino,10.701563,-74.718005,Municipio,Colombia,null
LID294,Riachuelo,6.303111399258973,-73.08729884439293,Sitio espesifíco,Colombia,Hoy vereda
LID295,Riobamba,-1.6666446256092045,-78.65875144310232,Municipio,Ecuador,null
LID296,Riohacha,11.551360467015671,-72.90962998545749,Municipio,Colombia,null
LID297,Rionegro,6.153946614470493,-75.37408580613715,Municipio,Colombia,null
LID299,Rioviejo,8.590434388679945,-73.84033315228724,Municipio,Colombia,null
LID300,Sabanalarga,10.632432794999486,-74.92070663709208,Municipio,Colombia,null
LID301,Saboyá,5.697866,-73.764864,Municipio,Colombia,null
LID302,Sáchica,5.584511750124354,-73.5420922510616,Municipio,Colombia,null
LID303,Salazar de las Palmas,7.774189131611076,-72.81355253594268,Municipio,Colombia,null
LID304,Salsipuedes,9.104057640622012,-75.39940270082307,Sitio espesifíco,Colombia,"Posiblemente en Chinú, Córdoba"
LID305,Samacá,5.492705605630776,-73.48649164413816,Municipio,Colombia,null
LID306,San Andrés,12.576860420354281,-81.70502511405721,Isla,Colombia,null
LID307,San Andrés de Guaca,6.810213887923477,-72.8504974413143,Municipio,Colombia,null
LID308,San Antonio,10.237835726901784,-75.18797147806451,Sitio espesifíco,Colombia,Posiblemente cerca al pueblo Mahates
LID309,San Antonio de Gibraltar,9.270734060411517,-71.12802784848928,Cambio histórico,Venezuela,Hoy Gibraltar
LID310,San Antonio de Tena,4.61638970199246,-74.35199634279606,Municipio,Colombia,null
LID311,San Antonio del Rodeo,null,null,Ilocalizable,Ilocalizable,Hacienda
LID312,San Antonio del Tachira,7.817890741519774,-72.4422319437948,Municipio,Venezuela,null
LID313,San Bartolomé,5.49032,-75.54144,Sitio espesifíco,Colombia,Río
LID314,San Benito Abad,8.926580,-75.024184,Municipio,Colombia,null
LID315,San Cayetano,5.301878015838487,-74.06964706305943,Municipio,Colombia,null
LID316,San Cristóbal,6.283614609877145,-75.63278159860188,Sitio espesifíco,Colombia,Hoy localidad en Medellín
LID317,San Cristóbal (Venezuela),7.772137721351908,-72.22030159004147,Municipio,Venezuela,null
LID318,San Diego,10.334163985111465,-73.18165140940435,Municipio,Colombia,null
LID319,San Estanislao,10.396572323480694,-75.1487853383659,Municipio,Colombia,null
LID320,San Faustino,7.3731712456091865,-72.64913478248107,Sitio espesifíco,Colombia,Corregimiento Norte de Santander
LID321,San Francisco,4.977095123921028,-74.29008790378629,Municipio,Colombia,null
LID322,San Gil,6.554998635171481,-73.13356261227011,Municipio,Colombia,null
LID323,San Gregorio de Puertoviejo,-1.0612035226902672,-80.44953874536986,Municipio,Ecuador,null
LID324,San Ildefonso (España),40.898811684868434,-4.00488441654357,Sitio espesifíco,España,null
LID325,San Jacinto,9.828765365249517,-75.12281089489468,Municipio,Colombia,null
LID326,San Jerónimo,6.442693405744502,-75.72791374830662,Municipio,Colombia,null
LID327,San José,5.080504,-75.792274,Municipio,Colombia,null
LID328,San José de la Robada,6.637962408316192,-73.28744400083411,Cambio histórico,Colombia,"Hoy Galan, Santander"
LID329,San José del Valle,6.448228530920482,-73.14458699561797,Sitio espesifíco,Colombia,Posiblemente Valle de San José
LID330,San Juan de Chamí,5.295829369142184,-75.88246054257141,Cambio histórico,Colombia,Posiblemente Mistrató
LID331,San Juan de la Vega,4.999838274010026,-74.33957647328653,Municipio,Colombia,Hoy la Vega
LID332,San Juan de los Llanos,3.3715382349884364,-73.87239385643754,Cambio histórico,Colombia,Hoy San Juan de Arama 
LID333,San Juan de Rioseco,4.84560843523842,-74.62238093571395,Municipio,Colombia,null
LID334,San Juanito (puente),null,null,Ilocalizable,Ilocalizable,Era un puente 
LID335,San Lorenzo,1.5034993406393327,-77.21513995733802,Municipio,Colombia,null
LID336,San Lorenzo de Chagres,9.32292601927427,-80.00109270698677,Sitio espesifíco,Panamá,Fuerte
LID337,San Lúcar de Barrameda,36.770613131298006,-6.353821957009924,Municipio,España,null
LID338,San Luis,6.042929280441914,-74.99444654457822,Municipio,Colombia,null
LID339,San Luis Gonzaga,10.491390334436714,-66.84254155581256,Sitio espesifíco,Venezuela,null
LID340,San Martín,8.003193856822495,-73.51160110157187,Municipio,Colombia,null
LID341,San Martín de los Llanos,3.6988822869547575,-73.69735359759736,Municipio,Colombia,null
