"ID_Caso","ID_Documento","Descripción","Código","Sub_Código","Año","Lugar","Especificaciones","Source","crimen","subcrimen"
"1000","1000A","Proceso de Antonio Jiménez y Jérez, quien dio muerte a José María García, en la población de Santa Ana, de la jurisdicción de Vélez","1","1.1","1809","Vélez","Perfectos","AGNSC.194835843-8791000A","Homicidio","Homicidio"
"1001","1001A","Causa seguida a Antonio de León Zárate, alcaide de la cárcel de San Gil, por presunta complicidad de la fuga de cinco reos, tres de ellos condenados a la pena capital.","21","21.2","1799","San Gil","Perfectos","AGNSC.194836880-9441001A","Fuga (e intento) (incluye carcel, exilio o juicio) ","Ayudar a alguien a fugarse"
"1001","1001B","Causa seguida a Antonio de León Zárate, alcaide de la cárcel de San Gil, por presunta complicidad de la fuga de cinco reos, tres de ellos condenados a la pena capital.","21","21.1","1799","San Gil","Perfectos","AGNSC.194836880-9441001B","Fuga (e intento) (incluye carcel, exilio o juicio) ","Fuga o intento de fuga (de cárcel, de exilio, etc)"
"1001","1001C","Causa seguida a Antonio de León Zárate, alcaide de la cárcel de San Gil, por presunta complicidad de la fuga de cinco reos, tres de ellos condenados a la pena capital.","33",,"1799","San Gil","Ambiguos","AGNSC.194836880-9441001C","Ambiguos","Delitos"
"1002","1002A","Demanda ante Agustín Borrel, Alcalde de Vélez, de Juan Antonio Murillo, por el adulterio con Manuela de Angulo, su mujer, contra Rafael Camacho, quien contrademandó por agravios al mencionado Murillo","10","10.2","1795","Vélez","Contrademanda","AGNSC.194837945-9781002A","Concubinato","Adulterio"
"1002","1002B","Demanda ante Agustín Borrel, Alcalde de Vélez, de Juan Antonio Murillo, por el adulterio con Manuela de Angulo, su mujer, contra Rafael Camacho, quien contrademandó por agravios al mencionado Murillo","16","16.2","1795","Vélez","Contrademanda","AGNSC.194837945-9781002B","Injuria","Agravios"
"1002","1002C","Petición judicial de Rafael Camacho, en su demanda por injurias contra Juan Antonio Murillo","28","28.1","1796","Santafé (Bogotá)","Códigos señalados","AGNSC.19526997-9981002C","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"1003","1003A","Demanda de Francisco Javier García contra Tomás de Mendoza, por injurias.","16","16.1","1776","Pacho","Perfectos","AGNSC.1948401008-10101003A","Injuria","Injuria"
"1004","1004A","Juicio seguido a Facundo Pinzón y Bernal, Carlos Morales, Pedro Lagos y otros, por motín que encabezaron contra Rafael Conde, nombrado y confirmado para alcalde de Moniquirá.","25","25.1","1802","Moniquirá","Perfectos","AGNSC.194911-1501004A","Sublevación","Sublevación"
"1005","1005A","Causa seguida a Domingo Cómbita, natural de Tasco, por el delito de bestialidad","13","13.1","1806","Tasco","Perfectos","AGNSC.19493207-2571005A","Bestialidad","Bestialidad"
"1006","1006A","Sumario instruido en virtud de testimonio ocular de José Antonio Monzón, alcalde del barrio de Santa Bárbara, a Juan Enrique Caviedes y a María Josefa de los Dolores Gómez, su hijastra, por relaciones incestuosas; a Bárbara Gómez, mujer de Caviedes y a Juan Francisco Duarte, por adulterio","9","9.3","1807","Santafé (Bogotá)","Decisión metodológica","AGNSC.19495260-3491006A","Estupro","Incesto"
"1007","1007A","Sumario instruido en virtud de testimonio ocular de José Antonio Monzón, alcalde del barrio de Santa Bárbara, a Juan Enrique Caviedes y a María Josefa de los Dolores Gómez, su hijastra, por relaciones incestuosas; a Bárbara Gómez, mujer de Caviedes y a Juan Francisco Duarte, por adulterio","10","10.2","1807","Santafé (Bogotá)","Decisión metodológica","AGNSC.19495260-3491007A","Concubinato","Adulterio"
"1008","1008A","Causa que se les siguió a Juan Agustín y Bernardo de Silva por haber injuriado y herido a Diego de la Parra, vecino de Monguí","16","16.1","1760","Monguí","Perfectos","AGNSC.19496350-5681008A","Injuria","Injuria"
"1008","1008B","Causa que se les siguió a Juan Agustín y Bernardo de Silva por haber injuriado y herido a Diego de la Parra, vecino de Monguí","4","4.1","1760","Monguí","Perfectos","AGNSC.19496350-5681008B","Violencia","Heridas"
"1009","1009A","Sumario instruido a Diego Mejía de la Barrera, por el homicidio de Juana González, ejecutado en Cucutá, y petición de indulto que hizo, acogiéndose a una Real Cédula","1","1.1","1656","Cúcuta","Perfectos","AGNSC.19497569-5971009A","Homicidio","Homicidio"
"1009","1009B","Sumario instruido a Diego Mejía de la Barrera, por el homicidio de Juana González, ejecutado en Cucutá, y petición de indulto que hizo, acogiéndose a una Real Cédula","35","35.1","1656","Cúcuta","Códigos señalados","AGNSC.19497569-5971009B","Petición de indulto","Indulto"
"100","100A","Demanda de Andrés Pardo, Gobernador de Guachetá, de la encomienda de Isabel de Leguizamón, contra Juan de Vargas, quien tenía a su servicio, contra la voluntad de Pardo, a Luisa mujer de éste.","18","18.1","1613","Guachetá","Perfectos","AGNSC.195385-95100A","Financiero",NULL
"1010","1010A","Real provisión iniciativa para los jueces del Rosario de Cúcuta, pedida por Bernardo Laborda, súbdito francés, a fin de que se dictara auto de proceder contra Cristóbal y Antonio María Ramírez, quienes lo agredieron e hirieron","4","4.1","1800","Villa del Rosario","Perfectos","AGNSC.19498598-6021010A","Violencia","Heridas"
"1011","1011A","Causa que se le siguió a José Ignacio Palencia, en la población de San Miguel, por robo de ganados, y excarcelación que solicito dando fiadores solventes.","20","20.1","1808","San Miguel","Perfectos","AGNSC.19499603-7131011A","Robo","Robo"
"1011","1011B","Causa que se le siguió a José Ignacio Palencia, en la población de San Miguel, por robo de ganados, y excarcelación que solicito dando fiadores solventes.","35","35.2","1808","San Miguel","Códigos señalados","AGNSC.19499603-7131011B","Petición de indulto","Excarcelación"
"1012","1012A","Sumario instruido por Joaquín José Rizo, alcalde de Ocaña, a José Julián Cortés, por vago y pernicioso.","22","22.1","1801","Ocaña","Perfectos","AGNSC.194910714-7371012A","Vagancia","Vagancia"
"1012","1012B","Sumario instruido por Joaquín José Rizo, alcalde de Ocaña, a José Julián Cortés, por vago y pernicioso.","22","22.7","1801","Ocaña","Perfectos","AGNSC.194910714-7371012B","Vagancia","Pernicioso"
"1013","1013A","Causa seguida Manuel Villarreal, por estupro incestuoso con María Bartola Villarreal, su hija","9","9.1","1803","Girón","Decisión metodológica","AGNSC.194913812-8491013A","Estupro","Estrupo"
"1013","1013B","Causa seguida Manuel Villarreal, por estupro incestuoso con María Bartola Villarreal, su hija","9","9.3","1803","Girón","Decisión metodológica","AGNSC.194913812-8491013B","Estupro","Incesto"
"1014","1014A","Sumario instruido por Juan Dionisio Plata, alcalde de Oiba, a Felipe Cepeda, por el comicio de Juan Galbán, y petición de indulto para el reo, de Isabel María de Arciniegas, viuda de occiso, en consideración de haberlo perdonado ella","1","1.1","1772","Oiba","Perfectos","AGNSC.194915938-9841014A","Homicidio","Homicidio"
"1014","1014B","Sumario instruido por Juan Dionisio Plata, alcalde de Oiba, a Felipe Cepeda, por el comicio de Juan Galbán, y petición de indulto para el reo, de Isabel María de Arciniegas, viuda de occiso, en consideración de haberlo perdonado ella","35","35.1","1772","Oiba","Códigos señalados","AGNSC.194915938-9841014B","Petición de indulto","Indulto"
"1015","1015A","Nota del Alcalde de San Gil al virrey, sobre el indulto de Vicente Ulloa, solicitado por éste.","35","35.1","1809","San Gil","Códigos señalados","AGNSC.195011-31015A","Petición de indulto","Indulto"
"1015","1015B","Nota del Alcalde de San Gil al virrey, sobre el indulto de Vicente Ulloa, solicitado por éste.","28","28.4","1809","San Gil","Códigos señalados","AGNSC.195011-31015B","Tipo de documento diferente a sumario ","Notas"
"1015","1015C","Nota del Alcalde de San Gil al virrey, sobre el indulto de Vicente Ulloa, solicitado por éste.","33",,"1809","San Gil","Ambiguos","AGNSC.195011-31015C","Ambiguos","Delitos"
"1016","1016A","Francisco de la Parra, se querella por violación de su correspondencia, de Rodrigo de Cardenas, corregidor de Pamplona.","15","15.5","1575","Pamplona","Perfectos","AGNSC.195037-101016A","Juicio de residencia","Omisión de deberes del cargo "
"1017","1017A","Indagatorias que fueron tomadas a petición de Martín de Portilla, ex-alcalde de Ocaña, y referentes a su actuación en la causa seguida a Felipe Ortiz y Juana Carrasca, mujer de Pablo Coronel, por adulterio","10","10.1","1809","Ocaña","Perfectos","AGNSC.1950411-731017A","Concubinato","Concubinato"
"1018","1018A","Memorias de Luis de Ovalle, procurador de Pedro Miguel de Bustamante, sobre la parcialidad de los jueces de San Gil, en el sumario que le instruyeron a Bustamente, por concubinato y otros delitos","10","10.1","1787","San Gil","Contrademanda","AGNSC.1950574-771018A","Concubinato","Concubinato"
"1018","1018B","Memorias de Luis de Ovalle, procurador de Pedro Miguel de Bustamante, sobre la parcialidad de los jueces de San Gil, en el sumario que le instruyeron a Bustamente, por concubinato y otros delitos","24","24.1","1787","San Gil","Contrademanda","AGNSC.1950574-771018B","Mala praxis de abogados","Jueces cuestionables"
"1018","1018C","Memorias de Luis de Ovalle, procurador de Pedro Miguel de Bustamante, sobre la parcialidad de los jueces de San Gil, en el sumario que le instruyeron a Bustamente, por concubinato y otros delitos","33",,"1787","San Gil","Ambiguos","AGNSC.1950574-771018C","Ambiguos","Delitos"
"1019","1019A","Demanda de María Gómez, por tentativa de seducción, contra Martín González Gallego.","9","9.2","1631","Santafé (Bogotá)","Perfectos","AGNSC.1950678-831019A","Estupro","Desfloramiento"
"101","101A","Causa seguida a Sebastián García y cómplices por el homicidio de Sebastián de Frías","1","1.1","1640","Santafé (Bogotá)","Perfectos","AGNSC.195496-145101A","Homicidio","Homicidio"
"1020","1020A","Causa seguida a Antonio de Orozco, por haber pertenecido a los marañones que siguieron al tirano de Lope Aguirre, y concesión para que pudiera vivir libremente en Ocaña.","25","25.3","1567","Ocaña","Perfectos","AGNSC.1950888-1261020A","Sublevación","Militar con un enemigo"
"1021","1021A","Juicio que se le siguió a Blas de Ulloa, por desacatos a Felipe Santiago Pardo y Ortíz, alcalde de Puente Real.","19",,"1775","Puente Real","Perfectos","AGNSC.19509127-1291021A","Desacato","Delitos"
"1022","1022A","Demanda de Matías José Gómez contra Juan ignacio Berbeo, por injurias","16","16.1","1798","El Socorro","Perfectos","AGNSC.195010130-2241022A","Injuria","Injuria"
"1023","1023A","Juicio seguido al Capitán Gómez Alvarez de Aguilera, por resistencia a Juan de Alcázar, Alguacil Mayor de Ocaña.","19",,"1596","Ocaña","Perfectos","AGNSC.195012276-3011023A","Desacato","Delitos"
"1024","1024A","Ejecución por deuda a la Renta de Diezmos, seguida a José María Sánchez de Tejada.","36","36.5","1808","Vélez","Códigos señalados","AGNSC.195013302-3201024A","Juicios civiles","Deudas"
"1025","1025A","Juicio que se le siguió al catalán Jaime Baas, por haber ofrecido a Francisco Constancio $450, para que diera muerte a Isidro de Rivas.","18","18.4","1752","El Socorro","Decisión metodológica","AGNSC.195014321-3361025A","Financiero","Negocios y juegos ilegales"
"1026","1026A","Sumario instruido por Rodrigo Barreto Ferreira, Alcalde de Salazar de las Palmas, a José Francisco de Rioja, por el homicidio de Juan de Dios de Duque, ejecutado en el sitio de Carrizal, de dicha población","1","1.1","1750","Carrizal","Perfectos","AGNSC.195016378-3881026A","Homicidio","Homicidio"
"1027","1027A","Sumario instruido por Martín de Vargas y Sotomayor, Alcalde de San Gil, a Miguel Becerra y Manuel de Jérez, por el asesinato de Juan Beltrán Y Salvador Martínez de la Guerra","1","1.1","1698","San Gil","Perfectos","AGNSC.195017389-4181027A","Homicidio","Homicidio"
"1028","1028A","Sumario instruido por Juan Rodulfo de Azuero, Alcalde de Socorro, a Buenaventura Ceballos, por robo de ganado mayor.","20","20.1","1776","El Socorro","Perfectos","AGNSC.195018419-4221028A","Robo","Robo"
"1029","1029A","Juicio seguido a Agustín Martínez, José Súarez del Rincón y Laureano Suárez de Figueroa, por haber acaudillado un motín contra Juan Vargas Pabón, Juez de Charalá.","25","25.1","1724","Charalá","Perfectos","AGNSC.195019423-4241029A","Sublevación","Sublevación"
"102","102A","Causa seguida a Juan de Osés por comprar y fundir plata labrada","18","18.1","1626","Santafé (Bogotá)","Perfectos","AGNSC.1955146-237102A","Financiero",NULL
"1030","1030A","Comunicación de Basilio Vicente de Oviedo, cura-vicario de San Gil, al corregidor de la misma villa, sobre el juicio que se seguía a Victoria Gómez de Moreno, casada, por adulterio con Bautista de Bustamente","10","10.2","1750","San Gil","Decisión metodológica","AGNSC.195020425-4261030A","Concubinato","Adulterio"
"1031","1031A","Emplazamiento a Buenaventura Ortíz, Alcalde de Bucaramanga, para que respondiera a las costas de un juicio.","33",,"1794","Bucaramanga","Ambiguos","AGNSC.195021427-4281031A","Ambiguos","Delitos"
"1032","1032A","Real provisión sobre los sumarios instruidos por el Alcalde de Puente Real, a Esteban Riaño, sus hijos y nietos, por desacatos a los jueces, amancebamientos y homicidios ","19",,"1802","Puente Real","Decisión metodológica","AGNSC.195022429-4301032A","Desacato","Delitos"
"1032","1032C","Real provisión sobre los sumarios instruidos por el Alcalde de Puente Real, a Esteban Riaño, sus hijos y nietos, por desacatos a los jueces, amancebamientos y homicidios  (1)","10","10.1","1802","Puente Real","Decisión metodológica","AGNSC.195022429-4301032C","Concubinato","Concubinato"
"1032","1032D","Real provisión sobre los sumarios instruidos por el Alcalde de Puente Real, a Esteban Riaño, sus hijos y nietos, por desacatos a los jueces, amancebamientos y homicidios  (2)","10","10.1","1802","Puente Real","Decisión metodológica","AGNSC.195022429-4301032D","Concubinato","Concubinato"
"1032","1032E","Real provisión sobre los sumarios instruidos por el Alcalde de Puente Real, a Esteban Riaño, sus hijos y nietos, por desacatos a los jueces, amancebamientos y homicidios","1","1.1","1802","Puente Real","Decisión metodológica","AGNSC.195022429-4301032E","Homicidio","Homicidio"
"1033","1033A","Demanda de Nicolás de Villareal Guerrero, por injurias, contra Diego Fernández Domínguez.","16","16.1","1762","San Gil","Perfectos","AGNSC.195023431-4951033A","Injuria","Injuria"
"1033","1033B","Instancia de Diego Fernández Domínguez, en la demanda por agravios contra Nicolás de Villarreal Guerrero, y sobre las costas del juicio.","2",,"1762","San Gil","Sin codificación","AGNSC.195230725-7421033B","Sin codificar","Delitos"
"1034","1034A","Petición de Máximo García y su hija, Rafaela García, sobre revocatoria de un acto dictado por el ayuntamiento de San Gil, respecto del quinto de los réditos que a ella legara Juan Alonso Carriazo, su abuelo materno, con destino a una obra pía.","28","28.1","1804","San Gil","Códigos señalados","AGNSC.195024496-5241034A","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"1034","1034B","Petición de Máximo García y su hija, Rafaela García, sobre revocatoria de un acto dictado por el ayuntamiento de San Gil, respecto del quinto de los réditos que a ella legara Juan Alonso Carriazo, su abuelo materno, con destino a una obra pía.","30",,"1804","San Gil","Códigos señalados","AGNSC.195024496-5241034B","Sucesión","Delitos"
"1035","1035A","Causa seguida a Baltazar Rodríguez (por otro nombre García Ponce de León) por varios delitos. Cuestionario sobre sus servicios en la conquista y la alta calidad de su persona.","33",,"1580","null","Ambiguos","AGNSC.195025525-6371035A","Ambiguos","Delitos"
"1036","1036A","Sumario instruido por José Martín Berbeo, Alcalde de San José del Valle, y en virtud de denuncio de Francisco Sepúlveda, a Andrés Jiménez, por robo de ganado.","20","20.1","1803","San José del Valle","Perfectos","AGNSC.195026638-6571036A","Robo","Robo"
"1037","1037A","Sumario instruido por Ramón Javier Navarro, Alcalde del Socorro, a Gregorio Espinosa, por robo de mercancías del almacén de Salvador de Rueda.","20","20.1","1777","El Socorro","Perfectos","AGNSC.195027658-6651037A","Robo","Robo"
"1038","1038A","Demanda de Francisca Vásquez, por injurias a ella y a María de Escobar, su hija, en las ventanas de su casa, contra Margarita Corchuelo y Fabiana de Rivera.","16","16.1","1637","Santafé (Bogotá)","Perfectos","AGNSC.195028666-6761038A","Injuria","Injuria"
"1039","1039A","Demanda de Antonio Angarita, por injurias, contra Idelfonso López, Daniel y José Antonio Fernández.","16","16.1","1772","Arboledas","Perfectos","AGNSC.195029677-7841039A","Injuria","Injuria"
"103","103A","Causa seguida a Santos Heredia, como salteador en los caminos de Pacho.","20","20.1","1808","null","Perfectos","AGNSC.1956238-299103A","Robo","Robo"
"1040","1040A","Petición de Tomás Ambrosio Durán, en relación con la renta de aguardientes, de que fuera rematador.","32",,"1753","Santafé (Bogotá)","Códigos señalados","AGNSC.1950307851040A","No-Casos","Delitos"
"1041","1041A","Antonio Ortíz: Alcalde de San Gil, reclama a Ingnacio Rueda, Alcalde de Barichara, el sumario instruido a Pedro Alayón Patiño por robo de animales de ""cuatro pies"".","20","20.1","1809","Barichara","Perfectos","AGNSC.195031786-8221041A","Robo","Robo"
"1042","1042A","Sumario instrido por el alcalde de San Gil, a Gregorio Losada, por robo de ganado en Mogotes.","20","20.1","1809","San Gil","Perfectos","AGNSC.195032823-8431042A","Robo","Robo"
"1043","1043A","Sumario instruido por Juan Rafael Villareal, Alcalde de Simacota, a José Antonio Garzón, por el homicidio (en riña) de Gabino Olarte","4","4.2","1798","Simacota","Contrademanda","AGNSC.195033844-8841043A","Violencia","Riña"
"1043","1043B","Sumario instruido por Juan Rafael Villareal, Alcalde de Simacota, a José Antonio Garzón, por el homicidio (en riña) de Gabino Olarte","1","1.1","1798","Simacota","Contrademanda","AGNSC.195033844-8841043B","Homicidio","Homicidio"
"1043","1043C","Nota sobre el indulto de José Antonio Garzón, encausado por el homicidio de Gabino Olarte.","35","35.1","1809","El Socorro","Códigos señalados","AGNSC.196014922-9241043C","Petición de indulto","Indulto"
"1044","1044A","Proceso de María Ignacia Durana, quien dio muerte a Manuel Salazar","1","1.1","1808","Cúcuta","Perfectos","AGNSC.195034885-9311044A","Homicidio","Homicidio"
"1045","1045A","Demanda de varios sujetos de Charalá, contra Juan Agustín González, por haber vendido unos lienzos a precios usurarios.","18","18.3","1800","Charalá","Perfectos","AGNSC.195035932-9701045A","Financiero","Evación fiscal"
"1046","1046A","Sumario instruido por Pedro Ortíz García, alcalde de Matanza, a Domingo José Cortés, por robo de ganado mayor.","20","20.1","1791","Matanza","Perfectos","AGNSC.195036971-9981046A","Robo","Robo"
"1047","1047A","Juicio que le hizo seguir Carrasquilla Maldonado, Oidor y Alcalde de Corte, a Ursula de Pineda, por expender pan sin el peso requerido de la ley.","18","18.1","1796","Santafé (Bogotá)","Perfectos","AGNSC.195037999-10011047A","Financiero",NULL
"1048","1048A","Juicio que se les siguió a Martín de Olarte y Adriano de Olarte, su hijo, por las injurias a Juan Gómez de la Parra y paliza que le dieron, siendo Alguacíl Mayor de Vélez; querella de éste contra Pedro Calvete, Alcalde del lugar por haber puesto en libertad a los dichos agresores.","16","16.1","1587","Vélez","Contrademanda","AGNSC.195111-5531048A","Injuria","Injuria"
"1048","1048B","Juicio que se les siguió a Martín de Olarte y Adriano de Olarte, su hijo, por las injurias a Juan Gómez de la Parra y paliza que le dieron, siendo Alguacíl Mayor de Vélez; querella de éste contra Pedro Calvete, Alcalde del lugar por haber puesto en libertad a los dichos agresores.","4","4.1","1587","Vélez","Contrademanda","AGNSC.195111-5531048B","Violencia","Heridas"
"1048","1048C","Juicio que se les siguió a Martín de Olarte y Adriano de Olarte, su hijo, por las injurias a Juan Gómez de la Parra y paliza que le dieron, siendo Alguacíl Mayor de Vélez; querella de éste contra Pedro Calvete, Alcalde del lugar por haber puesto en libertad a los dichos agresores.","24","24.1","1587","Vélez","Contrademanda","AGNSC.195111-5531048C","Mala praxis de abogados","Jueces cuestionables"
"1049","1049A","Causa criminal seguida a Alonso de Santiesteban, síndico del monasterio de clarisas se Pamplona, por el sacrificio de ganados de Alonso Gómez Leal, Diego de los Ríos, Alonso de de Galadámez y el indígena Juan Severino.","20","20.1","1629","Pamplona","Perfectos","AGNSC.19513724-9301049A","Robo","Robo"
"104","104A","Acusación de José Estévez, Alguacil de Zipaquirá, contra Manuel Rubiano, quien no le dió al primero el título de ""Don""","16","16.1","1798","Zipaquirá","Perfectos","AGNSC.1957300-318104A","Injuria","Injuria"
"1050","1050A","Denuncio dado, ante Julián Sánchez de Hermosilla, Alcalde de Ocaña, por María Pacheco, del delito de estupro cometido en su hija, María de la Encarnación, por el volatinero Manuel Baigorri, y causa que a éste se siguió","9","9.1","1806","Ocaña","Perfectos","AGNSC.19514931-10181050A","Estupro","Estrupo"
"1050","1050B","Manuel Baigorri, volantinero, pide la revisión de la causa que se le siguió en Ocaña, por estupro de María de la Encarnación Pacheco.","28","28.1","1807","Ocaña","Códigos señalados","AGNSC.195234826-8341050B","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"1051","1051A","Sumario instruido por Santiago Saravia, Corregidor de Servitá, a Antonio de Arocha y Juan Ignacio Vásquez Antolínez, por un homicidio cometido en Guaca, y otros delitos, y competencia de jurisdicción que se suscito en el conocimiento de esta causa, entre el dicho funcionario y el Corregidor de Pamplona.","1","1.1","1777","Servitá","Perfectos","AGNSC.1952284-1641051A","Homicidio","Homicidio"
"1051","1051B","Sumario instruido por Santiago Saravia, Corregidor de Servitá, a Antonio de Arocha y Juan Ignacio Vásquez Antolínez, por un homicidio cometido en Guaca, y otros delitos, y competencia de jurisdicción que se suscito en el conocimiento de esta causa, entre el dicho funcionario y el Corregidor de Pamplona.","33",,"1777","Servitá","Ambiguos","AGNSC.1952284-1641051B","Ambiguos","Delitos"
"1052","1052A","Sumario instruido por José Cáceres, Alcalde de Servitá, a Salvador Ura, a quien se sindicó del homicidio de Vicente Barajas, encontrado muerto en el rio de dicho población.","1","1.1","1798","Servitá","Perfectos","AGNSC.19523165-1851052A","Homicidio","Homicidio"
"1053","1053A","Luis Solano Gutiérrez, se querella de Juan Félix Barragán, Alcalde de Pore, por perjuicios que le ocasionó en sus negocios de mercancías, arrestando a Antonio de Rojas, su socio, a quien le impuso confinamiento.","36","36.5","1784","Pore","Códigos señalados","AGNSC.19524186-1881053A","Juicios civiles","Deudas"
"1053","1053B","Luis Solano Gutiérrez, se querella de Juan Félix Barragán, Alcalde de Pore, por perjuicios que le ocasionó en sus negocios de mercancías, arrestando a Antonio de Rojas, su socio, a quien le impuso confinamiento.","33",,"1784","Pore","Ambiguos","AGNSC.19524186-1881053B","Ambiguos","Delitos"
"1054","1054A","Sumario instruido por Francisco Pradilla, Alcalde de Barichara, a Manuel Ramírez, sindicado de robo de ganados.","20","20.1","1807","Barichara","Perfectos","AGNSC.19525189-2161054A","Robo","Robo"
"1055","1055A","Sumario instruido por el Alcalde de Matanza, a Francisco Montaño Pérez, por el hurto de caudales a Bárbara Cáceres.","20","20.1","1806","Matanza","Perfectos","AGNSC.19526217-2461055A","Robo","Robo"
"1056","1056A","Sumario instruido por el alcalde de Chorrera, jurisdicción de Panamá, a Damián Aguilar, quien dio muerte a Angel de la Cruz.","1","1.1","1796","Panamá (Ciudad de Panamá)","Perfectos","AGNSC.19527247-2631056A","Homicidio","Homicidio"
"1057","1057A","Demanda de Juan Antonio Suárez, por injurias y falsos testimonios que le levantaron, contra Benedicto Carvajal, y Juan Antonio Rincón Sarmiento.","16","16.1","1772","San Andrés","Perfectos","AGNSC.19528264-3131057A","Injuria","Injuria"
"1057","1057B","Demanda de Juan Antonio Suárez, por injurias y falsos testimonios que le levantaron, contra Benedicto Carvajal, y Juan Antonio Rincón Sarmiento.","24","24.3","1772","San Andrés","Perfectos","AGNSC.19528264-3131057B","Mala praxis de abogados","Perjurio"
"1058","1058A","Sumario que le instruyó Claudio de Saavedra y Caballero, Alcalde Suaita, a Pablo de Parada, por injurias y resistencia a la autoridad, y sanciones que se le impusieron a dicho funcionario por la sentencia dictada contra el mencionado Parada","16","16.1","1763","Suaita","Contrademanda","AGNSC.19529314-3461058A","Injuria","Injuria"
"1058","1058B","Sumario que le instruyó Claudio de Saavedra y Caballero, Alcalde Suaita, a Pablo de Parada, por injurias y resistencia a la autoridad, y sanciones que se le impusieron a dicho funcionario por la sentencia dictada contra el mencionado Parada","19",,"1763","Suaita","Contrademanda","AGNSC.19529314-3461058B","Desacato","Delitos"
"1058","1058C","Sumario que le instruyó Claudio de Saavedra y Caballero, Alcalde Suaita, a Pablo de Parada, por injurias y resistencia a la autoridad, y sanciones que se le impusieron a dicho funcionario por la sentencia dictada contra el mencionado Parada","24","24.1","1763","Suaita","Contrademanda","AGNSC.19529314-3461058C","Mala praxis de abogados","Jueces cuestionables"
"1059","1059A","Proceso de Francisco Herrera quien dio muerte a José Segundo Díaz, en Vélez.","1","1.1","1780","Vélez","Perfectos","AGNSC.195210347-4231059A","Homicidio","Homicidio"
"105","105A","Sumario de Juan Bautista Rosas, por heridas inferidas en el puente de ""San Juanito"", a Bartolomé Melo. Fueron aprehendidos también José Manuel Saavedra, Isidro Melo y María Josefa Castellanos","4","4.1","1807","San Juanito (puente)","Perfectos","AGNSC.1958319-327105A","Violencia","Heridas"
"1060","1060A","Sumario instruido por Francisco Ambrosio Nieto de Paz, Regidor del Socorro, a José Espinoza, por embriaguez habitual y concubinato con Manuela de Villar, viuda.","22","22.6","1796","El Socorro","Perfectos","AGNSC.195211424-4471060A","Vagancia","Embriaguez"
"1060","1060B","Sumario instruido por Francisco Ambrosio Nieto de Paz, Regidor del Socorro, a José Espinoza, por embriaguez habitual y concubinato con Manuela de Villar, viuda.","10","10.1","1796","El Socorro","Perfectos","AGNSC.195211424-4471060B","Concubinato","Concubinato"
"1061","1061A","Causa seguida a Pedro Isidro Pérez, por escalonamiento de la cárcel donde se le recluía por robos y heridas.","20","20.1","1776","El Socorro","Perfectos","AGNSC.195212448-4621061A","Robo","Robo"
"1061","1061D","Causa seguida a Pedro Isidro Pérez, por escalonamiento de la cárcel donde se le recluía por robos y heridas.","4","4.1","1776","El Socorro","Perfectos","AGNSC.195212448-4621061D","Violencia","Heridas"
"1061","1061E","Causa seguida a Pedro Isidro Pérez, por escalonamiento de la cárcel donde se le recluía por robos y heridas.","21","21.1","1776","El Socorro","Perfectos","AGNSC.195212448-4621061E","Fuga (e intento) (incluye carcel, exilio o juicio) ","Fuga o intento de fuga (de cárcel, de exilio, etc)"
"1062","1062A","Sumario instrudo por Antonio de Rueda, Corregidor del Socorro, a Felipe José de Vargas y Gertrudis Romero, su prima hermana, por vivir amancebados.","10","10.1","1759","El Socorro","Perfectos","AGNSC.195213463-4811062A","Concubinato","Concubinato"
"1063","1063A","Demanda de Antonio de Guémes contra Francisco de Angulo Isla y Torres, quien le expropió unas mercancías y lo redujo a prisión en Sogamoso, y providencia a favor del demandante y contra el demandado de Andrés José Mantilla de los Rios, gobernador de Girón.","18","18.7","1718","Sogamoso","Perfectos","AGNSC.195214482-5001063A","Financiero","Embargo"
"1063","1063B","Demanda de Antonio de Guémes contra Francisco de Angulo Isla y Torres, quien le expropió unas mercancías y lo redujo a prisión en Sogamoso, y providencia a favor del demandante y contra el demandado de Andrés José Mantilla de los Rios, gobernador de Girón.","24","24.1","1718","Sogamoso","Perfectos","AGNSC.195214482-5001063B","Mala praxis de abogados","Jueces cuestionables"
"1064","1064A","Petición judicial de Juan José de Cáceres, defensor de Dionisio Jeréz, en la causa que se le seguía por el homicidio de Marcelo Cala.","1","1.1","1771","Servitá","Perfectos","AGNSC.195215501-5481064A","Homicidio","Homicidio"
"1064","1064B","Petición judicial de Juan José de Cáceres, defensor de Dionisio Jeréz, en la causa que se le seguía por el homicidio de Marcelo Cala.","28","28.1","1771","Servitá","Códigos señalados","AGNSC.195215501-5481064B","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"1065","1065A","Causa que se instruyó a Fernando Hidalgo y Juan Agustín de Rojas, por tahures. Expropiación que se les hizo de sus bienes ","18","18.4","1737","Girón","Perfectos","AGNSC.195216549-5761065A","Financiero","Negocios y juegos ilegales"
"1066","1066A","Petición de Real provición incitativa para los jueces de Vélez, hecha por José Simón Sandoval, a fin de que se le desembargaran unas mercancias y unos semovientes.","28","28.1","1807","Vélez","Códigos señalados","AGNSC.195217577-5801066A","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
