"ID_Caso","ID_Documento","Descripción","Código","Sub_Código","Año","Lugar","Especificaciones","Source","crimen","subcrimen"
"2955","2955B","Juicio seguido al Capitán Pedro Cepero, por desafueros cometidos en la Plata, con la gente armada que llevó de Popayán.","15","15.2","1556","La Plata","Decisión metodológica","AGNSC.191382119-3282955B","Juicio de residencia","Abuso de autoridad (en general)"
"2956","2956A","Juicio seguido a Joaquín Vélez, por desacatos a Tomás Delgado Narváez, alcalde de Pasto, y por proveer de carnes dañadas el mercado de la mencionada ciudad.","19",,"1782","Pasto","Decisión metodológica","AGNSC.191383329-3662956A","Desacato","Delitos"
"2956","2956B","Juicio seguido a Joaquín Vélez, por desacatos a Tomás Delgado Narváez, alcalde de Pasto, y por proveer de carnes dañadas el mercado de la mencionada ciudad.","18","18.1","1782","Pasto","Decisión metodológica","AGNSC.191383329-3662956B","Financiero",NULL
"2957","2957A","Demanda de Francisco Molina y Avila contra Antonio García, por injurias.","16","16.1","1784","Anserma","Perfectos","AGNSC.191384367-4382957A","Injuria","Injuria"
"2958","2958A","Causa seguida a Joaquín de Rivera, por el homicidio de José María Pérez.","1","1.1","1789","Quibdó","Perfectos","AGNSC.191387448-4732958A","Homicidio","Homicidio"
"2959","2959A","Juicio seguido a Blas Rengifo de Tamayo y Luis de Sandoval, su hijo, por desacatos a Jacinto de Arboleda, alcalde de Anserma.","19",,"1654","Anserma","Decisión metodológica","AGNSC.191388474-5082959A","Desacato","Delitos"
"295","295A","Denuncio de María Barbosa por robo que le hicieron en su tienda, Diego Luque de Estrada y Gabriel de Guerra","20","20.1","1669","Santafé (Bogotá)","Perfectos","AGNSC.1911544-66295A","Robo","Robo"
"2960","2960A","Indulto solicitado por Pedro Ferrer, quien fue juzgado conjuntamente con Leonor Andrade, y condenado por haber celebrado matrimonio clandestino en Bebará.","10","10.1","1804","Quibdó","Decisión metodológica","AGNSC.191389509-6142960A","Concubinato","Concubinato"
"2960","2960B","Indulto solicitado por Pedro Ferrer, quien fue juzgado conjuntamente con Leonor Andrade, y condenado por haber celebrado matrimonio clandestino en Bebará.","35","35.1","1804","Quibdó","Códigos señalados","AGNSC.191389509-6142960B","Petición de indulto","Indulto"
"2960","2960C","Causa seguida a Pedro Ferrer por haber contraído matrimonio en Bebará (Chocó) con María Leonor de Andrade, faltándo a preceptos canónicos que decretara el Concilio de Trento.","2",,"1803","Bebará","Sin codificación","AGNSC.191385439-4442960C","Sin codificar","Delitos"
"2961","2961A","Sumario instruído por Salvador Orozco, Alcalde de Chiscas, a Tomás Basto, José Antonio y Lucas Ligero, por robo de ganado.","20","20.1","1807","Chiscas","Decisión metodológica","AGNSC.1913810615-6412961A","Robo","Robo"
"2962","2962A","Demanda de Domingo José Benítez contra Joaquín González Hidalgo, por escrito injurioso de éste.","16","16.1","1797","Pore","Perfectos","AGNSC.1913812688-6962962A","Injuria","Injuria"
"2963","2963A","Demanda de Francisco Alférez y Leonor Maldonado, su consorte, contra Francisco Diaz, por libelo infamatorio que publicó éste contra ella, culpandola de adulterio con Lucas de Avila.","16","16.1","1565","Anserma","Decisión metodológica","AGNSC.1913814732-7372963A","Injuria","Injuria"
"2964","2964A","Pedro Antonio Ortíz, se querela de Manuel Pérez de Montoya, quien le siguió juicio por asunto de cuentas de la mortuoria de Vicente Cortés de Palacios.","36","36.5","1771","Cali","Códigos señalados","AGNSC.1913815738-7852964A","Juicios civiles","Deudas"
"2964","2964B","Pedro Antonio Ortíz, se querela de Manuel Pérez de Montoya, quien le siguió juicio por asunto de cuentas de la mortuoria de Vicente Cortés de Palacios.","30",,"1771","Cali","Códigos señalados","AGNSC.1913815738-7852964B","Sucesión","Delitos"
"2965","2965A","Causa seguida a Beltrán de Unzueta, en virtud de denuncio de Gabriel Gutiérrez, de haber sacrificado muchos indígenas y cometido otros excesos con ellos.","1","1.1","1564","Buga","Decisión metodológica","AGNSC.1913816786-8252965A","Homicidio","Homicidio"
"2965","2965B","Causa seguida a Beltrán de Unzueta, en virtud de denuncio de Gabriel Gutiérrez, de haber sacrificado muchos indígenas y cometido otros excesos con ellos.","22","22.2","1564","Buga","Decisión metodológica","AGNSC.1913816786-8252965B","Vagancia","Excesos"
"2966","2966A","Demanda de Francisco de Riveros y Paula Zambrano, su consorte, contra Juan Antonio Mejía y Francisco Salcedo, por haberla asaltado y ultrajado de obra, en Cerinza.","4","4.1","1747","Cerinza","Perfectos","AGNSC.1913817826-8692966A","Violencia","Heridas"
"2966","2966B","Demanda de Francisco de Riveros y Paula Zambrano, su consorte, contra Juan Antonio Mejía y Francisco Salcedo, por haberla asaltado y ultrajado de obra, en Cerinza.","16","16.1","1747","Cerinza","Perfectos","AGNSC.1913817826-8692966B","Injuria","Injuria"
"2967","2967A","Solicitud de Luis Diaz, sobre su translado de la cárcel al hospital.","34",,"1802","Santafé (Bogotá)","Códigos señalados","AGNSC.1913818870-8752967A","Traslados y petición de traslado","Delitos"
"2967","2967B","Solicitud de Luis Diaz, sobre su translado de la cárcel al hospital.","33",,"1802","Santafé (Bogotá)","Ambiguos","AGNSC.1913818870-8752967B","Ambiguos","Delitos"
"2968","2968A","Sumario instruido por Vicente de Torres Y Lozano, alcalde de Anserma, a Manuel Bermúdez y otros, por robo de alhajas de casa de Agustín Romero.","20","20.1","1804","Anserma","Decisión metodológica","AGNSC.1913819876-9292968A","Robo","Robo"
"2969","2969A","Investigación judicial de Santiago Rosero de Velásco, comisionado por la Real Audiencia de Quito, para descubrir la falsificación de unas cartas.","18","18.1","1749","Quito","Decisión metodológica","AGNSC.1913820930-9602969A","Financiero",NULL
"2969","2969B","Nota remisoria del sumario de Santiago Rosero.","2",,"1750","Quito","Sin codificación","AGNSC.1912948938-9402969B","Sin codificar","Delitos"
"296","296A","Denuncio de María Luisa Téllez contra Cayetano Pineda, su yerno, por violación de su hija y hurto de unas alhajas","9","9.4","1800","Villeta","Perfectos","AGNSC.1911667-99296A","Estupro","Violación"
"296","296B","Denuncio de María Luisa Téllez contra Cayetano Pineda, su yerno, por violación de su hija y hurto de unas alhajas","20","20.1","1800","Villeta","Perfectos","AGNSC.1911667-99296B","Robo","Robo"
"2970","2970A","José Joaquín Montes de Oca, se defiende de la acusación de ser el violador de la virginidad de Rosalía Terán, cargo que le hizo Catalina Bermúdez, abuela de la damnificada.","9","9.4","1785","Anserma","Decisión metodológica","AGNSC.1913821961-9652970A","Estupro","Violación"
"2971","2971A","Causa seguida a Pedro Medellín y Francisco Melo, por haber herido a Juan Custodio Bermúdez.","4","4.1","1805","Sutatenza","Perfectos","AGNSC.1913822966-9832971A","Violencia","Heridas"
"2972","2972A","Juicio seguido a Antonio Vásquez, por desacatos a Luis Manceda, Teniente de gobernación del Chocó.","19",,"1783","Chocó","Perfectos","AGNSC.1913823984-10012972A","Desacato","Delitos"
"2973","2973A","Causas criminales que cursaron en los juzgados de la provincia de Popayán.","33",,"1793","Popayán","Ambiguos","AGNSC.19138241002-10042973A","Ambiguos","Delitos"
"2974","2974A","Memorial de Antonio Cavero, en juicio por calumnia que le siguió Vicente Becerra.","16","16.1","1739","Nóvita","Perfectos","AGNSC.19138251005-10072974A","Injuria","Injuria"
"2974","2974B","Memorial de Antonio Cavero, en juicio por calumnia que le siguió Vicente Becerra.","28","28.7","1739","Nóvita","Códigos señalados","AGNSC.19138251005-10072974B","Tipo de documento diferente a sumario ","Memorial"
"2975","2975A","Declaraciones tomadas en averiguación de los responsables del incendio de Mompós, y juicio que se le siguió a Juan Santiago Fontalvo, por presunta complicidad en el delito indagado.","20","20.2","1793","Mompós","Decisión metodológica","AGNSC.1913911-1752975A","Robo","Daños-manipulación a territorio y negocio(incluye incendios)"
"2976","2976A","Causa seguida por abigeato, a Juan José de Castro y José Antonio Guerrero, vecinos de Chocontá.","20","20.1","1755","Chocontá","Decisión metodológica","AGNSC.191392176-1832976A","Robo","Robo"
"2977","2977A","Proceso de Alejandro Merchán, quien dio muerte a Juan Tomás de Medina, en Gachantivá. Petición de María Rosa Gómez, su viuda, en la tramitación del juicio.","1","1.1","1787","Gachantivá","Perfectos","AGNSC.191393184-2882977A","Homicidio","Homicidio"
"2977","2977B","Proceso de Alejandro Merchán, quien dio muerte a Juan Tomás de Medina, en Gachantivá. Petición de María Rosa Gómez, su viuda, en la tramitación del juicio.","28","28.1","1787","Gachantivá","Códigos señalados","AGNSC.191393184-2882977B","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"2978","2978A","Sumario instruido por José Gregorio Márquez, alcalde de Ramiriquí, a Félix de Vargas, marido de María Agustina Rivera, por concubinato adulterino.","10","10.1","1807","Ramiriquí","Decisión metodológica","AGNSC.191394289-3132978A","Concubinato","Concubinato"
"2978","2978B","Sumario instruido por José Gregorio Márquez, alcalde de Ramiriquí, a Félix de Vargas, marido de María Agustina Rivera, por concubinato adulterino.","10","10.2","1807","Ramiriquí","Decisión metodológica","AGNSC.191394289-3132978B","Concubinato","Adulterio"
"2979","2979A","Juicio seguido a Mariano Vilches, a Josefa Pulido, su amante, y a José Alba, su marido; por adulterio a aquellos, por consentirlo a éste.","10","10.2","1805","Zetaquirá","Decisión metodológica","AGNSC.191395314-3492979A","Concubinato","Adulterio"
"2979","2979B","Juicio seguido a Mariano Vilches, a Josefa Pulido, su amante, y a José Alba, su marido; por adulterio a aquellos, por consentirlo a éste.","10","10.4","1805","Zetaquirá","Decisión metodológica","AGNSC.191395314-3492979B","Concubinato","Alcahuete"
"297","297A","Vista fiscal en la causa de hurto de ropas, seguida a Antonio de Olaya, Juan de Castro y Cristóbal Jiménez.","20","20.1","1633","Santafé (Bogotá)","Perfectos","AGNSC.19117100-119297A","Robo","Robo"
"2980","2980A","Causa seguida a Juana Pulido, por hurtos, y por el homicidio de la amante de Ignacio Briceño, su hijo, llamada María Ana.","20","20.1","1799","Chiquinquirá","Contrademanda","AGNSC.191396350-3862980A","Robo","Robo"
"2980","2980B","Causa seguida a Juana Pulido, por hurtos, y por el homicidio de la amante de Ignacio Briceño, su hijo, llamada María Ana.","1","1.1","1799","Chiquinquirá","Contrademanda","AGNSC.191396350-3862980B","Homicidio","Homicidio"
"2980","2980C","Causa seguida a Juana Pulido, por hurtos, y por el homicidio de la amante de Ignacio Briceño, su hijo, llamada María Ana.","10","10.2","1799","Chiquinquirá","Contrademanda","AGNSC.191396350-3862980C","Concubinato","Adulterio"
"2981","2981A","Sumario instruido por José Ignacio Valcárcel, Alcalde de Socotá, a José Eslava y socios, por robo de ganados.","20","20.1","1803","Socotá","Decisión metodológica","AGNSC.191397387-4202981A","Robo","Robo"
"2982","2982A","Demanda de Fernando de Figueroa, por suma de pesos, contra Antonio López García Aníbal, y querella del mismo contra Juan Antonio Méndez, por no haberle dado curso a la demanda.","24","24.1","1759","Buga","Decisión metodológica","AGNSC.191398421-4892982A","Mala praxis de abogados","Jueces cuestionables"
"2982","2982B","Demanda de Fernando de Figueroa, por suma de pesos, contra Antonio López García Aníbal, y querella del mismo contra Juan Antonio Méndez, por no haberle dado curso a la demanda.","36","36.5","1759","Buga","Códigos señalados","AGNSC.191398421-4892982B","Juicios civiles","Deudas"
"2983","2983A","Antonio Ramírez, vecino de Quiebralomo, condenado a presidio por el homicidio de Alejandro Varelas, solicita ser incluido en el indulto, concedido con motivo de la proclamación de Fernándo VII.","1","1.1","1808","Quiebralomo","Perfectos","AGNSC.191399490-4942983A","Homicidio","Homicidio"
"2983","2983B","Antonio Ramírez, vecino de Quiebralomo, condenado a presidio por el homicidio de Alejandro Varelas, solicita ser incluido en el indulto, concedido con motivo de la proclamación de Fernándo VII.","35","35.1","1808","Quiebralomo","Códigos señalados","AGNSC.191399490-4942983B","Petición de indulto","Indulto"
"2984","2984A","Proceso de Francisco de Neira, quien dio muerte a Vicente Pinzón, en Turmequé.","1","1.1","1767","Turmequé","Perfectos","AGNSC.1913910495-5212984A","Homicidio","Homicidio"
"2985","2985A","Causa seguida a Carlos Pote, por el homicidio de María Toqua, mujer de Francisco Lancheros.","1","1.1","1779","Turmequé","Perfectos","AGNSC.1913911522-5482985A","Homicidio","Homicidio"
"2986","2986A","Sumario instruido por Diego Buitrago Salazar, Alcalde de Tunja, a Lorenzo de Mendoza, clérigo de menores ordenes, por el homicidio del Presbítero Bernardo de Vargas, y competencia de jurisdicción que se suscitó entre las autoridades civiles y eclesiásticas por el conocimiento de tal causa.","1","1.1","1637","Tunja","Perfectos","AGNSC.1913912549-6002986A","Homicidio","Homicidio"
"2986","2986B","Investigación sobre el homicidio del presbítero Bernardo de Vargas. Representaciones de Lorenzo de Mendoza, clérigo de menores órdenes, sindicado del homicidio.","2",,"1580","Tunja","Sin codificación","AGNSC.1914010382-9082986B","Sin codificar","Delitos"
"2987","2987A","Juan de Morales Rendón, se defiende de la complicidad que se le atribuyera, en el homicidio de Salvador Maldonado.","1","1.1","1599","Muzo","Perfectos","AGNSC.1913913601-7312987A","Homicidio","Homicidio"
"2988","2988A","Causa seguida a Baltazar Reyes, por robos.","20","20.1","1800","Chita","Decisión metodológica","AGNSC.1913914732-7542988A","Robo","Robo"
"2989","2989A","Juicio seguido a Miguel y Leandro Caro, vecinos de Siachoque, por robo de ganado en Pesca.","20","20.1","1799","Pesca","Perfectos","AGNSC.1913915755-7802989A","Robo","Robo"
"298","298A","Informe que rindió al Virrey, Jorge Tadeo Lozano, A lcalde, sobre la crisis de subsistencias de los presos de la cárcel chica, y documentos anexos sobre el mismo asunto.","32",,"1799","Santafé (Bogotá)","Códigos señalados","AGNSC.19118120-160298A","No-Casos","Delitos"
"2990","2990A","Sumario instruido por el alcalde de Tuta, a José Gregorio Cano, por robo de ganado lanar.","20","20.1","1806","Tuta","Perfectos","AGNSC.1913916781-8372990A","Robo","Robo"
"2991","2991A","Juicio seguido a Pedro Alcántara de Medina, por haber opuesto resistencia al alcalde de Samacá, al aprehenderlo por estar riñendo con su mujer.","5","5.1","1805","Samacá","Decisión metodológica","AGNSC.1913917838-8702991A","Violencia conyugal","Violencia conyugal"
"2991","2991B","Juicio seguido a Pedro Alcántara de Medina, por haber opuesto resistencia al alcalde de Samacá, al aprehenderlo por estar riñendo con su mujer.","19",,"1805","Samacá","Decisión metodológica","AGNSC.1913917838-8702991B","Desacato","Delitos"
"2992","2992A","Causa seguida a Gregoria de Mendoza, en virtud de denuncio y acusación de Carlos José Vanegas, su marido, de estar amancebada con Martín Parrao.","10","10.1","1777","Pore","Decisión metodológica","AGNSC.1913918871-10032992A","Concubinato","Concubinato"
"2992","2992B","Juicio seguido a Gregoria Mendoza, mujer de Carlos José Vanegas, por adulterio con Martín Parrado.","10","10.2","1777","Pore","Decisión metodológica","AGNSC.191675328-4462992B","Concubinato","Adulterio"
"2993","2993A","Sumario instruido por Miguel de Castañeda, alcalde de Tenza, a Lorenzo Valles, por el homicidio de Petrona Hernández.","1","1.1","1798","Tenza","Perfectos","AGNSC.1914011—362993A","Homicidio","Homicidio"
"2994","2994A","Investigación judicial sobre el homicidio de Pascual Cornelis, y petición de Dionisio Jaimes, a quien se culpó de este delito, sobre su esclarecimiento.","1","1.1","1743","Tequía","Perfectos","AGNSC.19140237-412994A","Homicidio","Homicidio"
"2994","2994B","Investigación judicial sobre el homicidio de Pascual Cornelis, y petición de Dionisio Jaimes, a quien se culpó de este delito, sobre su esclarecimiento.","28","28.1","1743","Tequía","Códigos señalados","AGNSC.19140237-412994B","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"2995","2995A","Juicio seguido a Victorio Valbuena, por desacatos a Gervasio José Caycedo, Corregidor de Chita, y manifestación del cura y vecinos contra dicho funcionario.","19",,"1802","Chita","Perfectos","AGNSC.19140342-712995A","Desacato","Delitos"
"2996","2996A","Causa seguida a Juan Antonio Becerra, marido de María de los Reyes Pedraza, por concubinato incestuoso con Vicenta e Ignacia Pedrazas, sus cuñadas.","9","9.3","1802","Santa Rosa de Viterbo","Decisión metodológica","AGNSC.19140472-1042996A","Estupro","Incesto"
"2996","2996B","Causa seguida a Juan Antonio Becerra, marido de María de los Reyes Pedraza, por concubinato incestuoso con Vicenta e Ignacia Pedrazas, sus cuñadas.","10","10.2","1802","Santa Rosa de Viterbo","Decisión metodológica","AGNSC.19140472-1042996B","Concubinato","Adulterio"
"2997","2997A","Juicio seguido a Melchor Vásquez Campuzano, por haber agredido en la cárcel de Guamanga (Perú) a Pedro Sánchez de Valenzuela, Baltasar de Cárdenas y Melchor Palomino, y otros delitos que cometió en el Perú y Quito, de donde pasó Anserma.","4","4.1","1799","Guamanga","Decisión metodológica","AGNSC.191405105-2812997A","Violencia","Heridas"
"2997","2997B","Juicio seguido a Melchor Vásquez Campuzano, por haber agredido en la cárcel de Guamanga (Perú) a Pedro Sánchez de Valenzuela, Baltasar de Cárdenas y Melchor Palomino, y otros delitos que cometió en el Perú y Quito, de donde pasó Anserma.","33",,"1799","Varios","Ambiguos","AGNSC.191405105-2812997B","Ambiguos","Delitos"
"2998","2998A","Nota de los jueces de Quibdo, remisoria del sumario de Francisco Antonio Caycedo. No dice la causa.","33",,"1582","Quibdó","Códigos señalados","AGNSC.191406282-2842998A","Ambiguos","Delitos"
"2998","2998B","Nota de los jueces de Quibdo, remisoria del sumario de Francisco Antonio Caycedo. No dice la causa.","33",,"1582","Quibdó","Ambiguos","AGNSC.191406282-2842998B","Ambiguos","Delitos"
"2999","2999A","Sumario instruido por Vicente Ferrer Quintana, alcalde de Pesca, a José Luis Marínez, por el homicidio de Tomás López.","1","1.1","1810","Pesca","Perfectos","AGNSC.191407285-3152999A","Homicidio","Homicidio"
"2999","2999B","Juicio seguido a José Hilario Medina, pos el homicidio de Tomás López.","2",,"1787","Pesca","Sin codificación","AGNSC.191424196-2242999B","Sin codificar","Delitos"
"299","299A","Petición de María del Campo Cancino, sobre traslado de su causa del Tribunal Civil al Eclesiástico, en su demanda de divorcio con Bernardo de Alcobendas, su marido","28","28.1","1807","Santafé (Bogotá)","Códigos señalados","AGNSC.191110171-177299A","Tipo de documento diferente a sumario ","Peticiones y solicitudes"
"299","299B","Petición de María del Campo Cancino, sobre traslado de su causa del Tribunal Civil al Eclesiástico, en su demanda de divorcio con Bernardo de Alcobendas, su marido","29","29.2","1807","Santafé (Bogotá)","Códigos señalados","AGNSC.191110171-177299B","Separación","Divorcio"
"29","29A","Demanda de Ana de Orellana contra Micaela, mestiza, por un plato de plata que le robó.","20","20.1","1627","Santafé (Bogotá)","Perfectos","AGNSC.19218815-82029A","Robo","Robo"
"2","2A","Juicio de residencia seguido por Gaspar de Guiral y Urrutigoyti, Gobernador de Antioquia, a José de Yarza, su antecesor, y a quienes con éste compartieron las funciones y responsabilidades de la gobernación.","15","15.1","1727","Antioquia (Departamento)","Perfectos","AGNSC.191213-1212A","Juicio de residencia","Juicio de residencia "
"3000","3000A","Sumario instruido por el alcalde de Chiriví, a Vicente Moreno, por hurtos.","20","20.1","1805","Chiriví","Decisión metodológica","AGNSC.191408342-3813000A","Robo","Robo"
"3001","3001A","Causa seguida a Juan de la Vega, como cabecilla de motín.","25","25.1","1804","Tunja","Decisión metodológica","AGNSC.191409342-3813001A","Sublevación","Sublevación"
"3002","3002A","Causa seguida a José María Gualdrón, por el homicidio de Juan José Rangel, ejecutado en Tipacoque.","1","1.1","1637","Tipacoque","Perfectos","AGNSC.1914011909-10173002A","Homicidio","Homicidio"
"3003","3003A","Sumario instruido por el alcalde de Pore, a Salvador Hernández, por robo y concubinato con su cuñada.","20","20.1","1800","Pore","Decisión metodológica","AGNSC.1914111—173003A","Robo","Robo"
"3003","3003B","Sumario instruido por el alcalde de Pore, a Salvador Hernández, por robo y concubinato con su cuñada.","10","10.1","1800","Pore","Decisión metodológica","AGNSC.1914111—173003B","Concubinato","Concubinato"
"3004","3004A","Juicio seguido a Gaspar de Perea y Mendoza y María Rosero, por vivir amancebados.","10","10.1","1739","Nóvita","Perfectos","AGNSC.19141218-293004A","Concubinato","Concubinato"
"3005","3005A","Sumario instruido por el alcalde de Somondoco, a Eugenio Herrera, por la paliza que le dió José Dueñas y a María Cendales, su mujer, por cuyo motivo ésta tuvo aborto.","4","4.1","1807","Somondoco","Decisión metodológica","AGNSC.19141330-603005A","Violencia","Heridas"
"3005","3005B","Sumario instruido por el alcalde de Somondoco, a Eugenio Herrera, por la paliza que le dió José Dueñas y a María Cendales, su mujer, por cuyo motivo ésta tuvo aborto.","8",,"1807","Somondoco","Decisión metodológica","AGNSC.19141330-603005B","Aborto","Delitos"
"3006","3006A","Proceso de Juan Rodríguez y Bartolomé Valderrama, quienes dieron muerte a Apolinar Ayala.","1","1.1","1765","Paipa","Perfectos","AGNSC.19141461-1053006A","Homicidio","Homicidio"
"3007","3007A","Sumario instruido a María Bolo, por haber quemado las manos de su hija Rosa.","4","4.1","1808","Pore","Perfectos","AGNSC.191416277-3063007A","Violencia","Heridas"
"3008","3008A","Juicio seguido a Pedro José Buitrago, por dar malos tratamientos a Toribia de Pedraza, su consorte, por concubinato con Catarina de Aldana, y por ser prófugo de la cárcel de Tunja.","5","5.1","1806","Varios","Decisión metodológica","AGNSC.191417307-3433008A","Violencia conyugal","Violencia conyugal"
"3008","3008B","Juicio seguido a Pedro José Buitrago, por dar malos tratamientos a Toribia de Pedraza, su consorte, por concubinato con Catarina de Aldana, y por ser prófugo de la cárcel de Tunja.","10","10.1","1806","Varios","Decisión metodológica","AGNSC.191417307-3433008B","Concubinato","Concubinato"
"3008","3008C","Juicio seguido a Pedro José Buitrago, por dar malos tratamientos a Toribia de Pedraza, su consorte, por concubinato con Catarina de Aldana, y por ser prófugo de la cárcel de Tunja.","10","10.2","1806","Varios","Decisión metodológica","AGNSC.191417307-3433008C","Concubinato","Adulterio"
"3008","3008D","Juicio seguido a Pedro José Buitrago, por dar malos tratamientos a Toribia de Pedraza, su consorte, por concubinato con Catarina de Aldana, y por ser prófugo de la cárcel de Tunja.","21","21.1","1806","Varios","Decisión metodológica","AGNSC.191417307-3433008D","Fuga (e intento) (incluye carcel, exilio o juicio) ","Fuga o intento de fuga (de cárcel, de exilio, etc)"
"3009","3009A","Juicio seguido a Bernabé Galeano de Cifuentes, por hurto de semovientes a Diego Rodríguez Flórez.","20","20.1","1722","Chiquinquirá","Perfectos","AGNSC.191418344-3823009A","Robo","Robo"
"300","300A","Acta de visita de cárcel, practicada por el Virrey y Oidores, con la enumeración de los enjuiciados y sus respectivas causas.","33",,"1751","Santafé (Bogotá)","Ambiguos","AGNSC.191111178-195300A","Ambiguos","Delitos"
"3010","3010A","Causa seguida a Francisco Andrés Guarín, por sus relaciones incestuosas con su hija María Teresa.","9","9.3","1801","Cincelada","Perfectos","AGNSC.191419383-4103010A","Estupro","Incesto"
"3011","3011A","Juicio seguido a Martín de Rojas, por airadas e injuriosas palabras que profirió contra el alcalde y escribano de Tunja, en el convento de la Concepción.","16","16.1","1645","Tunja","Perfectos","AGNSC.1914110411-4583011A","Injuria","Injuria"
"3012","3012A","Sumario instruido por el alcalde de Tunja, a Juan Bautista Coronado y Manuela Gallo, por concubinato.","10","10.1","1808","Tunja","Perfectos","AGNSC.1914111459-4973012A","Concubinato","Concubinato"
"3013","3013A","Proceso de Rosa Rivera, quien dió muerte a Floriana Rivera, su hija.","1","1.1","1801","Ramiriquí","Perfectos","AGNSC.1914112498-5223013A","Homicidio","Homicidio"
"3014","3014A","Causa seguida a Pedro Certucha, por heridas, pendencias y otros delitos.","4","4.1","1745","Quibdó","Decisión metodológica","AGNSC.1914113523-5693014A","Violencia","Heridas"
"3014","3014B","Causa seguida a Pedro Certucha, por heridas, pendencias y otros delitos.  (1)","4","4.1","1745","Quibdó","Decisión metodológica","AGNSC.1914113523-5693014B","Violencia","Heridas"
"3014","3014C","Causa seguida a Pedro Certucha, por heridas, pendencias y otros delitos.  (2)","4","4.1","1745","Quibdó","Decisión metodológica","AGNSC.1914113523-5693014C","Violencia","Heridas"
"3014","3014D","Causa seguida a Pedro Certucha, por heridas, pendencias y otros delitos.","33",,"1745","Quibdó","Ambiguos","AGNSC.1914113523-5693014D","Ambiguos","Delitos"
"3015","3015A","Causa seguida a Gregorio Pita, por haber incendiado su propia casa en Duitama.","20","20.1","1805","Duitama","Decisión metodológica","AGNSC.1914115572-5943015A","Robo","Robo"
"3015","3015B","Nota remisoria del sumario instruido a Gregorio Pita, por incendiario.","2",,"1806","Tunja","Sin codificación","AGNSC.191678543-5443015B","Sin codificar","Delitos"
"3016","3016A","Proceso de Juan de Ulloa y Antonio de la Cadena, sindicados del homicidio de Antonio Cuadrado.","1","1.1","1625","Villa de Leiva","Perfectos","AGNSC.1914116595-8473016A","Homicidio","Homicidio"
"3016","3016B","Denuncio que dio Juan Guerrero, del homicidio de Diego Cuadrado, sindicado del delito a Juan de Ulloa.","2",,"1625","Villa de Leiva","Sin codificación","AGNSC.1914114570-5713016B","Sin codificar","Delitos"
"3017","3017A","Causa seguida a Francisco Cáceres Tirado, por el homicidio de Juan de los Santos.","1","1.1","1766","Siachoque","Perfectos","AGNSC.1914117848-8723017A","Homicidio","Homicidio"
"3018","3018A","Proceso de Juan Vergara, quien dio muerte a José Ramírez, e hirió a Juan Domingo Palacio.","1","1.1","1807","Tenza","Perfectos","AGNSC.1914118873-9343018A","Homicidio","Homicidio"
"3018","3018B","Proceso de Juan Vergara, quien dio muerte a José Ramírez, e hirió a Juan Domingo Palacio.","4","4.1","1807","Tenza","Perfectos","AGNSC.1914118873-9343018B","Violencia","Heridas"
"3019","3019A","Sumario instruido por Miguel Salvador de Lara, alcalde de Cerinza, a Valerio Amaya, por el homicidio de Manuel de Ubaldo Rodríguez.","1","1.1","1804","Cerinza","Perfectos","AGNSC.1914119935-10073019A","Homicidio","Homicidio"
"301","301A","causa seguida a Antonio Tavera, por injurias a Hernando Suárez, Corregidor de Santa Agueda","16","16.1","1590","null","Perfectos","AGNSC.191112196-339301A","Injuria","Injuria"
"3020","3020A","Memorial del preso Lorenzo Amaya, sobre su translado de la cárcel al hospital.","28","28.7","1809","Santafé (Bogotá)","Códigos señalados","AGNSC.191412010083020A","Tipo de documento diferente a sumario ","Memorial"
"3020","3020B","Memorial del preso Lorenzo Amaya, sobre su translado de la cárcel al hospital.","34",,"1809","Santafé (Bogotá)","Códigos señalados","AGNSC.191412010083020B","Traslados y petición de traslado","Delitos"
"3020","3020C","Memorial del preso Lorenzo Amaya, sobre su translado de la cárcel al hospital.","33",,"1809","Santafé (Bogotá)","Ambiguos","AGNSC.191412010083020C","Ambiguos","Delitos"
"3021","3021A","Sumario instruido a Domingo Limas, por el homicidio de Antonio Pineda, y a María Benedicta Quevedo, como cómplice.","1","1.1","1757","Pesca","Perfectos","AGNSC.191422108-1653021A","Homicidio","Homicidio"
"3021","3021B","Proceso de Domingo Limas y María Benedicta Quevedo, su consorte, quienes dieron muerte a Antonio de Pineda.","2",,"1758","Pesca","Sin codificación","AGNSC.1915824989-10023021B","Sin codificar","Delitos"
"3022","3022A","Sumario instruido por Francisco Javier Cuadros, alcalde de Chita, a Isidro Salanueva, por el homicidio de Estaban Agudelo y heridas y estupro de su cuñada.","1","1.1","1794","Chita","Decisión metodológica","AGNSC.191423166-1953022A","Homicidio","Homicidio"
"3022","3022B","Sumario instruido por Francisco Javier Cuadros, alcalde de Chita, a Isidro Salanueva, por el homicidio de Estaban Agudelo y heridas y estupro de su cuñada.","4","4.1","1794","Chita","Decisión metodológica","AGNSC.191423166-1953022B","Violencia","Heridas"
"3022","3022C","Sumario instruido por Francisco Javier Cuadros, alcalde de Chita, a Isidro Salanueva, por el homicidio de Estaban Agudelo y heridas y estupro de su cuñada.","9","9.1","1794","Chita","Decisión metodológica","AGNSC.191423166-1953022C","Estupro","Estrupo"
