ID_Caso,ID_Crímen,Descripción
1179,1179A,"Proceso de Anastasio Conde, quien** dio muerte **en el Rosario de Cúcuta, a Melchor Amorocho."
1180,1180A,"Causa seguida a Benito Ortega por haber **azotado y mutilado** los senos a Matea Luna, delito cometido en Arboledas."
1181,1181A,"Sumario instruido por Marcelo José Ramírez, Alcalde del Socorro, a Román Manjarrés, por las **puñaladas **que se dio en el sitio de San Pablo, a José María Nieves."
1182,1182A,"Causa seguida al Capitán Pedro Gómez de Orozco, a Diego y Cristóbal Rodríguez, en virtud de denuncio y acusación del Capitán Juan de Pineda, vecino de Salazar de las Palmas, de haber los mencionados individuos, **acabado con los pobladores, indígenas** de San Pedro de las Posadas e incendiado su caserío."
1182,1182B,"Causa seguida al Capitán Pedro Gómez de Orozco, a Diego y Cristóbal Rodríguez, en virtud de denuncio y acusación del Capitán Juan de Pineda, vecino de Salazar de las Palmas, de haber los mencionados individuos, acabado con los pobladores, indígenas de San Pedro de las Posadas e **incendiado **su caserío."
1183,1183A,"Causa seguida a Juan de Torres y Jerónimo de Castañeda, como **salteadores de camiones**, por Juan Sánchez de Galvis, Alcalde de la Santa Hermandad de Pamplona, quien por conocimiento de dicha causa tuvo litis con Nicolás de Palencia, alcalde ordinario de la misma ciudad."
1184,1184A,"Pleito por la **muerte de de unos semovientes**, entre Matías de Luque y Manuel de Rueda, que origino una querella de Ignacio Manuel de Rueda y Díaz contra el cabildo de San Gil."
1184,1184B,"Pleito por la muerte de de unos semovientes, entre Matías de Luque y Manuel de Rueda, que origino una **querella **de Ignacio Manuel de Rueda y Díaz **contra el cabildo de San Gil.**"
1185,1185A,"Sumario instruido por José Antonio Ardila, Alcalde del Socorro, a Pedro José de Uribe, Luisa Mejía, su mujer, Dolores Zabala, su hija y Pioquinto Aguilar, por el incendio de la casa de Marcelo Martínez, sitio en Quebradaseca, **incendio **que carbonizo a uno de los hijos del damnificado."
1185,1185B,"Sumario instruido por José Antonio Ardila, Alcalde del Socorro, a Pedro José de Uribe, Luisa Mejía, su mujer, Dolores Zabala, su hija y Pioquinto Aguilar, por el incendio de la casa de Marcelo Martínez, sitio en Quebradaseca, incendio que **carbonizo a uno de los hijos** del damnificado."
1186,1186A,"Causa seguida a José y Antonio Reyes Vargas, por el **homicidio **de Francisco Javier de Osma."
1187,1187A,"Causa seguida de Diego Carlos Carús, por **irrespetos **a la Real justicia de Girón."
1188,1188A,"Real provisión para los jueces de Ibagué, pedida por Pedro Galindo, a fin de que activaran la **mortuoria **de Juan Neponuceno Galindo, hijo del peticionario."
1188,1188B,"**Real provisión **para los jueces de Ibagué, pedida por Pedro Galindo, a fin de que activaran la mortuoria de Juan Neponuceno Galindo, hijo del peticionario."
1189,1189A,"Sumario que le instruyo Salvador Ordóñez, alcalde de Bucaramanga, a Ignacio Luciano Navas, por **adulterio **con la mujer de Francisco Bretón."
1190,1190A,"Sumario instruido por Lorenzo José Ardila Tavera, Alcalde del Socorro, a Jacobo Patiño, por **hurtos**, blasfemas, riñas, resistencia a la autoridad y otros delitos. "
1190,1190C,"Sumario instruido por Lorenzo José Ardila Tavera, Alcalde del Socorro, a Jacobo Patiño, por hurtos, **blasfemas**, riñas, resistencia a la autoridad y otros delitos."
1190,1190D,"Sumario instruido por Lorenzo José Ardila Tavera, Alcalde del Socorro, a Jacobo Patiño, por hurtos, blasfemas, **riñas**, resistencia a la autoridad y otros delitos. (1)"
1190,1190E,"Sumario instruido por Lorenzo José Ardila Tavera, Alcalde del Socorro, a Jacobo Patiño, por hurtos, blasfemas, **riñas**, resistencia a la autoridad y otros delitos. (2)"
1190,1190F,"Sumario instruido por Lorenzo José Ardila Tavera, Alcalde del Socorro, a Jacobo Patiño, por hurtos, blasfemas, riñas,** resistencia a la autoridad** y otros delitos."
1190,1190G,"Sumario instruido por Lorenzo José Ardila Tavera, Alcalde del Socorro, a Jacobo Patiño, por hurtos, blasfemas, riñas, resistencia a la autoridad y **otros delitos**."
1191,1191A,"Enumeración de **causas criminales** pendientes en los juzgados del El Socorro, con su correspondiente especificación."
1192,1192A,Nota remisoria de las** causas criminales** de los juzgados de Honda.
1192,1192B,**Nota **remisoria de las causas criminales de los juzgados de Honda.
1193,1193A,"Lista de las **causas criminales,** seguidas en la ciudad de Antioquia."
1194,1194A,"Enumeración de **causa criminales,** seguidas en el juzgado de Mompós."
1195,1195A,"Lista de **causas criminales**, seguidas en el juzgado de la ciudad de Antioquia."
1196,1196A,"Sumario instruido por José de Uribe y Santos, Alcalde de Oiba, a Juan Bautista Ayala y Apolinar Calvete, por **robo**, de ganado mayor."
1197,1197A,"Sumario instruido por Nicolás de Vargas, Alcalde Monguí, a Juan Agustín Ayala, vecino de Charalá, por el **homicidio **de Francisco Aguillón."
1198,1198A,"Demanda ante las autoridades civiles y eclesiásticas de Antonia Manuela de Salvá contra Manuel de Herrera,** para que éste fuera compelido a casarse con ella.**"
1199,1199A,"Causa seguida por José María Villamil, alcalde de Curití, a Javier Martínez, por el **robo **de ganado mayor."
1200,1200A,"Miguel Cano, se querella de Antonio de la Pedrosa, corregidor del partido de Tenza, por **ultrajes de obra** que le infirió."
1201,1201A,"Sumario instruido por Cayetano Antonio Bohórquez, Corregidor de la capilla de Tenza, a Miguel Campos y María Rosalia Contreras, mujer de José Feliciano Montañez, por **adulterio** del cual se culpa también al dicho Campos con otra casada llamada Floreana Ramírez."
1201,1201B,"Sumario instruido por Cayetano Antonio Bohórquez, Corregidor de la capilla de Tenza, a Miguel Campos y María Rosalia Contreras, mujer de José Feliciano Montañez, por adulterio del cual se culpa también al dicho Campos con **otra casada** llamada Floreana Ramírez "
1202,1202A,"Causa seguida por Dámaso José Villarral, alcalde de Simacota, a Salvador Murcia, por el **homicidio **de Pedro Suárez. Sentencia de muerte para el reo; su ejecución."
1203,1203A,"Sumario instruido a Juan Neponuceno Ojeda, Miguel Villamizar, Antonio Maldonado y otros, por **robo **de ganados del hato de Ignacio Espinel."
1204,1204A,"Causa seguida a Rosa Flórez, sus hijos y un sobrino, por haber **herido **a Bartolomé Lázaro de la Cadena, Alcalde de San Gil, en el momento en que capturaba a Pedro del Basto y otros reos en el río Sube."
1204,1204B,"Causa seguida a Rosa Flórez, sus hijos y un sobrino, por haber herido a Bartolomé Lázaro de la Cadena, Alcalde de San Gil, en el momento en que capturaba a Pedro del Basto y otros **reos **en el río Sube."
1204,1204C,"Causa seguida a Francisco Sarmiento y Rosa Flórez y Sotomayor, su consorte, en virtud de denuncio de Bartolomé Lázaro de la Cadena y Ulloa, alcalde de San Gil, de haberlo herido con puñal."
1205,1205A,"Demanda de Félix José de Vargas contra Francisco Gutiérrez, por haber **tratado éste al primero de ladrón** al salir de la iglesia de Monguí."
1206,1206A,"**Petición **de los alcaldes de San Gil, para que a las visitas de cárcel asistieran los fiscales y defensores de oficio, a fin de regularizar la administración de justicia."
1207,1207A,"José Javier de Amaya, Fiscal se San Gil, **objeta **lo proveído sobre su asistencia a las visitas de cárcel, y solicita se le releve del cargo."
1208,1208A,"Sumario instruido por Maximiliano Martínez, Alcalde de Curití, a Juan Vicente Grande, quien cambió su apellido por el de García, marido de Sabina Gómez, por vivir **amancebado **con Petronila Domínguez, sumariada también."
1209,1209A,"Alfonso de Arapiles Cornejo y Torres, maestro de campo de Salazar de las Palmas, exhorta a los habitantes del lugar, a fin de que denuncien a quienes le fijaron unos **pasquines **en su casa para que desocuparan la población. Información judicial al respecto."
1210,1210A,"Sumario instruido por Miguel Ignacio Franco y Chacón, alcalde de Veléz, a Hilario Cepeda, por **uxoriciodio**: muerte de Rosalía Useda, su mujer."
1211,1211A,"Nota del juez de la causa seguida a Juan Tomás Baustista, Manuel Salvador Ramírez y Miguel Santos, por el **homicidio **de Pablo Méndez, ocurrido en el Socorro."
1211,1211B,"**Solicitud de indulto**, de Juan Tomás Bautista, cómplice en el homicido de Pablo Méndez."
1212,1212A,"Suamrio instruido por Casimiro Gómez de Castro, alcalde del Socorro, a Francisco Teodoro de Heredia, por **robo **de ganado mayor."
1213,1213A,"Sumario instruido a Salvador Ramírez, Leonardo Figueroa, Pedro Bautista Losada y Manuel Girón, por **robo **de ganado mayor y sementeras."
1214,1214A,"Causa seguida a Miguel Bautista, por **robo **de alhajas en la iglesia de Confines."
1215,1215A,"Sumario instruido por Félix José Moreno y Santos, alcalde de Pinchote, a Miguel Bautista, por el **robo **de dinero depositado en la arquilla de San Antonio de Padua, de la iglesia local."
1216,1216A,"Sumario instruido por Sebastián José García, Alcalde del Rosario de Cúcuta, a José Custodio Suárez, por sus actividades de **tinterillo o pendolista**."
1217,1217A,"Sumario instruido por José Antonio Alvarez, Alcalde de Capitanejo, a Pedro Antonio Quintero, por **ultrajes **al cura párroco del lugar y resistencia a la Real justicia."
1217,1217B,"Sumario instruido por José Antonio Alvarez, Alcalde de Capitanejo, a Pedro Antonio Quintero, por ultrajes al cura párroco del lugar y **resistencia a la Real justicia.**"
1218,1218A,"Causa seguida por Francisco de Paula Canal, Alcalde de Pamplona, a Manuel Antonio Guerrero, por **falsificación de monedas.**"
1219,1219A,"Juan Buenaventura Ortíz: Administrador de Correos de Bucaramanga, se querella a José Ignacio Ordoñez, Alcalde de la misma población, de haberle instruido sumario por **amancebamiento **y reducido a prisión."
1219,1219B,"Juan Buenaventura Ortíz: Administrador de Correos de Bucaramanga, se querella a José Ignacio Ordoñez, Alcalde de la misma población, de **haberle instruido sumario** por amancebamiento y reducido a prisión."
1220,1220A,"Sumario instruido por Juan Francisco Reyes, Alcalde de Charalá, a Vicente Chacón, quien en la parroquia de Riachuelo, **hirió **mortalmente a Agustín Pico."
1220,1220B,"Sumario instruido por Juan Francisco Reyes, Alcalde de Charalá, a Vicente Chacón, quien en la parroquia de Riachuelo, hirió **mortalmente **a Agustín Pico."
1221,1221A,"Sumario instruido por Tomás Villarreal, alcalde de Simacota, a María del Carmen Martínez, por el **homicidio **de Pedro Aguilar, su **marido**."
1222,1222A,"Demanda de Pablo Mayorga contra Francisco Díaz, quien lo **hirió **con arma blanca en el camino del Socorro a Guavatá, y contrademanda de Isabel de Acuña, madre de Leonor Díaz, a quien forzó el mencionado Mayorga."
1222,1222B,"Demanda de Pablo Mayorga contra Francisco Díaz, quien lo hirió con arma blanca en el camino del Socorro a Guavatá, y contrademanda de Isabel de Acuña, madre de Leonor Díaz, a quien **forzó **el mencionado Mayorga."
1223,1223A,"Proceso de José María Galvis, José Manuel Ortega y María de la Concepción Barrera, su mujer, quienes **apalearon **a José Guadrón, el cual murió por tal causa."
1223,1223B,"Proceso de José María Galvis, José Manuel Ortega y María de la Concepción Barrera, su mujer, quienes apalearon a José Guadrón, el cual **murió por tal causa.**"
1224,1224A,"Causa seguida por Pedro Villet, Gobernador de San Faustino, a José Antonio Cárdenas y Salas, por **resistencia **a los mandatos de la autoridad y amenazas a quienes los representaban."
1224,1224B,"Causa seguida por Pedro Villet, Gobernador de San Faustino, a José Antonio Cárdenas y Salas, por resistencia a los mandatos de la autoridad y **amenazas **a quienes los representaban."
1225,1225A,"Notas al Virrey, de Francisco Vallejo, Gobernador de Girón, sobre los **pasquines **que le pusieron y actuaciones judiciales contra los presuntos autores de ellos."
1225,1225B,"**Notas **al Virrey, de Francisco Vallejo, Gobernador de Girón, sobre los pasquines que le pusieron y actuaciones judiciales contra los presuntos autores de ellos."
1226,1226A,"Demanda de Juan Telésforo García y Salgar contra José Bretón y Ordoñez, por **versos satíricos e injuriosos** que le compuso."
1227,1227A,"Demanda de Marcelo Pérez de Páramo contra José de Medina, su cuñado, por **agresiones de obra** que éste le infirió, con motivo de la propiedad de una esclava."
1227,1227B,"Memorial del abogado de Marcelo Pérez, en la demanda de éste contra José Rafael de Medina, por haberlo asaltado **quitandole unas escrituras.**"
1227,1227C,"**Memorial **del abogado de Marcelo Pérez, en la demanda de éste contra José Rafael de Medina, por haberlo asaltado quitandole unas escrituras."
1228,1228A,"Proceso de Isidro Camelo, **matador **de Custodio de Herrera."
1229,1229A,"Demanda de Francisco de la Cruz, por **injurias**, contra Tomás de Arce."
1230,1230A,"Proceso de Pablo Mayorga, quien** dio muerte **a Pedro Antonio Plata, alcalde del Socorro."
1231,1231A,"Causa seguida a Juan Esteban de Hostos, por **crueles tratamientos dados a sus esclavos**, homicidios de éstos, actos de sodomía y otros delitos. Denunciantes, Juan Agustín y Manuel Ramírez de Soto. "
1231,1231B,"Causa seguida a Juan Esteban de Hostos, por crueles tratamientos dados a sus esclavos, **homicidios **de éstos, actos de sodomía y otros delitos. Denunciantes, Juan Agustín y Manuel Ramírez de Soto. "
1231,1231C,"Causa seguida a Juan Esteban de Hostos, por crueles tratamientos dados a sus esclavos, homicidios de éstos, actos de **sodomía **y otros delitos. Denunciantes, Juan Agustín y Manuel Ramírez de Soto."
1231,1231D,"Real revisión de absolución para Juan Esteban de Hostos, acusado por Juan Agustín y Fermín Manuel Ramírez, de sevicia con sus esclavos, homicidio y **otros delitos**"
1232,1232A,"Causa que le hizo seguir a Antonio Díaz, el Maestre de Campo, Luis Chacón Luna, atribuyendole **varios delitos**, de los cuales fue absuelto el acusado y condenado en costas el mencionado Chacón Luna."
1233,1233A,"Petición judicial del Maestre de Campo Luis CHacón de luna, relativa a indagatoriar, testigo sobre los **motines **populares que ocurrieron en vélez, a causa de los cuales él se hallaba preso."
1233,1233B,"**Petición **judicial del Maestre de Campo Luis CHacón de luna, relativa a indagatoriar, testigo sobre los motines populares que ocurrieron en vélez, a causa de los cuales él se hallaba preso."
1234,1234A,"Juicio que se le siguió a Ignacio Martín Nieto de Paz, por **irrespetos **a Roque María Estengo, alcalde de San Gil."
1235,1235A,"Causa seguida por el alcalde del Cerrito, a Juan Estanislao Borrero, por el delito de **bestialidad**."
1236,1236A,"Sumario instruido por Cristóbal Santiago Galeano Cáceres y Enciso, alcalde de Puente Real, a Agustín Cristóbal Naranjo, por **robo **de ganado."
1237,1237A,"Demanda de Cristóbal de Villamil contra Bartolomé González de Noriega, alcalde de San Gil, por atropellos y parcialidad en resolver la demanda de Villamil, por **ultrajes **a su hijo, contra Francisco de Afanador."
1237,1237B,"Demanda de Cristóbal de Villamil contra Bartolomé González de Noriega, alcalde de San Gil, por **atropellos y parcialidad** en resolver la demanda de Villamil, por ultrajes a su hijo, contra Francisco de Afanador."
1238,1238A,"Causa seguida salvador y Francisco Coronel, por el **asesinato **de Enrique Sidraes."
1239,1239A,"Sumario instruido por Cayetano Tavera, alcalde de Oiba, a Luis de Heredia, por **amancibamiento **con Antonia Fonseca."
1240,1240A,"Narciso García, recusa a Fermín Dionisio de Amado, Teniente Corregidor de Pamplona, en la causa por **heridas **hechas a García, seguida a Bernardo José Sánchez Osorio, compadre y concuñado del mencionado funcionario."
1240,1240B,"Narciso García, **recusa **a Fermín Dionisio de Amado, Teniente Corregidor de Pamplona, en la causa por heridas hechas a García, seguida a Bernardo José Sánchez Osorio, compadre y concuñado del mencionado funcionario."
1241,1241A,"Sumario instruido por José Lázaro Rodríguez, alcalde de Simacota, a Agustín Hernández, Reyes Bustamante y socios, por **robo **de ganados."
1242,1242A,"Causa seguida a Domingo Tomás Pedraza, por haber **herido **a varios, resistencia a la autoridad y vida licenciosa. "
1242,1242B,"Causa seguida a Domingo Tomás Pedraza, por haber herido a varios, **resistencia a la autoridad** y vida licenciosa."
1242,1242C,"Causa seguida a Domingo Tomás Pedraza, por haber herido a varios, resistencia a la autoridad y **vida licenciosa.**"
1243,1243A,"Sumario instruido por Esteban Pinzón Y Santos, alcalde de Puente Real, a Casiano y Crisóstomo Quintián, por el **homicidio **de Francisco Herreño."
1244,1244A,"Cristóbal Quintero Principe de Hinestrosa, reclama de una multa que se le impuso, por **desacatos **al maestre de campo, Manuel de Herrera, Teniente de la Gobernación del Chocó."
1244,1244B,"Cristóbal Quintero Principe de Hinestrosa, **reclama de una multa** que se le impuso, por desacatos al maestre de campo, Manuel de Herrera, Teniente de la Gobernación del Chocó."
1245,1245A,"Demanda de Manuel Antonio Calderón y correspondiente juicio que se le siguio éste a José Pérez Paniagua, por haberle irrogado **injurias **públicamente en la ciudad de Panamá."
1245,1245B,"Demanda de Manuel Antonio Calderón y correspondiente juicio que se le siguio éste a José Pérez Paniagua, por haberle irrogado injurias públicamente en la ciudad de Panamá."
1245,1245C,"Demanda de Manuel Antonio Calderón, por injurias, contra José Pérez Paniagua."
1246,1246A,"Sumario instruido por José Victor de la Guardia y Ayala, alcalde de Penonomé, a Pedro Betancourt, por el **homicidio **del esclavo Tiburcio de Leira, de propiedad de José de los Santos."
1247,1247A,"Sumario instruido por Francisco Valdes, Alcalde de Panamá, al negro Evaristo Segundo,por **hurto **de un bastón con empuñadora de oro, a Félix de Soto, Alférez Real."
1248,1248A,"Juicio seguido en la población de Santa María, provincia de Panamá, a Hernando Alvarez de Acevedo, por **concubinato **y malos tratamientos a María de Bazán, su mujer, según denuncio de ésta."
1248,1248B,"Juicio seguido en la población de Santa María, provincia de Panamá, a Hernando Alvarez de Acevedo, por concubinato y **malos tratamientos** a María de Bazán, su mujer, según denuncio de ésta."
1249,1249A,"Comunicación dirigida desde la cárcel de Panamá, al Virrey, por Joaquín Balcácer de Miranda, sobre causa por **injurias **a Félix Muñoz de Guzmán, que se la seguía."
1249,1249B,"**Comunicación dirigida desde la cárcel de Panamá, al Virrey**, por Joaquín Balcácer de Miranda, sobre causa por injurias a Félix Muñoz de Guzmán, que se la seguía."
1250,1250A,"Capítulos de **acusación **de los vecinos de Santa Marta, contra el Gobernador Luis de Rojas, sucesor de Pedro Fernández del Busto."
1251,1251A,"El Gobernador de Riohacha, don Juan de Sámano, consulta a la Real Audiencia, si el reo José Francisco Moya, puede estar comprendido en Real **cédula de indulto.**"
1251,1251B,"El Gobernador de Riohacha, don Juan de Sámano, consulta a la Real Audiencia, si el reo José Francisco Moya, puede estar comprendido en **Real cédula** de indulto."
1251,1251C,"El Gobernador de Riohacha, don Juan de Sámano, consulta a la Real Audiencia, si el **reo **José Francisco Moya, puede estar comprendido en Real cédula de indulto."
1252,1252A,"Investigaciones practicadas por José Angel de Zubiría, Capitán a Guerra de Guaímaro, sobre las heridas de Francisco María Fabrica, genovés, que se las **hizo él mismo con el fin de suicidarse.**"
1253,1253A,"Sumario instruido por José de Matos y Patiño, Comandante del Castillo de San Lorenzo de Chagres, a Cristobalina González, por **haber degollado** al Sargento de artilleria Félix Borrallo,** su marido.**"
1254,1254A,"Causa seguida por Benito Martínez Vinuesa, Alcalde de Santiago de Veraguas, a Pablo Serrú, vecino de Párita, por el **homicidio **de Francisco López."
1255,1255A,"Sumario instruido por Felipe del Barrio, alcalde de Panamá, a Manuel José Cedeño, por el **homicidio **de Manuel Ramos, oriundo en la Chorrera."
1256,1256A,"Sumario instruido por Francisco González Conte, Juez de Penonomé, a José Jorge Rodríguez Gómez, por los **homicidios **de **José **López y Damián Morán, y heridas causadas a Francisca Javiera Benítez y Simona Guerra, delitos cometidos en la calle de los Forasteros, de dicha ciudad."
1256,1256B,"Sumario instruido por Francisco González Conte, Juez de Penonomé, a José Jorge Rodríguez Gómez, por los homicidios de José López y Damián Morán, y **heridas **causadas a Francisca Javiera Benítez y **Simona **Guerra, delitos cometidos en la calle de los Forasteros, de dicha ciudad."
1257,1257A,"Sumario instruido por José Prieto Ramos, Alcalde de Panamá, a José Dolores del Castillo, por las **estafas **que hizo a varios habitantes de la ciudad, valiendose de cartas falsas."
1258,1258A,"Proceso de José Francisco Sánchez, **matador **de Manuel de Ruedas."
1259,1259A,"Notas cruzadas entre el Arzobispo-Virrey de Santafé y Juan Ducer, alcalde de Panamá, sobre el **concubinato **de Alonso Guerrero, Marido de Joaquina Ponce, con **Simeona **Marchala y su sobrina Francisca y destierro que de Panamá se les decretó a éstas."
1259,1259B,"Notas cruzadas entre el Arzobispo-Virrey de Santafé y Juan Ducer, alcalde de Panamá, sobre el **concubinato **de Alonso Guerrero, **Marido **de Joaquina Ponce, con Simeona Marchala y su sobrina Francisca y destierro que de Panamá se les decretó a éstas."
1260,1260A,"Informe del gobernador de Portobelo al Virrey, sobre **algunos delitos de sangre**, ocurridos en la mencionada ciudad."
1261,1261A,"Joaquín Cabrejo, informa al Virrey, sobre los motivos de la lentitud del juicio, de Juan Eusebio de León y Lira. No expresa cuál **juicio**. Gobernación de Panamá."
1262,1262A,"Informe del gobernador de Portobelo, sobre la **pedrea a la casa** de Domíngo Guerrero."
1263,1263A,"Informe del gobernador de Cartagena, sobre la causa seguida a Juan de Dios y Julian González, por su **robo**; su destierro."
1264,1264A,**Factura de mercancias subastadas** en la ciudad de Panamá. Informe del gobernador al respecto.
1265,1265A,"El gobernador de Panamá acusa recibo al Virrey, de la Real Cédula sobre aprehesión de **reos **refugiados en los templos."
1266,1266A,"El gobernador de Darién acusa al Virrey, de la Real Cédula, sobre **remisión **de reos a España, y sus excepciones."
1266,1266B,"El gobernador de Darién acusa al Virrey, de la Real Cédula, sobre remisión de **reos **a España, y sus excepciones."
1267,1267A,"El gobernador de Panamá tramita al Virrey, la **petición **del reo Santiago Martínez, sobre permuta de prisión."
1267,1267B,"El gobernador de Panamá tramita al Virrey, la petición del **reo **Santiago Martínez, sobre permuta de prisión."
1268,1268A,"El gobernador de Panamá, informa al Virrey, sobre la causa seguida a los **homicidas **de don Diego Christié."
1269,1269A,"El gobernador de Veraguas, informa al Virrey, sobre lo actuado judicialmente, en la demanda de Juan Neponuceno López, por el **desfloramiento **de su hermana, Mónica Agustina López, contra el Coronel Francisco Matos."
1270,1270A,"Sumario instruido por Manuel Mantilla Salas, Alcalde de Piedecuesta, a Carlos José Mayorga, por **robo **de ganado mayor."
1271,1271A,"Causa seguida por Roque Serrano, Alcalde de Girón, a José Nicolás Gómez, por el **robo **de un macho."
1272,1272A,"Causa seguida a Bonifacio Barco, por varios **robos**. (1)"
1272,1272B,"Causa seguida a Bonifacio Barco, por varios **robos**. (2)"
1273,1273A,"Real provisión compulsoria de los autos dictados en su causa, por **heridas **a José Gordillo, pedida por Juan Estéban Delgado."
1273,1273B,"Real provisión compulsoria de los autos dictados en su causa, por heridas a José Gordillo, **pedida **por Juan Estéban Delgado."
1274,1274A,"Sumario instruido por Jose María Acevedo, alcalde de San José de la Robada, a Juan Castro, por **incesto **con Ana Victoria Castro, su hija legítima."
1275,1275A,"Proceso de Javier de los Reyes, Gabino Olave y María Gertrudis Vanegas: el primero como instigador, el segundo como ejecutor y la tercera como cómplice, de la **muerte **dada a Miguel Pérez, su **marido**."
1276,1276A,"Causa seguida a Salvador de la Barrera, por el **homicidio **de Ventura de Rojas en la población Guadalupe."
1277,1277A,"Juicio criminal seguido a Eugenio Poveda, por el **homicidio **de Ignacio Javier de Uribe y petición de su viuda, María Gertrúdis García, hecha conjuntamente con Diego Gordillo, su segundo marido, de perdón y absolución para el reo."
1277,1277B,"Juicio criminal seguido a Eugenio Poveda, por el homicidio de Ignacio Javier de Uribe y **petición **de su viuda, María Gertrúdis García, hecha conjuntamente con Diego Gordillo, su segundo marido, de perdón y absolución para el reo."
1278,1278A,"Juan de Cárdenas Zapata, se querella de Francisco de León, su suegro, y de sus hijos, quienes le **secuestraron **a Juana de León, su mujer. Provisión del Virrey Villalonga, al respecto."
1279,1279A,"Sumario instruído a Domingo Antonio de la Parra, por **heridas **y contrabando; capturado en Aratoca como desertor de las milicias de Cartagena, María Sebastiana López, su mujer, solicita se le compute el último delito, y sea comprendido en Real indulto."
1279,1279B,"Sumario instruído a Domingo Antonio de la Parra, por heridas y **contrabando**; capturado en Aratoca como desertor de las milicias de Cartagena, María Sebastiana López, su mujer, solicita se le compute el último delito, y sea comprendido en Real indulto."
1279,1279C,"Sumario instruído a Domingo Antonio de la Parra, por heridas y contrabando; capturado en Aratoca como **desertor de las milicias de Cartagena**, María Sebastiana López, su mujer, solicita se le compute el último delito, y sea comprendido en Real indulto."
1279,1279D,"Sumario instruído a Domingo Antonio de la Parra, por heridas y contrabando; capturado en Aratoca como desertor de las milicias de Cartagena, María Sebastiana López, su mujer, **solicita se le compute el último delito**, y sea comprendido en Real indulto."
1279,1279E,"Sumario instruído a Domingo Antonio de la Parra, por heridas y contrabando; capturado en Aratoca como desertor de las milicias de Cartagena, María Sebastiana López, su mujer, solicita se le compute el último delito, y sea comprendido en **Real indulto.**"
1280,1280A,"Sumario instruido por Rafael Valencia, Alcalde de Pamplona, a Domingo Miguel Miranda, por **robo **de animales y otras cosas."
1280,1280B,"Sumario instruido por Rafael Valencia, Alcalde de Pamplona, a Domingo Miguel Miranda, por robo de animales y **otras cosas.**"
1281,1281A,"Juicio criminal seguido a Andrés de Rueda, en virtud de acusación del Alférez Estéban de Lamo, de haberle **desflorado **a Feliciana de Lamo, su hija."
1282,1282A,"El Capitán Juan de Pineda, se querella criminalmente por **homicidios **en los indígenas de su encomienda y otros graves perjuicios, de Gómez de Aguilera, Gaspar Meneses, Diego de Paredes y demas cómplices en esos delitos. (1)"
1282,1282B,"El Capitán Juan de Pineda, se querella criminalmente por homicidios en los indígenas de su encomienda y **otros graves perjuicios**, de Gómez de Aguilera, Gaspar Meneses, Diego de Paredes y demas cómplices en esos delitos."
1283,1283A,"Demanda de Francisco Gónzalez de Acuña, Tesorero de las Reales Cajas de Portobelo, contra Lorenzo Corvacho, contador de las mismas, por **injurias**, y contrademanda de éste y acusaciones contra aquél."
1283,1283B,"Demanda de Francisco Gónzalez de Acuña, Tesorero de las Reales Cajas de Portobelo, contra Lorenzo Corvacho, contador de las mismas, por injurias, y **contrademanda **de éste y acusaciones contra aquél."
1284,1284A,"Sumario que se les instruyó a Manuel Betín y Rafael Morales, como cabecillas de los **motines **de Chinú, y orden que dio el gobernador de Cartagena, de capturarlos en Plato, para donde se fugaron."
1284,1284B,"Sumario que se les instruyó a Manuel Betín y Rafael Morales, como cabecillas de los motines de Chinú, y orden que dio el gobernador de Cartagena, de capturarlos en Plato, para donde se **fugaron**."
1285,1285A,"Sumario instruido por Miguel Bernal, Alcalde del barrio de Las Nieves, a Santos Aguilar, sirviente de Policarpo Saavedra y María Tomasa Torres, por el **estupro **de María Catarina, hija de éstos, denunciantes del reo."
1286,1286A,"Sumario instruido por el Alcalde de Bojacá, a Francisco Bulla, por el delito de **bestialidad**, cometido en el camino del Roble, jurisdicción de Xipacón."
1287,1287A,"Juicio seguido a Juan José Martínez Cotilla, por el **forzamiento de deshonra** de Francisca Moreno, cuya madre, María Catarina de Herrera y Tores ocurrió a los jueces civiles y eclesiásticos para que fuese arraigado en Panamá, el delincuente."
1288,1288A,"Juicio seguido por Manuel Montiano, Gobernador de Panamá, a Jorge Antonio Blanco de Figueroa, por asuntos de **un buque inglés, anclado en puerto español.**"
1289,1289A,"Juicio seguido por José de Medina Galindo, Gobernador de Riohacha, al catalán José Antonio Bonafé, por **revoltoso**."
1290,1290A,"Sumario instruido a José Francisco Saldaña y María Eusebia de Aguilar, por el **homicidio **de Manuel Pastoriza, **marido **de ésta. Panamá."
1291,1291A,"Juicio seguido Manuel de Mármol, por **contrabando **en Portobelo."
1292,1292A,"Sumario instruido por Maximiliano Martínez Ortíz, Alcalde de San Gil, a Venancio Acosta, José Tomás y Juan Andrés Pedraza, Clemente Núñez y Bárbara Duarte, quienes **asesinaron **en el sitio del Corcobado, vecindario de San José del Valle, a Rosa Estupiñán, e incineraron su cadáver."
1292,1292B,"Proceso de Venacio Acosta, Juan Andrés Pedraza, Clemente Nuñez, Alberto y Bárbara Duarte, asesinos de Rosa Estupiñan, en el sitio del Corcobado, de la población de San José del Valle. Fueron sentenciados a muerte. Su **fuga**. Causa contra los auxiliadores de ésta."
1292,1292C,"**Memorias **de Bárbara Duarte, sobre su larga prisión en la cárcel de San Gil, como cómplice en la muerte de Rosa Estupiñan, ocurrida en el Valle"
