ID_Caso,ID_Crímen,Descripción
4008,4008A,"Juicio seguido sobre **anulación del matrimonio** de Nicolás de la Parra y Marcelina Martínez, por defecto de él, impotencia."
4009,4009A,"Bernardino de Prado Beltrán de Guevara, en juicio por **injurias **(asunto de manejo de caudales públicos) con Martín de Saavedra y Guzmán."
4010,4010A,"Causa seguida a Francisco Antonio Victoria, por presunción del **uxoricidio **de María de Jesús Vidales, desaparecida."
4011,4011A,Relación de las **causas **criminales que cursaron en los juzgados de varias poblaciones.
4012,4012A,"Juicio seguido a Manuel Correa, Juan de los Santos Márquez, Andrés Marimont y Casimiro de Julio, por **difamación **de Manuel José de Benavides y Guillén, Capitán a Guerra de María la Baja."
4012,4012B,"Feliciano Borrero, denuncia a Juan de los Santos Márquez y otros, de haber proferido expresiones injuriosas para el Capitán a Guerra de María la Baja. Demanda -dentro del mismo asunto- de Manuel Correa contra Manuel Benavídes y Francisco Gamarra, por haberlo reducido a prisión y **embargádole sus intereses.**"
4012,4012C,"Feliciano Borrero, denuncia a Juan de los Santos Márquez y otros, de haber proferido expresiones injuriosas para el Capitán a Guerra de María la Baja. Demanda -dentro del mismo asunto- de Manuel Correa contra Manuel Benavídes y Francisco Gamarra, por **haberlo reducido a prisión y embargádole sus intereses.**"
4012,4012D,"Feliciano Borrero, denuncia a Juan de los Santos Márquez y otros, de haber proferido expresiones injuriosas para el Capitán a Guerra de María la Baja. Demanda -dentro del mismo asunto- de Manuel Correa contra Manuel Benavídes y Francisco Gamarra, **por haberlo reducido a prisión y embargádole sus intereses.**"
4013,4013A,"Memoriales de Tomás Gamero, preso en Cartagena, pidiendo clemencia y alimentos. Pagaba condena por **concubinato **con Anastasia de Salas."
4013,4013B,"**Memoriales **de Tomás Gamero, preso en Cartagena, **pidiendo **clemencia y alimentos. Pagaba condena por concubinato con Anastasia de Salas."
4014,4014A,Indagatoria que se tomaron en el **juicio de residencia** seguido al Capitán Luis de Manjarres y cargos que se le formularon.
4015,4015A,"Causa seguida a Juan Carrillo de Albornoz, por **asalto **a la casa de Pedro Soto de Altamirano, y estupro de Agustina, negra esclava del dueño de casa."
4015,4015B,"Causa seguida a Juan Carrillo de Albornoz, por asalto a la casa de Pedro Soto de Altamirano, y **estupro **de Agustina, negra esclava del dueño de casa."
4016,4016A,"Sumario instruido a José Fernández Casquero, por el **robo **de cantidad de dinero, a José Moros del Campillo."
4017,4017A,"Proceso de Juan José Aragón, quien **dio muerte** a Pedro Campillo."
4017,4017B,**Nota **sobre el homicidio de Pedro Campillo.
4017,4017C,"Causa seguida a Juan de Aragón, por el homicidio de Pedro Campillo."
4017,4017D,"Proceso de Juan José de Aragón, quien dió muerte a Pedro Campillo."
4018,4018A,"Juicio seguido a Joaquín Cáceres, por **sevicia con su consorte**, concubinato con una prima hermana y hurtos."
4018,4018B,"Juicio seguido a Joaquín Cáceres, por sevicia con su consorte, **concubinato **con una prima hermana y hurtos."
4018,4018C,"Juicio seguido a Joaquín Cáceres, por sevicia con su **consorte**, **concubinato **con una prima hermana y hurtos."
4018,4018D,"Juicio seguido a Joaquín Cáceres, por sevicia con su consorte, concubinato con una prima hermana y **hurtos**."
4019,4019A,"Causa seguida a Miguel Contreras, por **rapto **de Marcela escobar y robo en casa del padre de ella."
4019,4019B,"Causa seguida a Miguel Contreras, por rapto de Marcela escobar y **robo **en casa del padre de ella."
4020,4020A,Notas sobre aprehensión de los **homicidas **de Felipe Cabrera.
4020,4020B,"**Nota **sobre la aprehensión de los homicidas de Felipe de Cabrera, Juez de comisos."
4020,4020C,"**Notas **sobre el homicidio de Felipe de Cabrera, en Becerril del Campo."
4020,4020D,**Notas **sobre aprehensión de quienes ultimaron a Felipe Cabrera.
4020,4020E,Comunicaciones sobre la aprehensión de quienes dieron muerte a Felipe de Cabrera. Relacionado con lo anotado en el documento 99 (folios 627-634)
4021,4021A,"Juicio seguido a Isidro Lorenzo Laborido, por **tentativa de homicidio**, en la persona de Miguel Borras."
4022,4022A,"Solicitud de Fernando Gutiérrez de la Torre, de los autos dictados en juicio seguido a José Urquijo y Melchora de Escandón, su consorte, por **sustracción de bienes** en la mortuoria de José Diaz de Escandón."
4022,4022B,"Solicitud de Fernando Gutiérrez de la Torre, de los autos dictados en juicio seguido a José Urquijo y Melchora de Escandón, su consorte, por sustracción de bienes en la **mortuoria **de José Diaz de Escandón."
4022,4022C,"**Solicitud **de Fernando Gutiérrez de la Torre, de los autos dictados en juicio seguido a José Urquijo y Melchora de Escandón, su consorte, por sustracción de bienes en la mortuoria de José Diaz de Escandón."
4023,4023A,"Sumario instruido a Diego Ortíz de la Maza, en virtud de denuncio de Pedro de Soto Altamirano y María Jiménez de la Torre, de **escalamiento **de la casa de ella y seducción de Ana de Bolívar, su hija."
4023,4023B,"Sumario instruido a Diego Ortíz de la Maza, en virtud de denuncio de Pedro de Soto Altamirano y María Jiménez de la Torre, de escalamiento de la casa de ella y **seducción **de Ana de Bolívar, su hija."
4024,4024A,"Juicio seguido a Juan Casetas de Bayarte, en virtud de acusación del doctor Fabián de Valdes, de **adulteración de instrumentios públicos** y otros actos punibles que cometió como escribano y procurador."
4024,4024B,"Juicio seguido a Juan Casetas de Bayarte, en virtud de acusación del doctor Fabián de Valdes, de adulteración de instrumentios públicos y otros **actos punibles que cometió como escribano y procurador.**"
4024,4024C,"Juicio seguido a Juan Casetas de Bayarte, en virtud de acusación del doctor Fabián de Valdes, de adulteración de instrumentios públicos y **otros actos punibles** que cometió como escribano y procurador."
4025,4025A,"Sumario instruido a Juan de Castro, en virtud de denuncio de Lorenza Leal,** su consorte, de sevicia con ella.**"
4025,4025B,"Juan de Castro, preso por reñir con su consorte, **pide **su libertad, despues de hacer las paces con aquella."
4026,4026A,"Causa seguida a Miguel Sánchez Movellán, por **fraude al erario **y sustrancción de documentos oficiales."
4026,4026B,"Causa seguida a Miguel Sánchez Movellán, por fraude al erario y **sustrancción de documentos oficiales.**"
4027,4027A,"Demanda de Petrona Josefa y Pabla Benavídes contra Manuel Benavídes, **por agresiones de obra.**"
4028,4028A,"Juicio de divorcio seguido eclesiástica y civilmente por Marcela Josefa de Llanos, consorte de Manuel Rueda Hernández, motivado por el **adulterio **de éste con Nicolasa Miranda, mestiza de Malambó."
4028,4028B,"Juicio de **divorcio **de Marcela de Llanos y Manuel Rueda Hernández, seguido por ella, con motivos del adulterio de él con una mestiza de Malambó, llamada Nicolasa Miranda."
4029,4029A,"Sumario instruido a Sebatián y Francisco Cedeño de Góngora, por **resistencia **al alguacíl mayor y heridas que le causarón."
4029,4029B,"Sumario instruido a Sebatián y Francisco Cedeño de Góngora, por resistencia al alguacíl mayor y **heridas **que le causarón."
4030,4030A,"Causa seguida a José Antonio Ortíz, por **abigeato**."
4030,4030B,Comunicaciones sobre la pérdida del sumario instruido a José Antonio Ortíz por abigeato.
4030,4030C,"Sumario instruido a José Antonio Ortíz, por cuatrero."
4031,4031A,"Sumario instruido a José Joaquín Ampudia, por haber **vilado la virginidad** de María Josefa del Carmén del Oro, engañandola con promesa de matrimonio."
4032,4032A,"**Notas **remisorias de la estadística de causas criminales, que cursaron en los juzgados de Mompós y Antioquia."
4032,4032B,"Notas remisorias de la estadística de **causas **criminales, que cursaron en los juzgados de Mompós y Antioquia."
4033,4033A,"**Informe **del gobernador de Cartagena, sobre la inseguridad de las cárceles y deficiencia de los locales destinados a cuarteles."
4034,4034A,"**Notas **cruzadas entre el ingeniero Antonio Arévalo y el Virrey, referentes a los presidiarios inútiles para servicios en las obras públicas."
4034,4034B,"Notas cruzadas entre el ingeniero Antonio Arévalo y el Virrey, referentes a los **presidiarios **inútiles para servicios en las obras públicas."
4035,4035A,"Juicio seguido a Marcos Antonio Correa, por **concubinato **con Juana Paula, negra esclava de Marcos Serrano."
4036,4036A,"Sumario instruido a Juan de Dios Montejo, por **robo **de las alhajas de Simití."
4037,4037A,"Proceso de José Fernando, esclavo de Felipe González Brieva, quien **dio muerte** a un mozo libre -no dice el nombre- en la hacienda de Toro, de su amo."
4038,4038A,"Causa seguida a Nicolás Rua y Dominga Espitia o Tarra, por el **asesinato **de Matías Ostia, **con quien estaba casada** la susodicha."
4039,4039A,"Sumairo instruido a Marcelo de Herrera y al negro Baltasar, esclavo de Salvadora Mendiola, por **robo **de bienes, de casa de José Diaz de Esacandón."
4040,4040A,"Proceso de Gregorio Banquesal y Gabriel de Mencos, sindicados del **homicidio **de Gregorio de Castro, cabo de escuadra."
4041,4041A,"Demanda de Mariano José Valverde contra Baltasar José Gutiérrez, por **injurias**."
4042,4042A,"Juicio seguido a Francisco de Gracia, natural de Zaragoza (España) por **falsificación y circulación de monedas falsas.**"
4043,4043A,"Demanda de Juan Antonio Díaz Quintero contra Vicente Alvarez, su suegro, y Eduarda Josefa Alvarez, su mujer -del demandante- por **haberle abandonado** ésta, con el consentimineto de su padre ; y juicio que se le siguió a Díaz Quintero, por concubinato con Romualda Paternina."
4043,4043B,"Demanda de Juan Antonio Díaz Quintero contra Vicente Alvarez, su suegro, y Eduarda Josefa Alvarez, su mujer -del demandante- por haberle **abandonado **ésta,** con el consentimineto de su padre **; y juicio que se le siguió a Díaz Quintero, por concubinato con Romualda Paternina."
4043,4043C,"Demanda de Juan Antonio Díaz Quintero contra Vicente Alvarez, su suegro, y Eduarda Josefa Alvarez, su mujer -del demandante- por haberle abandonado ésta, con el consentimineto de su padre ; y juicio que se le siguió a Díaz Quintero, por **concubinato **con Romualda Paternina."
4043,4043D,"Demanda de Juan Antonio Díaz Quintero contra Vicente Alvarez, su suegro, y Eduarda Josefa Alvarez, **su mujer **-del demandante- por haberle abandonado ésta, con el consentimineto de su padre ; y juicio que se le siguió a Díaz Quintero, por **concubinato **con Romualda Paternina."
4044,4044A,"José Nicolás de Lora, Alcalde de Lorica, se querella de Diego de Vellocín, Capitán a Guerra, por **desacatos **que éste le cometió y escándalos que dio en la iglesia."
4044,4044B,"José Nicolás de Lora, Alcalde de Lorica, se querella de Diego de Vellocín, Capitán a Guerra, por desacatos que éste le cometió y **escándalos **que dio en la iglesia."
4045,4045A,"Proceso de Francisco Llamas, sindicado de **robo **de oro y plata, en casa de Agustín Gnecco."
4045,4045B,"Juicio seguido a Francisco Llamas, por sustracción de dinero a Agustín Gnecco."
4046,4046A,"Juicio seguido a Francisco Martín Salcedo de Bustamante y Juan Gori, en virtud de acusación de Ignacio Cavero, administrador de la Aduana, de buscar testigos falsos, en causa seguida a Manuel Ceballos, por **robo en la misma aduana**, como alcaide de ella. Cartagena."
4046,4046B,"Juicio seguido a Francisco Martín Salcedo de Bustamante y Juan Gori, en virtud de acusación de Ignacio Cavero, administrador de la Aduana, de buscar testigos falsos, en causa seguida a Manuel Ceballos, por **robo en la misma aduana, como alcaide** de ella. Cartagena."
4046,4046C,"Juicio seguido a Francisco Martín Salcedo de Bustamante y Juan Gori, en virtud de acusación de Ignacio Cavero, administrador de la Aduana, de** buscar testigos falsos**, en causa seguida a Manuel Ceballos, por robo en la misma aduana, como alcaide de ella. Cartagena."
4047,4047A,"Indagatoria que rindió Ildefonso de la Barrera, en averiguación de los responsables de **disturbios **en Chinú."
4048,4048A,"Consulta del gobernador de Cartagena, sobre la sentencia de Mariano Caballero, condenado por **fraude a la renta de tabaco.**"
4049,4049A,"Juicio seguido a Juan Fernández de Ugarte, por **concubinato **con María Diaz, viuda, su sirvienta."
4049,4049B,"Juan Fernández de Ugarte, administrador de correos, se querella del **alcalde **Domingo Benítez, **quien le aprehendió a María Diaz, su criada, **por malicia de que la tuviera de querida."
4049,4049C,"Juan Fernández de Ugarte, administrador de correos, se **querella del alcalde** Domingo Benítez, **quien le aprehendió a María Diaz, su criada,** por malicia de que la tuviera de querida."
4050,4050A,"Proceso de Juan Sánz de Normant, sindicado y acusado por María Juárez, del **homicidio **de Catalina Anzola."
4051,4051A,"Juicio seguido a Juan González, por** circulador de oro de baja ley.**"
4052,4052A,"Acuerdo de la Real Audiencia, sobre **domicilio de los indios** en sus respectivas parcialidades y no trashumancia de ellos."
4053,4053A,"Causa seguida a Salvador Cubillos, por **robos**, vagancia y juegos vedados."
4053,4053B,"Causa seguida a Salvador Cubillos, por robos, **vagancia **y juegos vedados."
4053,4053C,"Causa seguida a Salvador Cubillos, por robos, vagancia y **juegos vedados.**"
4054,4054A,"Demanda de Francisca de Paula Guillén, por **injurias **a Concepción Ayo Urruchurtu y Benavídes, su nieta, contra Juana Paula Hidalgo."
4055,4055A,"Causa seguida a Clemete, Francisco, Javier Petronila y Josefa Morales,por **cuatreros **en Chivatá, Viracachá y Sora."
4055,4055B,"Causa seguida a Clemete, Francisco, Javier Petronila y Josefa Morales,por **cuatreros **en Chivatá, Viracachá y Sora."
4055,4055C,"Causa seguida a Clemete, Francisco, Javier Petronila y Josefa Morales,por **cuatreros **en Chivatá, Viracachá y Sora."
4056,4056A,"Juicio seguido a Pedro Guillermo Caballero, por **desertor**, libertino, tentativa de fuga de cárcel y otros delitos que le acumuló el alcalde de Medellín, para encausarlo."
4056,4056B,"Juicio seguido a Pedro Guillermo Caballero, por desertor, **libertino**, tentativa de fuga de cárcel y otros delitos que le acumuló el alcalde de Medellín, para encausarlo."
4056,4056C,"Juicio seguido a Pedro Guillermo Caballero, por desertor, libertino, **tentativa de fuga** de cárcel y otros delitos que le acumuló el alcalde de Medellín, para encausarlo."
4056,4056D,"Juicio seguido a Pedro Guillermo Caballero, por desertor, libertino, tentativa de fuga de cárcel y **otros delitos **que le acumuló el alcalde de Medellín, para encausarlo."
4057,4057A,"Pleito de Juana Soto y Juan Alvarado Figueroa, **por unas casas** en Cartagena."
4058,4058A,"Sumario instruido a Pedro León, **alcaide **de la cárcel de Medellín, por hacer **encierros de mujeres, para su deleite** **y el del reo Pedro Guillermo Caballero.**"
4058,4058B,"Sumario instruido a Pedro León, alcaide de la cárcel de Medellín, por hacer **encierros de mujeres, para su deleite** y el del reo Pedro Guillermo Caballero. "
4059,4059A,"Sumario instruido a Javier Ramírez, por **abigueato**."
4060,4060A,"Causa segudia a José Martín Méndez, por **robo **de ganado a Cristóbal Velásquez."
4061,4061A,"Sumario instruido a José María García, por **abigeato**."
4062,4062A,"Juicio seguido a Juan Salvador Gómez y Francisco Esteban Rincón, por **abigeato**."
4063,4063A,"Sumario instruido a Juan Bautista Diaz, por **cortadas **que le infirió con una navaja, a José Aniceto Barrantes."
4064,4064A,"Causa seguida a José Antonio Amaya, por **resistencia y desacatos** al alcalde de Cocorná."
4065,4065A,"Juicio seguido a Juan Marcelo de la Rua, por **adulterio **con Vicenta de la Rua, consorte de Basilio Mariaca."
4066,4066A,"Demanda de Rafael Gónima y Llano contra José Antonio de Lema, por **injurias**."
4067,4067A,"Demanda por el **agravio **de no haberle dado el titulo de ""Don"", de Gabriel Inacio Muñoz, vecino de Copacabana, contra Pedro Elezalde, Teniente de Gobernador de Medellín."
4068,4068A,"Proceso de Nicolás Castañeda, sindicado del **homicidio **de Inés Rodríguez, padre de la occisa."
4069,4069A,"Juan José Jaramillo, como albacea de la mortuoria del Presbítero Juan Crisóstomo Palacio, en pleito con Felipe Palacio, y demanda por **injurias**, de José Bernardo Vieira, Teniente de Gobernador de Medellín, contra el susodicho albacea."
4069,4069B,"Juan José Jaramillo, como albacea de la **mortuoria **del Presbítero Juan Crisóstomo Palacio, en pleito con Felipe Palacio, y demanda por injurias, de José Bernardo Vieira, Teniente de Gobernador de Medellín, contra el susodicho albacea."
4070,4070A,"Juicio seguido a Vicente Saldarriaga, por **cuatrero**."
4071,4071A,"Juicio seguido a José María y Antonio Penagos, por heridas causadas a Joaquín de Mesa, y a éste, por **adulterio **con Isabel Restrepo, consorte del primero de los nombrados."
4071,4071B,"Juicio seguido a José María y Antonio Penagos, por **heridas **causadas a Joaquín de Mesa, y a éste, por adulterio con Isabel Restrepo, consorte del primero de los nombrados."
4072,4072A,"Sumario instruido a Casilda Echeverri, esclava de Isabel de Echeverri, por **paliza **que dio a María Mates Mañosca, consorte de Alejandor Mañosca."
4073,4073A,"Juicio seguido a Pablo González, por **robo **que hizo a Juan Ignacio Tamayo."
4074,4074A,"Sumario instruido a Juan José Vélez, por **robo **de ganado de cerda."
4075,4075A,"Causa seguida a Ignacio Sánchez de Mora, en virtud de denuncio de Francisco Morillejo, de** fraude a la renta de tabaco.**"
4076,4076A,"Relación de **causas **criminales, que cursaron en los juzgados de varias poblaciones de Antioquia."
4077,4077A,"Denuncio que dio Francisco Moyano, por **robo **de oro que se le hizo, siendo sindicado Ignacio Ramos."
4077,4077B,"Juicio seguido a José Ignacio Ramos, por cantidad de oro que robó en Santa Fe de Antioquia, y **fuga **que efectuó de la cárcel. Véase a continuación legajo 211 documento 1 (folios 1-151)"
4077,4077C,"**Nota **sobre remisión a la Real Audiencia, del sumario instruido a José Ignacio Ramos, por robo de oro a Francisco Moyano."
4077,4077D,"**Real provisión **sobre el robo de oro de José Ignacio Ramos a Francisco Moyano, y cumplimiento que le dieron los jueces de Marinilla y Rionegro."
4077,4077E,"Continuación del juicio seguido a José Ignacio Ramos, por robo y fuga de cárcel. Continuación de lo anotado en el legajo 210 documento 7 (folios 282-980)"
4078,4078A,"Memorial de Carlos Martínez, sumariado y preso, por **incesto **con Manuela Martínez, su hija, sobre lo prolongado de su prisión y sanciones pecuniarias que le impuso el juez."
4078,4078B,"**Memorial **de Carlos Martínez, sumariado y preso, por incesto con Manuela Martínez, su hija, sobre lo prolongado de su prisión y sanciones pecuniarias que le impuso el juez."
4079,4079A,"El gobernador de Cartagena, de las gracias al Virrey, por haberle aprobado sus actuaciones en **asunto **con los vecinos de Sabanalarga."
4080,4080A,"**Memorial **de Cecilio Rodríguez, sobre lo injustificado de su prisión."
4080,4080B,"Memorial de Cecilio Rodríguez, sobre lo injustificado de su **prisión**."
4081,4081A,"Memoriales de Antonio Francisco Pimienta, sobre **no haberlo puesto en libertad** el gobernador,** a pesar de ordenes del Virrey.**"
4081,4081B,"Memoriales de Antonio Francisco Pimienta, sobre **no haberlo puesto en libertad** el gobernador,** a pesar de ordenes del Virrey.**"
4081,4081C,**Memorial **del preso Antonio Francisco Pimienta.
4082,4082A,"Demanda de Francisco Alvarez contra Catalina Merchán, Victorina Pardo y Antonio Millán, por **rapto **de una niña, llamada Dionisia, que la demandante crió en su casa."
4083,4083A,"Proceso de Juan Bautista Herrera y quienes lo secundaron en la **sedición **de las vegas del río Cauca y poblaciones de Antioquia, motivada por asuntos relativos al cultivo del tabaco."
4084,4084A,"Juicio seguido a Nicolás Hurtado, quien como guarda de la administración de rentas, hizo un **disparo de pistol**a, a Manuel Joaquín de Isaza."
4085,4085A,"Sumario instruido a Gregorio Pegueros o José Maria Atehortua, por **concubinato **con Josefa Montoya."
4086,4086A,"Causa seguida a Marcelo Serna y María Cetera Serna, su prima, por **concubinato**."
4087,4087A,"Demanda de Pedro de los Santos, por **agravios **y unas cargas de panela, contra Pedro José Vargas, alcalde de Cincelada."
4087,4087B,"Demanda de Pedro de los Santos, por agravios y** unas cargas de panela**, contra Pedro José Vargas, alcalde de Cincelada."
4088,4088A,"Sumario instruido por el alcalde de Hatogrande, al galeno Pablo José de Rojas, por **adulterio **con Isabel de Ortega, esposa de Pablo Arango."
4088,4088B,"**Petición de indulto **de Pablo José de Rojas, encausado por sus amores con una casada."
4089,4089A,"Juicio seguido a Carlos José de Guzmán, por **desacatos **a Pedro Luis Vidal, Teniente de Gobernador de Medellín."
4090,4090A,"Demanda de Juan Ignacio Santa, **por haberlo reducido a prisión**, a sus hijos, Tomas y Juana, contra Blás Sáenz de Tejada, alcalde de Rionegro."
4090,4090B,"Demanda de Juan Ignacio Santa, **por haberlo reducido a prisión**, a sus hijos, Tomas y Juana, contra Blás Sáenz de Tejada, alcalde de Rionegro."
4090,4090C,"Demanda de Juan Ignacio Santa, por haberlo reducido a **prisión**, a sus hijos, Tomas y Juana, contra Blás Sáenz de Tejada, alcalde de Rionegro."
4091,4091A,"Juicio seguido a Julián Méndez Cabrón, por **agravios **a Francisco Pacheco, en demanda de éste por suma de pesos."
4091,4091B,"Juicio seguido a Julián Méndez Cabrón, por agravios a Francisco Pacheco, en **demanda de éste por suma de pesos.**"
4092,4092A,"Sumario instruido a Pedro José Rodríguez, por **heridas **causadas a Juana Ruíz, su suegra y sevicia con Ignacia Crístancho, su mujer."
4092,4092B,"Sumario instruido a Pedro José Rodríguez, por heridas causadas a Juana Ruíz, su suegra y **sevicia **con Ignacia Crístancho, su mujer."
4093,4093A,"Causa seguida a Domingo Zamora, por **ultrajes de palabra** y obra a Andrés Mojica, y por desacatos a la autoridad."
4093,4093B,"Causa seguida a Domingo Zamora, por **ultrajes de** palabra y **obra **a Andrés Mojica, y por desacatos a la autoridad."
4093,4093C,"Causa seguida a Domingo Zamora, por ultrajes de palabra y obra a Andrés Mojica, y por **desacatos **a la autoridad."
4094,4094A,"Demanda de Juan Sánchez Mejía, por **unas piezas de terciopelo y tafetán que le sustrajeron,** contra Alonso López Escamilla y Juan de Morales Rendón."
4095,4095A,"Proceso de Manuel de la Rosa, quien **dio muerte** a Pedro Palomo, y petición del reo, acogiéndose a una Real cédula de indulto."
4095,4095B,"Proceso de Manuel de la Rosa, quien dio muerte a Pedro Palomo, y **petición **del reo, acogiéndose a una Real cédula de **indulto**."
4095,4095C,"Proceso de Manuel de la Rosa, quien dio muerte a Pedro Palomo, y petición del reo, acogiéndose a una **Real cédula** de indulto."
4096,4096A,"Casusa seguida a Francisco Alvarado Tejada, por **incendio **de las casas de Juan de Porras."
4096,4096B,"Juicio seguido a Francisco Alvarado Tejada, por el incendio de la hacienda de Juan de Porras, y pleito entre ellos por ejecución que éste seguiera a aquél."
4097,4097A,"Juicio seguido a José Joaquín Romero, y por **graves heridas**, causadas a éste por José Ramírez."
4098,4098A,"Proceso de Pedro José Blanquiser, por el **infanticidio **de María Sandiego, su hija, y heridas causadas a María Espiritu Santo .Velásquez, su consorte"
4098,4098B,"Proceso de Pedro José Blanquiser, por el infanticidio de María Sandiego, su hija, y **heridas **causadas a María Espiritu Santo .Velásquez, su consorte"
4099,4099A,"Sumario instruido a José de Urquijo y cómplices, por el **robo **de alhajas de plata y doblones, a José Diaz de Escandón."
4099,4099B,"Sumario instruido a Marcelo Herrera y José de Urquijo, por robo de bienes de la **mortuoria **de José Díaz de Escandón."
4100,4100A,"El tribunal de Alzadas de Cartagena, se querella del doctor Miguel Díaz Granados, quien le irrogó **desacatos**."
4101,4101A,"Demanda de Manuel Antonio de Córdoba contra Antonio Vélez Ladrón de Guevara, por **injurias**."
4102,4102A,"Indagatorias tomadas en la investigación del **homicidio **de Tristán de Uribe Salazar, delito del cual se sindicó al capitán Juan Ramírez."
4102,4102B,"Juicio seguido a José Márques, a quien Ana de las Alas, viuda del Capitán Tristán de Uribe Salazar, **acuso de declaraciones falsas** en el sumario instruido a Juan Ramírez, por el homicidio del mencionado Uribe Salazar."
4102,4102C,"Causa seguida al licenciado Juan Ramírez, por el homicidio del capitán Tristán de Uribe u Oribe, y **peticiones **que hizo en el juicio Ana de las Salas, su viuda."
4102,4102D,"Petición judicial de Ana de la Alas, en el juicio por el homicidio de Tristán de Uribe Salazar, su marido, seguido a Alonso de Lafuente."
4102,4102E,"Juicio seguido a José Márques, a quien Ana de las Alas, viuda del Capitán Tristán de Uribe Salazar, acuso de declaraciones falsas en el sumario instruido a Juan Ramírez, por el homicidio del mencionado Uribe Salazar. Documento relacionado con lo anotado en el documento 3 (folios 229-258)"
4102,4102F,"Causa seguida a Diego Caro, en virtud de acusación de Ana de las Salas, de complicidad en el homicidio del capitán Tristán de Uribe Salazar, su consorte."
4102,4102G,"Causa seguida a Cristóbal Helis, por complicidad en el homicidio del capitán Tristán de Uribe Salazar."
4102,4102H,"Emplazamiento de Cristóbal de Flete, Juan de Losada y Sebastián Sánchez, como complices en el homicidio del capitán Tristán de Uribe Salazar."
4102,4102I,"Sumario instruido a Juan de Meneses, como complicado en el homicidio de Tristán de Uribe Salazar."
4103,4103A,"Proceso de José Alejandro Polo, Miguel del Rosario, Mauricio López y otros indios de Talaigua, sindicados de la de la **muerte **de José Antonio Romualdo, su mujer e hijos, a quienes ultimaron a flechazos. "
4104,4104A,"Informe del Capitán a Guerra de Barranca, sobre la fuga en el sitio de San Zenón, de los reos Basilio y Mateo Criado, sindicados de **robo**, a quienes remitio el alcalde de Ocaña a las prisiones de Cartagena."
4104,4104B,"Informe del Capitán a Guerra de Barranca, sobre la **fuga **en el sitio de San Zenón, de los reos Basilio y Mateo Criado, sindicados de robo, a quienes remitio el alcalde de Ocaña a las prisiones de Cartagena."
4104,4104C,"**Informe **del Capitán a Guerra de Barranca, sobre la fuga en el sitio de San Zenón, de los reos Basilio y Mateo Criado, sindicados de robo, a quienes remitio el alcalde de Ocaña a las prisiones de Cartagena."
4104,4104D,"Informe del Capitán a Guerra de Barranca, sobre la fuga en el sitio de San Zenón, de los reos Basilio y Mateo Criado, sindicados de robo, a quienes **remitio **el alcalde de Ocaña a las prisiones de Cartagena."
4105,4105A,"Comunicaciones sobre el **confinamiento **de Ramón Nonato García, a Chiriguaná."
4106,4106A,"José Antonio Amador, Alcalde de Cartagena, representante sobre el criminal **abandono **en que Juan Ignacio Ture, tuviera** a sus hijas**, obligándolas a la mendicidad. Colecta caritativa que recogió para ellas."
4107,4107A,"Juicio seguido a Jose Antonio Coeto, por **inobedienbcia **e irrespetos a la autoridad."
4107,4107B,"Juicio seguido a Jose Antonio Coeto, por inobedienbcia e **irrespetos **a la autoridad."
4108,4108A,"Causa seguida al presbítero Luis López de Gamboa y Catalina de la Paz, por **amancebamiento**."
4109,4109A,"Vista fiscal en la causa de Juan Rincón, galeote, **prófugo **de las galeras de Cartagena."
4109,4109B,"Vista fiscal en la causa de Juan Rincón, galeote, **prófugo **de las galeras de Cartagena."
4110,4110A,"Proceso de Juan Lozano Infante, quien **dio muerte** en Guamoco, a Tomas Martín o Machado."
4111,4111A,"Juicio seguido a Felipe Sánchez de Movellán, por haber **injuriado **a Gregorio Robles."
4112,4112A,"Sumario instruido a Catalina Mayoral, por **heridas **causadas a José María Mayoral, su hermano."
4113,4113A,"Juicio seguido a Bartolomé González de la Peña, Isabel de Vidagora y Ana Díaz, su hija, sindicados de la **colocación de unos hermosos cuernos**, en el portón de la casa de Gonzalo Velásquez de Porras."
4114,4114A,"Sumario instruido a Julián Mendoza, por **robo **en el domicilio de Juan y Benito Ortíz."
4115,4115A,"Proceso de Pedro Pascasio Ortíz, Nicolás Macea y Manuel Cayetano Carvajal, quienes** dieron muerte **a Tomás Roa, y querella de Vicente García contra Melchor Saenz Ortíz, alcalde de mompós, por compelerlo a ser fiscal de esta."
4115,4115B,"Proceso de Nicolás Maseda y sus cómplices, en el homicidio de Tomás Roa, y querella de Vicente García, quien **se negó a ser fiscal** de dicha causa, contra Melchor Sáenz Ortíz, **alcalde, que lo designo para tal cargo.**"
4116,4116A,"Proceso de José los Santos Causillo, sindicado del **homicidio **de Venancio Arciniégas."
4117,4117A,**Demanda **de Pedro Fernández Rosillo contra Baltazar Antonio Moreno.
4118,4118A,"Causa seguida a Diego Garretón, por **tentativa de homicidio **en la persona de Juan Gómez Ballesteros, a quien el otro demandó por injurias."
4118,4118B,"Causa seguida a Diego Garretón, por tentativa de homicidio en la persona de Juan Gómez Ballesteros, a quien el otro demandó por **injurias**."
4118,4118C,"Suamario instruido a Juan Garretón, por **agresión con arma blanca y de fuego**, a Juan Gómez Ballesteros."
4119,4119A,"Instancia de Nicolás de Luna y Zubisa, para que se le aplicara a José Marcelo Volcán, la pena de destierro a que fue condenado, por **perjuro**."
4119,4119B,"Instancia de Nicolás de Luna y Zubisa, para que se le aplicara a José Marcelo Volcán, la pena de destierro a que fue condenado, por **perjuro**."
